"State","Condition","Measure Name","Category","Number of Hospitals"
"WV      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Better than U.S. National Rate",0
"WV      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","No different than U.S. National Rate",42
"WV      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Number of Cases Too Small*",2
"WV      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Worse than U.S. National Rate",8
"WV      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Better than U.S. National Rate",1
"WV      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","No different than U.S. National Rate",46
"WV      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Number of Cases Too Small*",1
"WV      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Worse than U.S. National Rate",5
"WV      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Better than U.S. National Rate",0
"WV      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","No different than U.S. National Rate",45
"WV      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Number of Cases Too Small*",1
"WV      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Worse than U.S. National Rate",7
"WY      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Better than U.S. National Rate",0
"WY      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","No different than U.S. National Rate",5
"WY      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Number of Cases Too Small*",21
"WY      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Worse than U.S. National Rate",0
"WY      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Better than U.S. National Rate",0
"WY      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","No different than U.S. National Rate",2
"WY      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Number of Cases Too Small*",21
"WY      ","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Worse than U.S. National Rate",0
"WY      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Better than U.S. National Rate",0
"WY      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","No different than U.S. National Rate",15
"WY      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Number of Cases Too Small*",10
"WY      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Worse than U.S. National Rate",1
"WY      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Better than U.S. National Rate",0
"WY      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","No different than U.S. National Rate",19
"WY      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Number of Cases Too Small*",7
"WY      ","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Worse than U.S. National Rate",0
"WY      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Better than U.S. National Rate",0
"WY      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","No different than U.S. National Rate",24
"WY      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Number of Cases Too Small*",2
"WY      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Worse than U.S. National Rate",0
"WY      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Better than U.S. National Rate",1
"WY      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","No different than U.S. National Rate",23
"WY      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Number of Cases Too Small*",2
"WY      ","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Worse than U.S. National Rate",0
"National","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Better than U.S. National Rate",131
"National","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","No different than U.S. National Rate",2814
"National","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Number of Cases Too Small*",1610
"National","Heart Attack","Hospital 30-Day Death (Mortality) Rates for Heart Attack","Worse than U.S. National Rate",54
"National","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Better than U.S. National Rate",36
"National","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","No different than U.S. National Rate",2488
"National","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Number of Cases Too Small*",1944
"National","Heart Attack","Hospital 30-Day Readmission Rates for Heart Attack","Worse than U.S. National Rate",52
"National","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Better than U.S. National Rate",213
"National","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","No different than U.S. National Rate",3812
"National","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Number of Cases Too Small*",585
"National","Heart Failure","Hospital 30-Day Death (Mortality) Rates for Heart Failure","Worse than U.S. National Rate",163
"National","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Better than U.S. National Rate",180
"National","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","No different than U.S. National Rate",3854
"National","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Number of Cases Too Small*",520
"National","Heart Failure","Hospital 30-Day Readmission Rates for Heart Failure","Worse than U.S. National Rate",233
"National","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Better than U.S. National Rate",253
"National","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","No different than U.S. National Rate",3934
"National","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Number of Cases Too Small*",343
"National","Pneumonia","Hospital 30-Day Death (Mortality) Rates for Pneumonia","Worse than U.S. National Rate",284
"National","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Better than U.S. National Rate",88
"National","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","No different than U.S. National Rate",4199
"National","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Number of Cases Too Small*",349
"National","Pneumonia","Hospital 30-Day Readmission Rates for Pneumonia","Worse than U.S. National Rate",198
