"State","HCAHPS Measures","HCAHPS Measure Code","HCAHPS Response Categories","HCAHPS Response Category Percent"
"MA","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital",24
"MD","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)",12
"MD","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)",28
"MD","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)",60
"MD","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well",77
"MD","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well",6
"MD","How often did doctors communicate well with patients?","H_COMP_2_U_P","Doctors usually communicated well",17
"MD","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well",71
"MD","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well",8
"MD","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well",21
"MD","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted",56
"MD","How often did patients receive help quickly from hospital staff?","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted",16
"MD","How often did patients receive help quickly from hospital staff?","H_COMP_3_U_P","Patients usually received help as soon as they wanted",28
"MD","How often did staff explain about medicines before giving them to patients?","H_COMP_5_A_P","Staff always explained",56
"MD","How often did staff explain about medicines before giving them to patients?","H_COMP_5_SN_P","Staff sometimes or never explained",26
"MD","How often did staff explain about medicines before giving them to patients?","H_COMP_5_U_P","Staff usually explained",18
"MD","How often was patients&#39; pain well controlled?","H_COMP_4_A_P","Pain was always well controlled",66
"MD","How often was patients&#39; pain well controlled?","H_COMP_4_SN_P","Pain was sometimes or never well controlled",9
"MD","How often was patients&#39; pain well controlled?","H_COMP_4_U_P","Pain was usually well controlled",25
"MD","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night",51
"MD","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_SN_P","Sometimes or never quiet at night",16
"MD","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night",33
"MD","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean",62
"MD","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean",14
"MD","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean",24
"MD","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information",21
"MD","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information",79
"MD","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",7
"MD","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital",64
"MD","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital",29
"ME","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)",7
"ME","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)",23
"ME","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)",70
"ME","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well",82
"ME","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well",3
"ME","How often did doctors communicate well with patients?","H_COMP_2_U_P","Doctors usually communicated well",15
"ME","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well",79
"ME","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well",3
"ME","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well",18
"ME","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted",68
"ME","How often did patients receive help quickly from hospital staff?","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted",8
"ME","How often did patients receive help quickly from hospital staff?","H_COMP_3_U_P","Patients usually received help as soon as they wanted",24
"ME","How often did staff explain about medicines before giving them to patients?","H_COMP_5_A_P","Staff always explained",64
"ME","How often did staff explain about medicines before giving them to patients?","H_COMP_5_SN_P","Staff sometimes or never explained",16
"ME","How often did staff explain about medicines before giving them to patients?","H_COMP_5_U_P","Staff usually explained",20
"ME","How often was patients&#39; pain well controlled?","H_COMP_4_A_P","Pain was always well controlled",72
"ME","How often was patients&#39; pain well controlled?","H_COMP_4_SN_P","Pain was sometimes or never well controlled",5
"ME","How often was patients&#39; pain well controlled?","H_COMP_4_U_P","Pain was usually well controlled",23
"ME","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night",54
"ME","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_SN_P","Sometimes or never quiet at night",11
"ME","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night",35
"ME","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean",77
"ME","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean",6
"ME","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean",17
"ME","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information",16
"ME","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information",84
"ME","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",4
"ME","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital",75
"ME","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital",21
"MI","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)",9
"MI","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)",25
"MI","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)",66
"MI","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well",79
"MI","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well",5
"MI","How often did doctors communicate well with patients?","H_COMP_2_U_P","Doctors usually communicated well",16
"MI","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well",75
"MI","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well",5
"MI","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well",20
"MI","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted",64
"MI","How often did patients receive help quickly from hospital staff?","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted",10
"MI","How often did patients receive help quickly from hospital staff?","H_COMP_3_U_P","Patients usually received help as soon as they wanted",26
"MI","How often did staff explain about medicines before giving them to patients?","H_COMP_5_A_P","Staff always explained",58
"MI","How often did staff explain about medicines before giving them to patients?","H_COMP_5_SN_P","Staff sometimes or never explained",23
"MI","How often did staff explain about medicines before giving them to patients?","H_COMP_5_U_P","Staff usually explained",19
