"State","Diagnosis Related Group ID","Diagnosis Related Group Name","Medicare Average Payment Range","Number Of Cases"
"SD","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","26840 - 29552","118"
"SD","220","Cardiac valve and oth maj cardiothoracic proc w/o card cath w CC","27503 - 38158","61"
"TN","220","Cardiac valve and oth maj cardiothoracic proc w/o card cath w CC","28318 - 35708","342"
"TN","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","28631 - 34903","857"
"TN","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","28634 - 34789","649"
"TN","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","44177 - 49735","75"
"TN","226","Cardiac defibrillator implant w/o cardiac cath w MCC","36672 - 43565","217"
"TN","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","34136 - 39488","87"
"TN","235","Coronary bypass w/o cardiac cath w MCC","31879 - 39310","406"
"TN","039","Extracranial procedures w/o CC/MCC","5566 - 6260","1168"
"TN","038","Extracranial procedures w CC","8136 - 9101","340"
"TN","236","Coronary bypass w/o cardiac cath w/o MCC","20071 - 22601","836"
"TN","191","Chronic obstructive pulmonary disease w CC","5244 - 5877","4309"
"TN","193","Simple pneumonia and pleurisy w MCC","7678 - 8830","4969"
"TN","637","Diabetes w MCC","7271 - 8411","837"
"TN","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","44170 - 65038","408"
"TN","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","24971 - 28968","103"
"TN","313","Chest Pain","2986 - 3330","3977"
"TX","313","Chest Pain","3042 - 3571","8532"
"TX","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","25831 - 30271","229"
"TX","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","44965 - 58124","989"
"TX","637","Diabetes w MCC","7515 - 9100","1989"
"TX","193","Simple pneumonia and pleurisy w MCC","7952 - 9459","11620"
"TX","191","Chronic obstructive pulmonary disease w CC","5350 - 6259","8713"
"TX","236","Coronary bypass w/o cardiac cath w/o MCC","20100 - 24130","1704"
"TX","038","Extracranial procedures w CC","8217 - 9513","954"
"TX","039","Extracranial procedures w/o CC/MCC","5576 - 6396","3245"
"TX","235","Coronary bypass w/o cardiac cath w MCC","31620 - 40002","1006"
"TX","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","33287 - 39957","256"
"TX","226","Cardiac defibrillator implant w/o cardiac cath w MCC","38778 - 46287","652"
"TX","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","43821 - 54482","216"
"TX","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","29444 - 37167","1895"
"TX","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","28727 - 34557","1467"
"TX","220","Cardiac valve and oth maj cardiothoracic proc w/o card cath w CC","29128 - 34937","755"
"UT","220","Cardiac valve and oth maj cardiothoracic proc w/o card cath w CC","30958 - 32268","99"
"UT","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","31098 - 33200","100"
"UT","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","30949 - 38445","128"
"UT","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","46631 - 53568","15"
"UT","226","Cardiac defibrillator implant w/o cardiac cath w MCC","40587 - 49962","23"
"UT","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","35901 - 36532","27"
"UT","235","Coronary bypass w/o cardiac cath w MCC","34026 - 43429","49"
"UT","039","Extracranial procedures w/o CC/MCC","6089 - 6310","131"
"UT","038","Extracranial procedures w CC","9086 - 9715","51"
"UT","236","Coronary bypass w/o cardiac cath w/o MCC","21662 - 23742","121"
"UT","191","Chronic obstructive pulmonary disease w CC","5547 - 5902","160"
"UT","193","Simple pneumonia and pleurisy w MCC","8113 - 8962","623"
"UT","637","Diabetes w MCC","7531 - 8374","98"
"UT","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","48076 - 63114","90"
"UT","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","26228 - 27237","48"
"UT","313","Chest Pain","3208 - 3551","268"
"VA","313","Chest Pain","2981 - 3344","4401"
"VA","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","26678 - 37758","153"
"VA","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","45140 - 64843","356"
"VA","637","Diabetes w MCC","7343 - 8384","842"
"VA","193","Simple pneumonia and pleurisy w MCC","7837 - 8968","4121"
"VA","191","Chronic obstructive pulmonary disease w CC","5315 - 5997","3339"
"VA","236","Coronary bypass w/o cardiac cath w/o MCC","20385 - 25231","691"
"VA","038","Extracranial procedures w CC","8295 - 9811","227"
"VA","039","Extracranial procedures w/o CC/MCC","5630 - 6659","915"
"VA","235","Coronary bypass w/o cardiac cath w MCC","31768 - 41766","271"
"VA","226","Cardiac defibrillator implant w/o cardiac cath w MCC","37249 - 45713","169"
"VA","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","45539 - 55560","72"
"VA","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","33562 - 40730","77"
"VA","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","28977 - 42192","596"
"VA","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","28265 - 33626","439"
"VA","220","Cardiac valve and oth maj cardiothoracic proc w/o card cath w CC","29537 - 36153","355"
"VI","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","4316 - 12330","*"
"VI","236","Coronary bypass w/o cardiac cath w/o MCC","6165 - 6782","*"
"VI","191","Chronic obstructive pulmonary disease w CC","3890 - 7962","*"
"VI","193","Simple pneumonia and pleurisy w MCC","4461 - 16700","13"
"VI","637","Diabetes w MCC","13003 - 17463","*"
"VI","313","Chest Pain","1233 - 2974","*"
"VT","313","Chest Pain","4227 - 4740","77"
"VT","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","69477 - 69769","24"
"VT","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","38528 - 38902","22"
"VT","637","Diabetes w MCC","9885 - 11612","30"
"VT","193","Simple pneumonia and pleurisy w MCC","9065 - 12591","304"
"VT","191","Chronic obstructive pulmonary disease w CC","6128 - 8278","243"
"VT","236","Coronary bypass w/o cardiac cath w/o MCC","31688 - 31696","41"
"VT","039","Extracranial procedures w/o CC/MCC","8800 - 8802","71"
"VT","038","Extracranial procedures w CC","12966 - 13092","11"
"VT","235","Coronary bypass w/o cardiac cath w MCC","49827 - 49918","*"
"VT","226","Cardiac defibrillator implant w/o cardiac cath w MCC","55247 - 57420","11"
"VT","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","51154 - 51650","*"
"VT","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","66097 - 66150","*"
"VT","220","Cardiac valve and oth maj cardiothoracic proc w/o card cath w CC","45352 - 45417","30"
"VT","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","44311 - 44322","32"
"VT","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","44167 - 44178","23"
"WA","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","34831 - 47365","386"
"WA","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","34995 - 36760","314"
"WA","220","Cardiac valve and oth maj cardiothoracic proc w/o card cath w CC","34911 - 40937","454"
"WA","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","52686 - 72557","51"
"WA","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","40399 - 43416","63"
"WA","226","Cardiac defibrillator implant w/o cardiac cath w MCC","45421 - 51651","99"
"WA","235","Coronary bypass w/o cardiac cath w MCC","38309 - 52331","176"
"WA","038","Extracranial procedures w CC","9844 - 10576","205"
"WA","039","Extracranial procedures w/o CC/MCC","6643 - 7062","722"
"WA","236","Coronary bypass w/o cardiac cath w/o MCC","24364 - 26895","425"
"WA","191","Chronic obstructive pulmonary disease w CC","6370 - 6806","1316"
"WA","193","Simple pneumonia and pleurisy w MCC","9192 - 10121","2362"
"WA","637","Diabetes w MCC","8795 - 9517","421"
"WA","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","29623 - 34520","112"
"WA","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","51950 - 64028","331"
"WA","313","Chest Pain","3593 - 3821","2029"
"WI","313","Chest Pain","3171 - 3666","1395"
"WI","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","46310 - 63367","337"
"WI","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","25161 - 34971","123"
"WI","637","Diabetes w MCC","7606 - 9260","349"
"WI","193","Simple pneumonia and pleurisy w MCC","8210 - 9595","2263"
"WI","191","Chronic obstructive pulmonary disease w CC","5501 - 6421","1581"
"WI","236","Coronary bypass w/o cardiac cath w/o MCC","20694 - 25187","493"
"WI","039","Extracranial procedures w/o CC/MCC","5733 - 6693","767"
"WI","038","Extracranial procedures w CC","8468 - 9884","270"
"WI","235","Coronary bypass w/o cardiac cath w MCC","31911 - 38208","171"
"WI","226","Cardiac defibrillator implant w/o cardiac cath w MCC","39898 - 46096","93"
"WI","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","38671 - 41537","65"
"WI","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","46449 - 54647","54"
"WI","220","Cardiac valve and oth maj cardiothoracic proc w/o card cath w CC","29879 - 37720","395"
"WI","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","29687 - 35220","362"
"WI","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","30367 - 40884","491"
"WV","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","28556 - 31409","205"
"WV","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","29647 - 38669","153"
"WV","220","Cardiac valve and oth maj cardiothoracic proc w/o card cath w CC","28462 - 34140","58"
"WV","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","42095 - 55971","21"
"WV","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","34099 - 36153","39"
"WV","226","Cardiac defibrillator implant w/o cardiac cath w MCC","36759 - 40577","65"
"WV","235","Coronary bypass w/o cardiac cath w MCC","35033 - 35491","111"
"WV","038","Extracranial procedures w CC","7928 - 9149","155"
"WV","039","Extracranial procedures w/o CC/MCC","5325 - 6210","480"
"WV","236","Coronary bypass w/o cardiac cath w/o MCC","21125 - 26526","235"
"WV","191","Chronic obstructive pulmonary disease w CC","5131 - 5725","1898"
"WV","193","Simple pneumonia and pleurisy w MCC","7699 - 8899","1549"
"WV","637","Diabetes w MCC","7123 - 8233","280"
"WV","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","25680 - 27315","15"
"WV","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","43712 - 49487","67"
"WV","313","Chest Pain","2956 - 3350","1556"
"WY","313","Chest Pain","3882 - 4646","151"
"WY","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","63170 - 78893","16"
"WY","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","31586 - 53097","*"
"WY","637","Diabetes w MCC","10056 - 11302","23"
"WY","193","Simple pneumonia and pleurisy w MCC","10307 - 12218","222"
"WY","191","Chronic obstructive pulmonary disease w CC","6897 - 8252","121"
"WY","236","Coronary bypass w/o cardiac cath w/o MCC","25952 - 27655","19"
"WY","039","Extracranial procedures w/o CC/MCC","7200 - 8524","79"
"WY","038","Extracranial procedures w CC","10608 - 10632","22"
"WY","235","Coronary bypass w/o cardiac cath w MCC","41873 - 48240","*"
"WY","226","Cardiac defibrillator implant w/o cardiac cath w MCC","55529 - 58175","*"
"WY","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","49984 - 104937","*"
"WY","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","61583 - 83277","*"
"WY","220","Cardiac valve and oth maj cardiothoracic proc w/o card cath w CC","37225 - 46004","16"
"WY","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","42922 - 52209","21"
"WY","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","36209 - 42961","22"
"AK","329","Major small and large bowel procedures w MCC","42110 - 63373","72"
"AK","328","Stomach, esophageal duodenal proc w/o CC/MCC","12933 - 17205","12"
"AK","473","Cervical spinal fusion w/o CC/MCC","15082 - 16420","70"
"AK","471","Cervical spinal fusion w MCC","37853","*"
"AK","472","Cervical spinal fusion w CC","20705 - 22579","21"
"AK","460","Spinal fusion except cervical w/o MCC","27929 - 30606","122"
"AK","459","Spinal fusion except cervical w MCC","46248 - 54380","*"
"AK","491","Back and neck proc exc spinal fusion w/o CC/MCC","7169 - 7805","78"
"AK","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","14499 - 17108","45"
"AK","508","Major shoulder or elbow joint procedures w/o CC/MCC","15810","*"
"AK","507","Major shoulder or elbow joint procedures w CC/MCC","13649","*"
"AK","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","24094 - 24669","56"
"AK","461","Bilateral or multiple major joint procs of lower extremity w MCC","48071 - 95233","*"
"AK","470","Major joint replacement or reattachment of lower extremity w/o MCC","16869 - 24865","665"
"AK","469","Major joint replacement or reattachment of lower extremity w MCC","27236 - 32055","31"
"AK","468","Revision of hip or knee replacement w/o CC/MCC","18916 - 23216","32"
"AK","466","Revision of hip or knee replacement w MCC","38215 - 43108","*"
"AK","244","Permanent cardiac pacemaker implant w/o CC/MCC","16275 - 16408","77"
"AK","243","Permanent cardiac pacemaker implant w CC","21062 - 24788","40"
"AK","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","15648 - 18462","154"
"AK","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","9286 - 13975","32"
"AK","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","19810 - 29669","24"
"AK","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","13493 - 19660","34"
"AK","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","27631 - 59046","12"
"AK","355","Hernia procedures except inguinal and femoral w/o CC/MCC","9242 - 12426","23"
"AK","353","Hernia procedures except inguinal and femoral w MCC","20744 - 20777","*"
"AK","354","Hernia procedures except inguinal and femoral w CC","13020 - 17682","13"
"AK","331","Major small and large bowel procedures w/o CC/MCC","13075 - 19752","56"
"AK","330","Major small and large bowel procedures w CC","20475 - 31424","102"
"AL","244","Permanent cardiac pacemaker implant w/o CC/MCC","10503 - 11803","642"
"AL","508","Major shoulder or elbow joint procedures w/o CC/MCC","6633 - 7120","26"
"AL","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","9371 - 10667","386"
"AL","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","16551 - 19025","78"
"AL","461","Bilateral or multiple major joint procs of lower extremity w MCC","24995 - 33831","*"
"AL","507","Major shoulder or elbow joint procedures w CC/MCC","9986 - 11158","16"
"AL","491","Back and neck proc exc spinal fusion w/o CC/MCC","5016 - 5568","935"
"AL","459","Spinal fusion except cervical w MCC","27840 - 35632","109"
"AL","472","Cervical spinal fusion w CC","14511 - 16585","209"
"AL","460","Spinal fusion except cervical w/o MCC","19061 - 21973","1606"
"AL","473","Cervical spinal fusion w/o CC/MCC","10494 - 11756","1079"
"AL","471","Cervical spinal fusion w MCC","24338 - 27815","60"
"AL","353","Hernia procedures except inguinal and femoral w MCC","13413 - 15042","74"
"AL","328","Stomach, esophageal duodenal proc w/o CC/MCC","7364 - 8952","219"
"AL","329","Major small and large bowel procedures w MCC","26924 - 30943","923"
"AL","330","Major small and large bowel procedures w CC","13167 - 14826","1069"
"AL","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","8662 - 9522","629"
"AL","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","12811 - 14276","579"
"AL","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6027 - 6573","737"
"AL","243","Permanent cardiac pacemaker implant w CC","13583 - 15104","543"
"AL","331","Major small and large bowel procedures w/o CC/MCC","8437 - 9608","444"
"AL","354","Hernia procedures except inguinal and femoral w CC","7644 - 8632","176"
"AL","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5233 - 5902","259"
"AL","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10169 - 11512","2585"
"AL","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","18987 - 21688","65"
"AL","466","Revision of hip or knee replacement w MCC","19170 - 26083","87"
"AL","468","Revision of hip or knee replacement w/o CC/MCC","12900 - 14355","272"
"AL","470","Major joint replacement or reattachment of lower extremity w/o MCC","10798 - 11773","8157"
"AL","469","Major joint replacement or reattachment of lower extremity w MCC","14935 - 18941","721"
"AR","461","Bilateral or multiple major joint procs of lower extremity w MCC","25355 - 33169","*"
"AR","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","18013 - 25060","64"
"AR","507","Major shoulder or elbow joint procedures w CC/MCC","10226 - 10603","*"
"AR","508","Major shoulder or elbow joint procedures w/o CC/MCC","7029 - 7196","17"
"AR","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","9962 - 10577","277"
"AR","491","Back and neck proc exc spinal fusion w/o CC/MCC","4938 - 5676","858"
