"Provider Number","Hospital Name","Condition","Measure Name","Category","Footnote"
"141350","ST FRANCIS HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"141350","ST FRANCIS HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"141351","CLAY COUNTY HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"141351","CLAY COUNTY HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150001","JOHNSON MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150001","JOHNSON MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150002","METHODIST HOSPITALS, INC","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150002","METHODIST HOSPITALS, INC","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Better than U.S. National Rate",
"150003","ST ELIZABETH MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150003","ST ELIZABETH MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150004","ST MARGARET MERCY HEALTHCARE CENTERS","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150004","ST MARGARET MERCY HEALTHCARE CENTERS","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150005","HENDRICKS REGIONAL HEALTH","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150005","HENDRICKS REGIONAL HEALTH","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150006","LAPORTE HOSPITAL AND HEALTH SERVICES","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150006","LAPORTE HOSPITAL AND HEALTH SERVICES","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150007","HOWARD REGIONAL HEALTH SYSTEM","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150007","HOWARD REGIONAL HEALTH SYSTEM","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150008","ST CATHERINE HOSPITAL INC","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150008","ST CATHERINE HOSPITAL INC","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Better than U.S. National Rate",
"150009","CLARK  MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150009","CLARK  MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150010","ST JOSEPH HOSPITAL & HEALTH CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150010","ST JOSEPH HOSPITAL & HEALTH CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150011","MARION GENERAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150011","MARION GENERAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150012","SAINT JOSEPH REGIONAL MEDICAL CENTER - SOUTH BEND","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150012","SAINT JOSEPH REGIONAL MEDICAL CENTER - SOUTH BEND","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150015","ST ANTHONY MEMORIAL HEALTH CENTERS","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150015","ST ANTHONY MEMORIAL HEALTH CENTERS","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150017","LUTHERAN HOSPITAL OF INDIANA","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150017","LUTHERAN HOSPITAL OF INDIANA","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150018","ELKHART GENERAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150018","ELKHART GENERAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150021","PARKVIEW HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150021","PARKVIEW HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150022","ST CLARE MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150022","ST CLARE MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150023","UNION HOSPITAL, INCORPORATED","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150023","UNION HOSPITAL, INCORPORATED","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150024","WILLIAM N WISHARD MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150024","WILLIAM N WISHARD MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150026","GOSHEN GENERAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150026","GOSHEN GENERAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150029","ST JOSEPH REGIONAL MEDICAL CENTER MISHAWAKA CAMPUS","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150029","ST JOSEPH REGIONAL MEDICAL CENTER MISHAWAKA CAMPUS","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150030","HENRY COUNTY MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150030","HENRY COUNTY MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150033","ST FRANCIS HOSPITAL AND HEALTH CENTERS","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150033","ST FRANCIS HOSPITAL AND HEALTH CENTERS","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150034","ST MARY MEDICAL CENTER INC","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150034","ST MARY MEDICAL CENTER INC","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150035","PORTER, VALPARAISO HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150035","PORTER, VALPARAISO HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150037","HANCOCK REGIONAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150037","HANCOCK REGIONAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150038","MORGAN HOSPITAL AND MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150038","MORGAN HOSPITAL AND MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150042","GOOD SAMARITAN HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150042","GOOD SAMARITAN HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150044","FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150044","FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150045","DEKALB MEMORIAL HOSPITAL INC","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150045","DEKALB MEMORIAL HOSPITAL INC","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150046","TERRE HAUTE REGIONAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150046","TERRE HAUTE REGIONAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150047","ST JOSEPH HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150047","ST JOSEPH HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150048","REID HOSPITAL AND HEALTH CARE SERVICES","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150048","REID HOSPITAL AND HEALTH CARE SERVICES","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150051","BLOOMINGTON HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150051","BLOOMINGTON HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150056","CLARIAN HEALTH PARTNERS, INCORPORATED","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150056","CLARIAN HEALTH PARTNERS, INCORPORATED","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150057","ST FRANCIS HOSPITAL MOORESVILLE","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,"5         "
"150057","ST FRANCIS HOSPITAL MOORESVILLE","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150058","MEMORIAL HOSPITAL OF SOUTH BEND","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150058","MEMORIAL HOSPITAL OF SOUTH BEND","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150059","RIVERVIEW HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150059","RIVERVIEW HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150061","DAVIESS COMMUNITY HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150061","DAVIESS COMMUNITY HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150064","FAYETTE REGIONAL HEALTH SYSTEM","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150064","FAYETTE REGIONAL HEALTH SYSTEM","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150065","SCHNECK MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150065","SCHNECK MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150069","KING'S DAUGHTERS' HOSPITAL AND HEALTH SERVICES,THE","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150069","KING'S DAUGHTERS' HOSPITAL AND HEALTH SERVICES,THE","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150072","MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150072","MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150074","COMMUNITY HOSPITALS OF INDIANA INC","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150074","COMMUNITY HOSPITALS OF INDIANA INC","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150075","BLUFFTON REGIONAL MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150075","BLUFFTON REGIONAL MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150076","SAINT JOSEPH'S REGIONAL MEDICAL CENTER - PLYMOUTH","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150076","SAINT JOSEPH'S REGIONAL MEDICAL CENTER - PLYMOUTH","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150082","DEACONESS HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150082","DEACONESS HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150084","ST VINCENT HOSPITAL & HEALTH SERVICES","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"150084","ST VINCENT HOSPITAL & HEALTH SERVICES","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"150086","DEARBORN COUNTY HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
