"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Comparison to U S  Rate - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Comparison to U S  Rate - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Comparison to U S  Rate - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Number of Patients - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Footnote - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Hospital 30-Day Readmission Rates from Heart Attack","Comparison to U S  Rate - Hospital 30-Day Readmission Rates from Heart Attack","Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack","Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack","Number of Patients - Hospital 30-Day Readmission Rates from Heart Attack","Footnote - Hospital 30-Day Readmission Rates from Heart Attack","Hospital 30-Day Readmission Rates from Heart Failure","Comparison to U S  Rate - Hospital 30-Day Readmission Rates from Heart Failure","Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure","Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure","Number of Patients - Hospital 30-Day Readmission Rates from Heart Failure","Footnote - Hospital 30-Day Readmission Rates from Heart Failure","Hospital 30-Day Readmission Rates from Pneumonia","Comparison to U S  Rate - Hospital 30-Day Readmission Rates from Pneumonia","Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia","Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia","Number of Patients - Hospital 30-Day Readmission Rates from Pneumonia","Footnote - Hospital 30-Day Readmission Rates from Pneumonia","Rate of readmission after hip or knee surgery","Footnote - Rate of readmission after hip or knee surgery ","Number of Patients - Rate of readmission after hip or knee surgery","RSRR - Rate of readmission after hip or knee surgery","Lower Readmission Estimate - Rate of readmission after hip or knee surgery","Upper Readmission Estimate - Rate of readmission after hip or knee surgery","All cause hospital-wide readmission","Footnote - All cause hospital-wide readmission","Number of Patients - All cause hospital-wide readmission","RSRR - All cause hospital-wide readmission","Lower Readmission Estimate - All cause hospital-wide readmission","Upper Readmission Estimate - All cause hospital-wide readmission","Complications and Deaths following hip/knee surgery","Footnote - Complications and Deaths following hip/knee surgery","Number of Patients - Complications and Deaths following hip/knee surgery","RSCR - Complications and Deaths following hip/knee surgery","Lower Readmission Estimate - Complications and Deaths following hip/knee surgery","Upper Readmission Estimate - Complications and Deaths following hip/knee surgery"
"161302","IOWA SPECIALTY HOSPITAL-CLARION","1316 SOUTH MAIN STREET","","","CLARION","IA","50525","WRIGHT","5155322811","Not Available","Number of Cases Too Small","Not Available","Not Available","6","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","18","The number of cases/patients is too few to report","14.6","No Different than U.S. National Rate","10.6","20.1","106","","Not Available","Number of Cases Too Small","Not Available","Not Available","5","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","23","The number of cases/patients is too few to report","16.5","No Different than U.S. National Rate","13.0","20.4","98","","No Different than U.S. National Rate","","412","5.7","4.4","7.5","No Different than U.S. National Rate","","449","15.7","13.9","17.7","No Different than U.S. National Rate","","381","","2.9","6.0"
"161303","GRUNDY COUNTY MEMORIAL HOSPITAL","201 EAST J AVENUE","","","GRUNDY CENTER","IA","50638","GRUNDY","3198245421","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Number of Cases Too Small","Not Available","Not Available","18","The number of cases/patients is too few to report","13.9","No Different than U.S. National Rate","9.6","19.9","42","","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","22.9","No Different than U.S. National Rate","18.2","28.5","27","","17.3","No Different than U.S. National Rate","13.5","22.0","42","","No Different than U.S. National Rate","","45","5.5","3.7","8.1","No Different than U.S. National Rate","","90","15.4","13.5","17.4","No Different than U.S. National Rate","","44","","1.9","5.9"
"161304","ALEGENT HEALTH MERCY HOSPITAL","603 ROSARY DRIVE","","","CORNING","IA","50841","ADAMS","6413223121","Not Available","Number of Cases Too Small","Not Available","Not Available","6","The number of cases/patients is too few to report","12.7","No Different than U.S. National Rate","9.0","17.4","39","","10.7","No Different than U.S. National Rate","7.3","15.3","52","","Not Available","Number of Cases Too Small","Not Available","Not Available","5","The number of cases/patients is too few to report","21.7","No Different than U.S. National Rate","17.3","27.1","44","","16.3","No Different than U.S. National Rate","12.8","20.7","48","","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","121","15.3","13.7","17.1","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"161306","JONES REGIONAL MEDICAL CENTER","1795 HIGHWAY 64 EAST","","","ANAMOSA","IA","52205","JONES","3194626131","Not Available","Number of Cases Too Small","Not Available","Not Available","4","The number of cases/patients is too few to report","11.7","No Different than U.S. National Rate","8.1","16.6","35","","10.8","No Different than U.S. National Rate","7.6","15.2","118","","Not Available","Number of Cases Too Small","Not Available","Not Available","4","The number of cases/patients is too few to report","21.5","No Different than U.S. National Rate","16.9","26.9","38","","16.7","No Different than U.S. National Rate","13.4","20.5","132","","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","195","14.9","13.2","17.1","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"161307","HANCOCK COUNTY HEALTH SYSTEM","532 1ST ST NW","","","BRITT","IA","50423","HANCOCK","6418435000","Not Available","Number of Cases Too Small","Not Available","Not Available","4","The number of cases/patients is too few to report","12.7","No Different than U.S. National Rate","9.1","17.3","53","","14.2","No Different than U.S. National Rate","10.5","19.1","94","","Not Available","Number of Cases Too Small","Not Available","Not Available","3","The number of cases/patients is too few to report","21.6","No Different than U.S. National Rate","17.4","26.4","60","","18.5","No Different than U.S. National Rate","14.7","22.8","90","","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","213","16.9","15.0","18.8","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"161308","FRANKLIN GENERAL HOSPITAL","1720 CENTRAL AVENUE EAST","","","HAMPTON","IA","50441","FRANKLIN","6414565000","Not Available","Number of Cases Too Small","Not Available","Not Available","2","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","17","The number of cases/patients is too few to report","16.8","Worse than U.S. National Rate","12.0","23.4","50","","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Number of Cases Too Small","Not Available","Not Available","21","The number of cases/patients is too few to report","17.3","No Different than U.S. National Rate","13.6","21.8","39","","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","100","15.7","13.8","17.8","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"161309","ALEGENT HEALTH COMMUNITY MEMORIAL HOSPITAL","631 N 8TH ST","","","MISSOURI VALLEY","IA","51555","HARRISON","7126422784","Not Available","Number of Cases Too Small","Not Available","Not Available","8","The number of cases/patients is too few to report","11.0","No Different than U.S. National Rate","7.9","15.1","54","","13.3","No Different than U.S. National Rate","10.0","17.5","143","","Not Available","Number of Cases Too Small","Not Available","Not Available","5","The number of cases/patients is too few to report","21.9","No Different than U.S. National Rate","17.7","26.5","73","","15.9","No Different than U.S. National Rate","12.9","19.6","139","","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","221","15.9","14.0","17.9","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"161310","ADAIR COUNTY MEMORIAL HOSPITAL","609 SE KENT","","","GREENFIELD","IA","50849","ADAIR","6417432123","Not Available","Number of Cases Too Small","Not Available","Not Available","8","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","18","The number of cases/patients is too few to report","11.8","No Different than U.S. National Rate","8.0","16.5","71","","Not Available","Number of Cases Too Small","Not Available","Not Available","10","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","17","The number of cases/patients is too few to report","16.8","No Different than U.S. National Rate","13.1","21.1","73","","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","66","15.9","13.8","18.3","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"161311","HAWARDEN COMMUNITY HOSPITAL","1111 11TH STREET","","","HAWARDEN","IA","51023","SIOUX","7125513100","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Number of Cases Too Small","Not Available","Not Available","8","The number of cases/patients is too few to report","11.9","No Different than U.S. National Rate","7.9","17.6","38","","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Number of Cases Too Small","Not Available","Not Available","7","The number of cases/patients is too few to report","17.0","No Different than U.S. National Rate","13.2","22.0","40","","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","61","15.6","13.6","17.9","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"161312","GUTTENBERG MUNICIPAL HOSPITAL","200 MAIN STREET","","","GUTTENBERG","IA","52052","CLAYTON","5632521121","Not Available","Number of Cases Too Small","Not Available","Not Available","12","The number of cases/patients is too few to report","11.4","No Different than U.S. National Rate","7.9","16.1","33","","9.5","No Different than U.S. National Rate","6.3","14.2","59","","Not Available","Number of Cases Too Small","Not Available","Not Available","8","The number of cases/patients is too few to report","22.7","No Different than U.S. National Rate","18.1","28.0","34","","18.1","No Different than U.S. National Rate","14.0","23.1","60","","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","144","15.9","14.1","17.9","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"161313","GENESIS MEDICAL CENTER-DEWITT","1118 11TH STREET","","","DEWITT","IA","52742","CLINTON","5636594200","Not Available","Number of Cases Too Small","Not Available","Not Available","3","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","24","The number of cases/patients is too few to report","11.7","No Different than U.S. National Rate","7.9","16.7","35","","Not Available","Number of Cases Too Small","Not Available","Not Available","3","The number of cases/patients is too few to report","21.7","No Different than U.S. National Rate","17.3","27.2","27","","18.1","No Different than U.S. National Rate","14.5","22.8","39","","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","79","16.0","14.0","18.4","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"161316","PALMER LUTHERAN HEALTH CENTER","112 JEFFERSON STREET","","","WEST UNION","IA","52175","FAYETTE","5634223811","Not Available","Number of Cases Too Small","Not Available","Not Available","13","The number of cases/patients is too few to report","14.3","No Different than U.S. National Rate","10.2","19.8","34","","13.7","No Different than U.S. National Rate","9.7","18.8","66","","Not Available","Number of Cases Too Small","Not Available","Not Available","14","The number of cases/patients is too few to report","22.4","No Different than U.S. National Rate","17.7","27.6","42","","16.2","No Different than U.S. National Rate","12.9","20.3","70","","Number of Cases Too Small","The number of cases/patients is too few to report","10","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","147","15.3","13.7","17.1","Number of Cases Too Small","The number of cases/patients is too few to report","10","","Not Available","Not Available"
"161317","MARENGO MEMORIAL HOSPITAL","300 W MAY ST","","","MARENGO","IA","52301","IOWA","3196425543","Not Available","Number of Cases Too Small","Not Available","Not Available","2","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","14","The number of cases/patients is too few to report","12.8","No Different than U.S. National Rate","8.8","18.0","43","","Not Available","Number of Cases Too Small","Not Available","Not Available","2","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","16","The number of cases/patients is too few to report","16.3","No Different than U.S. National Rate","12.9","20.6","49","","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","89","15.5","13.5","17.8","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"161318","VETERANS MEMORIAL HOSPITAL","40 1ST STREET SE","","","WAUKON","IA","52172","ALLAMAKEE","5635683411","Not Available","Number of Cases Too Small","Not Available","Not Available","2","The number of cases/patients is too few to report","15.2","No Different than U.S. National Rate","11.0","21.0","57","","13.4","No Different than U.S. National Rate","9.7","18.4","130","","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","21.6","No Different than U.S. National Rate","17.3","26.8","61","","16.9","No Different than U.S. National Rate","13.5","21.0","137","","No Different than U.S. National Rate","","45","5.2","3.4","7.6","No Different than U.S. National Rate","","214","15.8","14.1","17.8","No Different than U.S. National Rate","","42","","1.9","5.7"
"161319","CENTRAL COMMUNITY HOSPITAL","901 DAVIDSON STREET NW","","","ELKADER","IA","52043","CLAYTON","5632457000","Not Available","Number of Cases Too Small","Not Available","Not Available","5","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","13","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","20","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","2","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","17","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","23","The number of cases/patients is too few to report","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","82","16.2","14.1","18.4","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"161320","COMMUNITY MEMORIAL HOSPITAL","909 WEST FIRST STREET","","","SUMNER","IA","50674","BREMER","5635783275","Not Available","Number of Cases Too Small","Not Available","Not Available","3","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","16","The number of cases/patients is too few to report","12.8","No Different than U.S. National Rate","9.1","18.0","58","","Not Available","Number of Cases Too Small","Not Available","Not Available","2","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","20","The number of cases/patients is too few to report","16.1","No Different than U.S. National Rate","12.7","20.6","62","","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","63","15.5","13.4","17.7","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
