Provider Number,Hospital Name,Address,City,State, ZIP Code,County Name,Unweighted Normalized Clinical Process of Care Domain Score,Weighted Clinical Process of Care Domain Score,Unweighted Patient Experience of Care Domain Score,Weighted Patient Experience of Care Domain Score,Total Performance Score
"140093","PRESENCE UNITED SAMARITANS MEDICAL CENTER","812 N LOGAN","DANVILLE","IL","61832","VERMILION","44.444444444444","31.111111111111","36.000000000000","10.800000000000","41.911111111111"
"140095","SAINT ANTHONY HOSPITAL","2875 WEST 19TH STREET","CHICAGO","IL","60623","COOK","28.888888888889","20.222222222222","40.000000000000","12.000000000000","32.222222222222"
"140100","MIDWESTERN REGION MED CENTER","2520 ELISHA AVENUE","ZION","IL","60099","LAKE","55.000000000000","38.500000000000","87.000000000000","26.100000000000","64.600000000000"
"140101","MORRIS HOSPITAL & HEALTHCARE CENTERS","150 W HIGH ST","MORRIS","IL","60450","GRUNDY","59.000000000000","41.300000000000","51.000000000000","15.300000000000","56.600000000000"
"140103","ST BERNARD HOSPITAL","326 W 64TH ST","CHICAGO","IL","60621","COOK","21.250000000000","14.875000000000","8.000000000000","2.400000000000","17.275000000000"
"140110","OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER","1100 EAST NORRIS DRIVE","OTTAWA","IL","61350","LA SALLE","82.222222222222","57.555555555556","65.000000000000","19.500000000000","77.055555555556"
"140113","PRESENCE COVENANT MEDICAL CENTER","1400 WEST PARK AVENUE","URBANA","IL","61801","CHAMPAIGN","50.909090909091","35.636363636364","22.000000000000","6.600000000000","42.236363636364"
"140114","SWEDISH COVENANT HOSPITAL","5145 N CALIFORNIA AVE","CHICAGO","IL","60625","COOK","69.090909090909","48.363636363636","42.000000000000","12.600000000000","60.963636363636"
"140115","THOREK MEMORIAL HOSPITAL","850 W IRVING PARK RD","CHICAGO","IL","60613","COOK","81.250000000000","56.875000000000","28.000000000000","8.400000000000","65.275000000000"
"140116","CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL","4201 MEDICAL CENTER DRIVE","MCHENRY","IL","60050","MCHENRY","47.272727272727","33.090909090909","49.000000000000","14.700000000000","47.790909090909"
"140117","PRESENCE RESURRECTION MEDICAL CENTER","7435 W TALCOTT AVENUE","CHICAGO","IL","60631","COOK","66.363636363636","46.454545454545","51.000000000000","15.300000000000","61.754545454545"
"140118","METROSOUTH MEDICAL CENTER","12935 S GREGORY","BLUE ISLAND","IL","60406","COOK","88.181818181818","61.727272727273","37.000000000000","11.100000000000","72.827272727273"
"140119","RUSH UNIVERSITY MEDICAL CENTER","1653 WEST CONGRESS PARKWAY","CHICAGO","IL","60612","COOK","76.363636363636","53.454545454545","47.000000000000","14.100000000000","67.554545454545"
"140120","PEKIN MEMORIAL HOSPITAL","600 SOUTH 13TH STREET","PEKIN","IL","61554","TAZEWELL","65.555555555556","45.888888888889","39.000000000000","11.700000000000","57.588888888889"
"140122","HINSDALE HOSPITAL","120 NORTH OAK ST","HINSDALE","IL","60521","DU PAGE","58.181818181818","40.727272727273","46.000000000000","13.800000000000","54.527272727273"
"140124","JOHN H STROGER JR HOSPITAL","1901 W HARRISON ST","CHICAGO","IL","60612","COOK","53.636363636364","37.545454545455","26.000000000000","7.800000000000","45.345454545455"
"140125","GATEWAY REGIONAL MEDICAL CENTER","2100 MADISON AVENUE","GRANITE CITY","IL","62040","MADISON","60.000000000000","42.000000000000","27.000000000000","8.100000000000","50.100000000000"
"140127","BROMENN HEALTHCARE","1304 FRANKLIN AVENUE","NORMAL","IL","61761","MCLEAN","67.272727272727","47.090909090909","59.000000000000","17.700000000000","64.790909090909"
"140130","LAKE FOREST HOSPITAL","660 N WESTMORELAND ROAD","LAKE FOREST","IL","60045","LAKE","75.000000000000","52.500000000000","44.000000000000","13.200000000000","65.700000000000"
"140133","HOLY CROSS HOSPITAL","2701 W 68TH STREET","CHICAGO","IL","60629","COOK","55.555555555556","38.888888888889","46.000000000000","13.800000000000","52.688888888889"
"140135","DECATUR MEMORIAL HOSPITAL","2300 NORTH EDWARD STREET","DECATUR","IL","62526","MACON","82.727272727273","57.909090909091","39.000000000000","11.700000000000","69.609090909091"
"140137","GREENVILLE REGIONAL HOSPITAL","200 HEALTHCARE DR","GREENVILLE","IL","62246","BOND","12.000000000000","8.400000000000","37.000000000000","11.100000000000","19.500000000000"
"140143","ST MARGARETS HOSPITAL","600 E 1ST ST","SPRING VALLEY","IL","61362","BUREAU","80.000000000000","56.000000000000","66.000000000000","19.800000000000","75.800000000000"
"140145","ST JOSEPHS HOSPITAL","9515 HOLY CROSS LN","BREESE","IL","62230","CLINTON","73.333333333333","51.333333333333","96.000000000000","28.800000000000","80.133333333333"
"140147","RICHLAND MEMORIAL HOSPITAL","800 EAST LOCUST","OLNEY","IL","62450","RICHLAND","57.500000000000","40.250000000000","58.000000000000","17.400000000000","57.650000000000"
"140148","MEMORIAL MEDICAL CENTER","701 N FIRST ST","SPRINGFIELD","IL","62781","SANGAMON","48.181818181818","33.727272727273","44.000000000000","13.200000000000","46.927272727273"
"140150","UNIVERSITY OF ILLINOIS HOSPITAL","1740 WEST TAYLOR ST SUITE 1400","CHICAGO","IL","60612","COOK","58.000000000000","40.600000000000","28.000000000000","8.400000000000","49.000000000000"
"140151","SACRED HEART HOSPITAL","3240 W FRANKLIN BLVD","CHICAGO","IL","60624","COOK","24.285714285714","17.000000000000","9.000000000000","2.700000000000","19.700000000000"
"140155","PRESENCE ST MARYS HOSPITAL","500 W COURT ST","KANKAKEE","IL","60901","KANKAKEE","50.000000000000","35.000000000000","52.000000000000","15.600000000000","50.600000000000"
"140158","MERCY HOSPITAL AND MEDICAL CENTER","2525 S MICHIGAN AVE","CHICAGO","IL","60616","COOK","43.636363636364","30.545454545455","35.000000000000","10.500000000000","41.045454545455"
"140160","FHN MEMORIAL HOSPITAL","1045 WEST STEPHENSON STREET","FREEPORT","IL","61032","STEPHENSON","80.000000000000","56.000000000000","39.000000000000","11.700000000000","67.700000000000"
"140161","SAINT JAMES HOSPITAL","2500 WEST REYNOLDS STREET","PONTIAC","IL","61764","LIVINGSTON","91.111111111111","63.777777777778","58.000000000000","17.400000000000","81.177777777778"
"140162","ST JOSEPH MEDICAL CENTER","2200 E WASHINGTON","BLOOMINGTON","IL","61701","MCLEAN","81.818181818182","57.272727272727","63.000000000000","18.900000000000","76.172727272727"
"140164","MEMORIAL HOSPITAL OF CARBONDALE","405 W JACKSON","CARBONDALE","IL","62902","JACKSON","46.363636363636","32.454545454545","38.000000000000","11.400000000000","43.854545454545"
"140166","ST MARYS HOSPITAL","1800 E LAKE SHORE DR","DECATUR","IL","62521","MACON","70.000000000000","49.000000000000","23.000000000000","6.900000000000","55.900000000000"
"140167","IROQUOIS MEMORIAL HOSPITAL","200 FAIRMAN STREET","WATSEKA","IL","60970","IROQUOIS","33.333333333333","23.333333333333","60.000000000000","18.000000000000","41.333333333333"
"140172","FRANCISCAN ST JAMES HEALTH","20201 S CRAWFORD AVENUE","OLYMPIA FIELDS","IL","60461","COOK","77.272727272727","54.090909090909","27.000000000000","8.100000000000","62.190909090909"
"140174","PRESENCE MERCY MEDICAL CENTER","1325 N HIGHLAND AVENUE","AURORA","IL","60506","KANE","40.909090909091","28.636363636364","19.000000000000","5.700000000000","34.336363636364"
"140176","CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL","3701 DOTY ROAD","WOODSTOCK","IL","60098","MCHENRY","54.444444444444","38.111111111111","48.000000000000","14.400000000000","52.511111111111"
"140177","JACKSON PARK HOSPITAL","7531 S STONY ISLAND AVE","CHICAGO","IL","60649","COOK","42.500000000000","29.750000000000","15.000000000000","4.500000000000","34.250000000000"
"140179","LITTLE COMPANY OF MARY HOSPITAL","2800 W 95TH ST","EVERGREEN PARK","IL","60805","COOK","74.000000000000","51.800000000000","37.000000000000","11.100000000000","62.900000000000"
"140180","PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER","2233 W DIVISION ST","CHICAGO","IL","60622","COOK","71.818181818182","50.272727272727","41.000000000000","12.300000000000","62.572727272727"
"140181","SOUTH SHORE HOSPITAL","8012 SOUTH CRANDON AVENUE","CHICAGO","IL","60617","COOK","45.000000000000","31.500000000000","16.000000000000","4.800000000000","36.300000000000"
"140182","ADVOCATE ILLINOIS MASONIC MEDICAL CENTER","836 WEST WELLINGTON AVENUE","CHICAGO","IL","60657","COOK","85.000000000000","59.500000000000","37.000000000000","11.100000000000","70.600000000000"
"140184","HEARTLAND REGIONAL MEDICAL CENTER","3333 W DE YOUNG","MARION","IL","62959","WILLIAMSON","56.000000000000","39.200000000000","36.000000000000","10.800000000000","50.000000000000"
"140185","MEMORIAL HOSPITAL","4500 MEMORIAL DRIVE","BELLEVILLE","IL","62226","ST. CLAIR","52.727272727273","36.909090909091","53.000000000000","15.900000000000","52.809090909091"
"140186","RIVERSIDE MEDICAL CENTER","350 N WALL ST","KANKAKEE","IL","60901","KANKAKEE","61.818181818182","43.272727272727","25.000000000000","7.500000000000","50.772727272727"
"140187","ST ELIZABETH HOSPITAL","211 S THIRD ST","BELLEVILLE","IL","62220","ST. CLAIR","82.727272727273","57.909090909091","34.000000000000","10.200000000000","68.109090909091"
"140189","SARAH BUSH LINCOLN HEALTH CENTER","1000 HEALTH CENTER DRIVE P O BOX 372","MATTOON","IL","61938","COLES","61.111111111111","42.777777777778","83.000000000000","24.900000000000","67.677777777778"
"140191","INGALLS MEMORIAL HOSPITAL","ONE INGALLS DRIVE","HARVEY","IL","60426","COOK","81.000000000000","56.700000000000","38.000000000000","11.400000000000","68.100000000000"
"140200","ELMHURST MEMORIAL HOSPITAL","155 EAST BRUSH HILL ROAD","ELMHURST","IL","60126","DU PAGE","61.818181818182","43.272727272727","40.000000000000","12.000000000000","55.272727272727"
"140202","ADVOCATE CONDELL MEDICAL CENTER","801 S MILWAUKEE AVE","LIBERTYVILLE","IL","60048","LAKE","77.272727272727","54.090909090909","52.000000000000","15.600000000000","69.690909090909"
"140206","NORWEGIAN-AMERICAN HOSPITAL","1044 N FRANCISCO AVE","CHICAGO","IL","60622","COOK","45.000000000000","31.500000000000","13.000000000000","3.900000000000","35.400000000000"
"140208","ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER","4440 W 95TH STREET","OAK LAWN","IL","60453","COOK","76.363636363636","53.454545454545","50.000000000000","15.000000000000","68.454545454545"
"140209","METHODIST MEDICAL CENTER OF ILLINOIS","221 N E GLEN OAK AVE","PEORIA","IL","61636","PEORIA","54.545454545455","38.181818181818","59.000000000000","17.700000000000","55.881818181818"
"140210","HARRISBURG MEDICAL CENTER","100 DOCTOR WARREN TUTTLE DR","HARRISBURG","IL","62946","SALINE","77.500000000000","54.250000000000","46.000000000000","13.800000000000","68.050000000000"
"140211","DELNOR COMMUNITY HOSPITAL","300 RANDALL RD","GENEVA","IL","60134","KANE","61.000000000000","42.700000000000","50.000000000000","15.000000000000","57.700000000000"
"140213","SILVER CROSS HOSPITAL  AND MEDICAL CENTERS","1900 SILVER CROSS BLVD","NEW LENOX","IL","60451","WILL","72.000000000000","50.400000000000","51.000000000000","15.300000000000","65.700000000000"
"140217","PRESENCE SAINT JOSEPH HOSPITAL - ELGIN","77 N AIRLITE STREET","ELGIN","IL","60123","KANE","63.636363636364","44.545454545455","36.000000000000","10.800000000000","55.345454545455"
"140223","ADVOCATE LUTHERAN GENERAL HOSPITAL","1775 DEMPSTER ST","PARK RIDGE","IL","60068","COOK","74.545454545455","52.181818181818","52.000000000000","15.600000000000","67.781818181818"
"140224","PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO","2900 NORTH LAKE SHORE DRIVE","CHICAGO","IL","60657","COOK","82.000000000000","57.400000000000","40.000000000000","12.000000000000","69.400000000000"
"140228","SWEDISH AMERICAN HOSPITAL","1401 EAST STATE STREET","ROCKFORD","IL","61104","WINNEBAGO","60.909090909091","42.636363636364","44.000000000000","13.200000000000","55.836363636364"
"140231","EDWARD HOSPITAL","801 SOUTH WASHINGTON","NAPERVILLE","IL","60540","DU PAGE","60.000000000000","42.000000000000","47.000000000000","14.100000000000","56.100000000000"
"140233","SAINT ANTHONY MEDICAL CENTER","5666 EAST STATE STREET","ROCKFORD","IL","61108","WINNEBAGO","72.727272727273","50.909090909091","55.000000000000","16.500000000000","67.409090909091"
"140234","ILLINOIS VALLEY COMMUNITY HOSPITAL","925 WEST ST","PERU","IL","61354","LA SALLE","58.888888888889","41.222222222222","69.000000000000","20.700000000000","61.922222222222"
"140239","ROCKFORD MEMORIAL HOSPITAL","2400 NORTH ROCKTON AVENUE","ROCKFORD","IL","61103","WINNEBAGO","53.636363636364","37.545454545455","40.000000000000","12.000000000000","49.545454545455"
"140240","WESTLAKE COMMUNITY HOSPITAL","1225 LAKE ST","MELROSE PARK","IL","60160","COOK","54.000000000000","37.800000000000","17.000000000000","5.100000000000","42.900000000000"
"140242","CENTRAL DUPAGE HOSPITAL","25 NORTH WINFIELD ROAD","WINFIELD","IL","60190","DU PAGE","64.545454545455","45.181818181818","56.000000000000","16.800000000000","61.981818181818"
"140250","ADVOCATE SOUTH SUBURBAN HOSPITAL","17800 S KEDZIE AVE","HAZEL CREST","IL","60429","COOK","77.000000000000","53.900000000000","56.000000000000","16.800000000000","70.700000000000"
"140251","PRESENCE OUR LADY OF THE RESURRECTION MED CTR","5645 W ADDISON","CHICAGO","IL","60634","COOK","79.000000000000","55.300000000000","21.000000000000","6.300000000000","61.600000000000"
"140252","NORTHWEST COMMUNITY HOSPITAL","800 W CENTRAL ROAD","ARLINGTON HEIGHTS","IL","60005","COOK","45.454545454545","31.818181818182","48.000000000000","14.400000000000","46.218181818182"
"140258","ALEXIAN BROTHERS MEDICAL CENTER","800 W BIESTERFIELD RD","ELK GROVE VILLAGE","IL","60007","COOK","58.181818181818","40.727272727273","41.000000000000","12.300000000000","53.027272727273"
"140275","GENESIS MEDICAL CENTER ILLINI CAMPUS","801 ILLINI DRIVE","SILVIS","IL","61282","ROCK ISLAND","77.000000000000","53.900000000000","38.000000000000","11.400000000000","65.300000000000"
"140276","LOYOLA UNIVERSITY MEDICAL CENTER","2160 S 1ST AVENUE","MAYWOOD","IL","60153","COOK","84.545454545455","59.181818181818","30.000000000000","9.000000000000","68.181818181818"
"140280","TRINITY ROCK ISLAND","2701 17TH ST","ROCK ISLAND","IL","61201","ROCK ISLAND","61.818181818182","43.272727272727","26.000000000000","7.800000000000","51.072727272727"
"140281","NORTHWESTERN MEMORIAL HOSPITAL","251 E HURON ST","CHICAGO","IL","60611","COOK","59.090909090909","41.363636363636","30.000000000000","9.000000000000","50.363636363636"
"140286","KISHWAUKEE COMMUNITY HOSPITAL","ONE KISH HOSPITAL DRIVE","DEKALB","IL","60115","DE KALB","52.000000000000","36.400000000000","50.000000000000","15.000000000000","51.400000000000"
"140288","ADVOCATE GOOD SAMARITAN HOSPITAL","3815 HIGHLAND AVENUE","DOWNERS GROVE","IL","60515","DU PAGE","73.636363636364","51.545454545455","38.000000000000","11.400000000000","62.945454545455"
"140289","ANDERSON HOSPITAL","6800 STATE ROUTE 162","MARYVILLE","IL","62062","MADISON","35.000000000000","24.500000000000","24.000000000000","7.200000000000","31.700000000000"
"140290","ST ALEXIUS MEDICAL CENTER","1555 N BARRINGTON RD","HOFFMAN ESTATES","IL","60194","COOK","73.000000000000","51.100000000000","36.000000000000","10.800000000000","61.900000000000"
"140291","ADVOCATE GOOD SHEPHERD HOSPITAL","450 WEST HIGHWAY 22","BARRINGTON","IL","60010","LAKE","75.454545454545","52.818181818182","42.000000000000","12.600000000000","65.418181818182"
"140292","ADVENTIST GLENOAKS","701 WINTHROP AVENUE","GLENDALE HEIGHTS","IL","60139","DU PAGE","57.000000000000","39.900000000000","32.000000000000","9.600000000000","49.500000000000"
"140294","CROSSROADS COMMUNITY HOSPITAL","8 DOCTORS PARK ROAD","MOUNT VERNON","IL","62864","JEFFERSON","71.111111111111","49.777777777778","52.000000000000","15.600000000000","65.377777777778"
"140300","PROVIDENT HOSPITAL OF CHICAGO","500 E 51ST ST","CHICAGO","IL","60615","COOK","62.500000000000","43.750000000000","35.000000000000","10.500000000000","54.250000000000"
"140304","ADVENTIST BOLINGBROOK HOSPITAL","500 REMINGTON BOULEVARD","BOLINGBROOK","IL","60440","WILL","63.000000000000","44.100000000000","32.000000000000","9.600000000000","53.700000000000"
"150001","JOHNSON MEMORIAL HOSPITAL","1125 W JEFFERSON ST","FRANKLIN","IN","46131","JOHNSON","54.444444444444","38.111111111111","44.000000000000","13.200000000000","51.311111111111"
"150002","METHODIST HOSPITALS INC","600 GRANT ST","GARY","IN","46402","LAKE","66.363636363636","46.454545454545","49.000000000000","14.700000000000","61.154545454545"
"150004","FRANCISCAN ST MARGARET HEALTH - HAMMOND","5454 HOHMAN AVE","HAMMOND","IN","46320","LAKE","53.636363636364","37.545454545455","33.000000000000","9.900000000000","47.445454545455"
"150005","HENDRICKS REGIONAL HEALTH","1000 E MAIN ST","DANVILLE","IN","46122","HENDRICKS","62.222222222222","43.555555555556","64.000000000000","19.200000000000","62.755555555556"
"150006","INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL","1007 LINCOLNWAY","LA PORTE","IN","46350","LA PORTE","55.454545454545","38.818181818182","21.000000000000","6.300000000000","45.118181818182"
"150007","COMMUNITY HOWARD REGIONAL HEALTH INC","3500 S LAFOUNTAIN ST","KOKOMO","IN","46904","HOWARD","48.181818181818","33.727272727273","40.000000000000","12.000000000000","45.727272727273"
"150008","ST CATHERINE HOSPITAL INC","4321 FIR ST","EAST CHICAGO","IN","46312","LAKE","72.727272727273","50.909090909091","31.000000000000","9.300000000000","60.209090909091"
"150009","CLARK MEMORIAL HOSPITAL","1220 MISSOURI AVE","JEFFERSONVILLE","IN","47130","CLARK","69.000000000000","48.300000000000","43.000000000000","12.900000000000","61.200000000000"
"150010","ST JOSEPH HOSPITAL & HEALTH CENTER INC","1907 W SYCAMORE ST","KOKOMO","IN","46904","HOWARD","65.555555555556","45.888888888889","55.000000000000","16.500000000000","62.388888888889"
"150011","MARION GENERAL HOSPITAL","441 N WABASH AVE","MARION","IN","46952","GRANT","63.333333333333","44.333333333333","77.000000000000","23.100000000000","67.433333333333"
"150012","SAINT JOSEPH REGIONAL MEDICAL CENTER","5215 HOLY CROSS PKWY","MISHAWAKA","IN","46545","ST. JOSEPH","60.909090909091","42.636363636364","54.000000000000","16.200000000000","58.836363636364"
"150015","FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY","301 W HOMER ST","MICHIGAN CITY","IN","46360","LA PORTE","85.454545454545","59.818181818182","39.000000000000","11.700000000000","71.518181818182"
"150017","LUTHERAN HOSPITAL OF INDIANA","7950 W JEFFERSON BLVD","FORT WAYNE","IN","46804","ALLEN","68.181818181818","47.727272727273","48.000000000000","14.400000000000","62.127272727273"
