"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Percent of Pneumonia Patients Whose Initial ER Blood Culture Was Performed Prior To Administration Of First Dose Of Antibiotics","Number of Patients 2","Footnote 2","Percent of Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","Number of Patients 4","Footnote 4"
"120007","KUAKINI MEDICAL CENTER","347 NORTH KUAKINI STREET","","","HONOLULU","HI","96817","HONOLULU","8085362236","94","156","Data submitted were based on a sample of cases/patients","90","104","Data submitted were based on a sample of cases/patients"
"111314","PIONEER COMMUNITY HOSPITAL OF EARLY","11740 COLUMBIA STREET","","","BLAKELY","GA","39823","EARLY","2297234241","94","18","The number of cases/patients is too few to report","93","29",""
"450831","SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON","4301 B VISTA","","","PASADENA","TX","77504","HARRIS","7133783000","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"490089","CARILION FRANKLIN MEMORIAL HOSPITAL","180 FLOYD AVENUE","","","ROCKY MOUNT","VA","24151","FRANKLIN","5404835277","98","133","","95","93",""
"390117","UPMC BEDFORD MEMORIAL","10455 LINCOLN HIGHWAY","","","EVERETT","PA","15537","BEDFORD","8146236161","98","123","","97","90",""
"050324","SCRIPPS MEMORIAL HOSPITAL LA JOLLA","9888 GENESEE AVENUE","","","LA JOLLA","CA","92037","SAN DIEGO","8586264123","99","147","Data submitted were based on a sample of cases/patients","99","83","Data submitted were based on a sample of cases/patients"
"110075","EAST GEORGIA REGIONAL MEDICAL CENTER","1499 FAIR ROAD","","","STATESBORO","GA","30458","BULLOCH","9124861500","99","136","","99","103",""
"050575","TRI-CITY REGIONAL MEDICAL CENTER","21530 S PIONEER BLVD","","","HAWAIIAN GARDENS","CA","90716","LOS ANGELES","5628600401","96","111","Data submitted were based on a sample of cases/patients","93","28","Data submitted were based on a sample of cases/patients"
"330218","OSWEGO HOSPITAL","110 WEST SIXTH STREET","","","OSWEGO","NY","13126","OSWEGO","3153495511","97","131","","93","87",""
"093300","CHILDREN'S HOSPITAL NMC","111 MICHIGAN AVE, NW","","","WASHINGTON","DC","20010","DISTRICT OF COLUMBIA","2024765000","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"241363","STEVENS COMMUNITY MEDICAL CENTER","400 EAST FIRST STREET, PO BOX 660","","","MORRIS","MN","56267","STEVENS","3205891313","Not Available","Not Available","The number of cases/patients is too few to report","79","24","The number of cases/patients is too few to report"
"050496","JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS","2540 EAST ST","","","CONCORD","CA","94520","CONTRA COSTA","9256742002","100","163","Data submitted were based on a sample of cases/patients","99","110","Data submitted were based on a sample of cases/patients"
"520095","SAUK PRAIRIE MEM HSPTL","80 FIRST ST","","","PRAIRIE DU SAC","WI","53578","SAUK","6086433311","100","22","The number of cases/patients is too few to report","96","23","The number of cases/patients is too few to report"
"170009","SAINT JOHN HOSPITAL","3500 SOUTH 4TH STREET","","","LEAVENWORTH","KS","66048","LEAVENWORTH","9135963930","100","33","","100","24","The number of cases/patients is too few to report"
"070027","MANCHESTER MEMORIAL HOSPITAL","71 HAYNES ST","","","MANCHESTER","CT","06040","HARTFORD","8606474780","100","218","Data submitted were based on a sample of cases/patients","98","111","Data submitted were based on a sample of cases/patients"
"521320","TOMAH MEM HSPTL","321 BUTTS AVE","","","TOMAH","WI","54660","MONROE","6083722181","100","44","","98","45",""
"420010","CAROLINA PINES REGIONAL MEDICAL CENTER","1304 W BOBO NEWSOM HWY","","","HARTSVILLE","SC","29550","DARLINGTON","8643392100","98","158","","98","125",""
"521352","UPLAND HILLS HLTH","800 COMPASSION WAY","","","DODGEVILLE","WI","53533","IOWA","6089308000","100","23","The number of cases/patients is too few to report","100","20","The number of cases/patients is too few to report"
"330049","NORTHERN DUTCHESS HOSPITAL","6511 SPRINGBROOK AVENUE","","","RHINEBECK","NY","12572","DUTCHESS","8458713391","99","86","","98","43",""
"340120","VIDANT DUPLIN  HOSPITAL","401 N MAIN ST","","","KENANSVILLE","NC","28349","DUPLIN","9102960941","99","98","","96","45",""
"241369","UNITED HOSPITAL DISTRICT","515 SOUTH MOORE STREET, PO BOX 160","","","BLUE EARTH","MN","56013","FARIBAULT","5075263273","96","25","","Not Available","Not Available","Results are not available for this reporting period"
"140034","ST MARYS HOSPITAL","400 NORTH PLEASANT AVENUE","","","CENTRALIA","IL","62801","MARION","6184366519","100","155","","100","77",""
"231335","WEST SHORE MEDICAL CENTER","1465 E PARKDALE AVENUE","","","MANISTEE","MI","49660","MANISTEE","2313981000","92","72","","96","51",""
"371303","ROGER MILLS MEMORIAL HOSPITAL","501 SOUTH L L MALES AVENUE","","","CHEYENNE","OK","73628","ROGER MILLS","5804973336","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"220086","BETH ISRAEL DEACONESS MEDICAL CENTER","330 BROOKLINE AVENUE","","","BOSTON","MA","02215","SUFFOLK","6176677000","99","236","Data submitted were based on a sample of cases/patients","95","87","Data submitted were based on a sample of cases/patients"
"161348","CLARKE COUNTY HOSPITAL","800 S FILLMORE ST","","","OSCEOLA","IA","50213","CLARKE","6413422184","94","17","The number of cases/patients is too few to report","100","15","The number of cases/patients is too few to report"
"440048","BAPTIST MEMORIAL HOSPITAL","6019 WALNUT GROVE ROAD","","","MEMPHIS","TN","38120","SHELBY","9012265000","100","606","","96","456",""
"060071","DELTA COUNTY MEMORIAL HOSPITAL","1501 E 3RD STREET","","","DELTA","CO","81416","DELTA","9708747681","96","68","","89","65",""
"050772","KAISER FOUNDATION HOSPITAL - ROSEVILLE","1600 EUREKA ROAD","","","ROSEVILLE","CA","95661","PLACER","9167844000","100","108","Data submitted were based on a sample of cases/patients","100","61","Data submitted were based on a sample of cases/patients"
"341319","TRANSYLVANIA REGIONAL HOSPITAL, INC","90 HOSPITAL DRIVE PO BOX 1116","","","BREVARD","NC","28712","TRANSYLVANIA","8288835302","100","82","","100","42",""
"131316","BEAR LAKE MEMORIAL HOSPITAL","164 SOUTH FIFTH STREET","","","MONTPELIER","ID","83254","BEAR LAKE","2088471630","Not Available","0","Data submitted were based on a sample of cases/patients., No cases met the criteria for this measure","Not Available","Not Available","Data submitted were based on a sample of cases/patients., The number of cases/patients is too few to report"
"191322","ABROM KAPLAN MEMORIAL HOSPITAL","1310 WEST SEVENTH STREET","","","KAPLAN","LA","70548","VERMILION","3376438300","95","20","The number of cases/patients is too few to report","93","15","The number of cases/patients is too few to report"
"280060","ALEGENT HEALTH BERGAN MERCY MEDICAL CENTER","7500 MERCY RD","","","OMAHA","NE","68124","DOUGLAS","4023986060","100","108","Data submitted were based on a sample of cases/patients","95","78","Data submitted were based on a sample of cases/patients"
"060036","ARKANSAS VALLEY REGIONAL MEDICAL CENTER","1100 CARSON AVENUE","","","LA JUNTA","CO","81050","OTERO","7193836000","95","102","Data submitted were based on a sample of cases/patients","72","95","Data submitted were based on a sample of cases/patients"
"450780","METHODIST AMBULATORY SURGERY HOSPITAL NW","9150 HUEBNER RD SUITE 100","","","SAN ANTONIO","TX","78240","BEXAR","2105755000","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"230165","ST JOHN HOSPITAL AND MEDICAL CENTER","22101 MOROSS RD","","","DETROIT","MI","48236","WAYNE","3133434000","99","195","","98","242",""
"521321","RIPON MED CTR","933 NEWBURY ST,  BOX 390","","","RIPON","WI","54971","FOND DU LAC","9207483101","96","28","","90","20","The number of cases/patients is too few to report"
"240093","MAYO CLINIC HEALTH SYSTEM - MANKATO","1025 MARSH STREET BOX 8673","","","MANKATO","MN","56001","BLUE EARTH","5076254031","97","156","","98","86",""
"161304","ALEGENT HEALTH MERCY HOSPITAL","603 ROSARY DRIVE","","","CORNING","IA","50841","ADAMS","6413223121","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"360118","MEDCENTRAL HEALTH SYSTEM MANSFIELD HOSPITAL","335 GLESSNER AVENUE","","","MANSFIELD","OH","44903","RICHLAND","4195268000","96","353","","90","175",""
"260078","OZARKS MEDICAL CENTER","1100 KENTUCKY AVE","","","WEST PLAINS","MO","65775","HOWELL","4172569111","96","227","","87","135",""
"170185","SAINT LUKE'S SOUTH HOSPITAL","12300 METCALF AVENUE","","","OVERLAND PARK","KS","66213","JOHNSON","9133177904","99","103","","95","76",""
"180141","UNIVERSITY OF LOUISVILLE HOSPITAL","530 SOUTH JACKSON STREET","","","LOUISVILLE","KY","40202","JEFFERSON","5025623000","95","131","","98","56",""
"271330","STILLWATER BILLINGS CLINIC","710 N 11TH ST","","","COLUMBUS","MT","59019","STILLWATER","4063225316","Not Available","Not Available","Results are based on a shorter time period than required., The number of cases/patients is too few to report","Not Available","Not Available","Results are based on a shorter time period than required., The number of cases/patients is too few to report"
"450090","NORTH TEXAS MEDICAL CENTER","1900 HOSPITAL BLVD","","","GAINESVILLE","TX","76240","COOKE","9406128600","98","85","","98","59",""
"150069","KING'S DAUGHTERS' HEALTH","1373 EAST SR 62","","","MADISON","IN","47250","JEFFERSON","8128010105","96","112","Data submitted were based on a sample of cases/patients","94","78","Data submitted were based on a sample of cases/patients"
"39006F","LEBANON VA MEDICAL CENTER","1700 SOUTH LINCOLN AVENUE","","","LEBANON                       ","PA","17042","LEBANON","7172285901","95","41","","96","27",""
"400103","SISTEMA INTEGRADOS DE SALUD DEL SUR OESTE INC","AVE HOSTOS 410","","","MAYAGUEZ","PR","00681","MAYAGUEZ","7876529200","82","222","","72","125",""
"110025","SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS","2415 PARKWOOD DRIVE","","","BRUNSWICK","GA","31520","GLYNN","9124667000","99","101","Data submitted were based on a sample of cases/patients","97","76","Data submitted were based on a sample of cases/patients"
"060112","SKY RIDGE MEDICAL CENTER","10101 RIDGE GATE PARKWAY","","","LONE TREE","CO","80124","DOUGLAS","7202251000","100","117","Data submitted were based on a sample of cases/patients","100","87","Data submitted were based on a sample of cases/patients"
"241342","ORTONVILLE AREA HEALTH SERVICES","450 EASTVOLD AVE","","","ORTONVILLE","MN","56278","BIG STONE","3208392502","Not Available","Not Available","Data submitted were based on a sample of cases/patients., The number of cases/patients is too few to report","85","13","Data submitted were based on a sample of cases/patients., The number of cases/patients is too few to report"
"111333","JEFF DAVIS HOSPITAL","163 SOUTH TALLAHASSEE STREET, P O BOX 1690","","","HAZLEHURST","GA","31539","JEFF DAVIS","9123757781","88","32","Data submitted were based on a sample of cases/patients","71","41","Data submitted were based on a sample of cases/patients"
"490020","JOHN RANDOLPH MEDICAL CENTER","411 WEST RANDOLPH ROAD","","","HOPEWELL","VA","23860","HOPEWELL CITY","8045411600","99","127","","100","85",""
"390265","JEFFERSON REGIONAL MEDICAL CENTER","565 COAL VALLEY RD","","","PITTSBURGH","PA","15236","ALLEGHENY","4124695000","90","236","","92","249",""
"390056","J C BLAIR MEMORIAL HOSPITAL","1225 WARM SPRINGS AVE","","","HUNTINGDON","PA","16652","HUNTINGDON","8146432290","96","76","","92","65",""
"310019","ST JOSEPH'S REGIONAL MEDICAL CENTER","703 MAIN ST","","","PATERSON","NJ","07503","PASSAIC","9737542000","99","669","","97","397",""
"26004F","KANSAS CITY VA MEDICAL CENTER","4801 LINWOOD BLVD.","","","KANSAS CITY                   ","MO","64128","JACKSON","8168614700","100","124","","94","80",""
"360355","OHIO VALLEY MEDICAL CENTER, LLC","100 WEST MAIN STREET","","","SPRINGFIELD","OH","45502","CLARK","9375213900","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"431315","WAGNER COMMUNITY MEMORIAL HOSPITAL - CAH","513 3RD ST SW, POST OFFICE BOX 280","","","WAGNER","SD","57380","CHARLES MIX","6053843611","Not Available","Not Available","Results are based on a shorter time period than required., The number of cases/patients is too few to report","Not Available","Not Available","Results are based on a shorter time period than required., The number of cases/patients is too few to report"
"171347","SHERIDAN COUNTY HOSPITAL","826  18TH STREET","","","HOXIE","KS","67740","SHERIDAN","7856753281","Not Available","0","No cases met the criteria for this measure., Results are based on a shorter time period than required","Not Available","Not Available","Results are based on a shorter time period than required., The number of cases/patients is too few to report"
"371327","OKEENE MUNICIPAL HOSPITAL","207 EAST F STREET","","","OKEENE","OK","73763","BLAINE","5808224417","Not Available","Not Available","The number of cases/patients is too few to report","93","15","The number of cases/patients is too few to report"
"490053","JOHNSTON MEMORIAL HOSPITAL","16000 JOHNSTON MEMORIAL DRIVE","","","ABINGDON","VA","24211","WASHINGTON","2762581000","97","153","Data submitted were based on a sample of cases/patients","99","72","Data submitted were based on a sample of cases/patients"
"140217","PRESENCE SAINT JOSEPH HOSPITAL - ELGIN","77 N AIRLITE STREET","","","ELGIN","IL","60123","KANE","8476953200","100","168","Data submitted were based on a sample of cases/patients","94","86","Data submitted were based on a sample of cases/patients"
"330059","MONTEFIORE MEDICAL CENTER","111 EAST 210TH STREET","","","BRONX","NY","10467","BRONX","7189204321","87","346","Data submitted were based on a sample of cases/patients","88","140","Data submitted were based on a sample of cases/patients"
"100248","LARGO MEDICAL CENTER","201 14TH ST SW","","","LARGO","FL","33770","PINELLAS","7275885200","100","116","","98","117",""
"261303","COMMUNITY HOSPITAL ASSOCIATION","26136 US HIGHWAY 59, PO BOX 107","","","FAIRFAX","MO","64446","ATCHISON","6606862111","Not Available","0","No cases met the criteria for this measure","92","26",""
"250006","BAPTIST MEMORIAL HOSPITAL UNION COUNTY","200 HWY 30 WEST","","","NEW ALBANY","MS","38652","UNION","6625387631","100","95","","100","82",""
