Provider Number,Hospital Name,Address,City,State, ZIP Code,County Name,HF-1 Performance Rate,HF-1 Achievement Points,HF-1 Improvement Points,HF-1 Measure Score,HF Condition/Procedure Score
"070034","NORWALK HOSPITAL ASSOCIATION","24 STEVENS STREET","NORWALK","CT","06856","FAIRFIELD","0.8961","0 out of 10","6 out of 9","6 out of 10","6"
"070035","HOSPITAL OF CENTRAL CONNECTICUT, THE","100 GRAND STREET","NEW BRITAIN","CT","06050","HARTFORD","0.8976","0 out of 10","0 out of 9","0 out of 10","0"
"070036","JOHN DEMPSEY HOSPITAL","263 FARMINGTON AVE","FARMINGTON","CT","06032","HARTFORD","0.9804","8 out of 10","6 out of 9","8 out of 10","8"
"080001","CHRISTIANA CARE HEALTH SERVICES, INC.","4755 OGLETOWN-STANTON ROAD","NEWARK","DE","19718","NEW CASTLE","0.9153","1 out of 10","3 out of 9","3 out of 10","3"
"080003","ST FRANCIS HOSPITAL","7TH AND CLAYTON STS","WILMINGTON","DE","19805","NEW CASTLE","0.9798","8 out of 10","6 out of 9","8 out of 10","8"
"080004","BAYHEALTH - KENT GENERAL HOSPITAL","640 S STATE STREET","DOVER","DE","19901","KENT","0.9630","6 out of 10","3 out of 9","6 out of 10","6"
"080006","NANTICOKE MEMORIAL HOSPITAL","801 MIDDLEFORD RD","SEAFORD","DE","19973","SUSSEX","0.9769","7 out of 10","0 out of 9","7 out of 10","7"
"080007","BEEBE MEDICAL CENTER","424 SAVANNAH RD","LEWES","DE","19958","SUSSEX","0.9759","7 out of 10","4 out of 9","7 out of 10","7"
"080009","BAYHEALTH - MILFORD MEMORIAL HOSPITAL","21 WEST CLARKE AVENUE","MILFORD","DE","19963","SUSSEX","0.9840","8 out of 10","N/A","8 out of 10","8"
"090001","GEORGE WASHINGTON UNIV HOSPITAL","900 23RD ST NW","WASHINGTON","DC","20037","DISTRICT OF COLUMBIA","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"090003","HOWARD UNIVERSITY HOSPITAL","2041 GEORGIA AVE NW","WASHINGTON","DC","20060","DISTRICT OF COLUMBIA","0.5459","0 out of 10","0 out of 9","0 out of 10","0"
"090004","GEORGETOWN UNIVERSITY HOSPITAL","3800 RESERVOIR RD","WASHINGTON","DC","20007","DISTRICT OF COLUMBIA","0.7917","0 out of 10","0 out of 9","0 out of 10","0"
"090005","SIBLEY MEMORIAL HOSPITAL","5255 LOUGHBORO RD NW","WASHINGTON","DC","20016","DISTRICT OF COLUMBIA","0.8478","0 out of 10","2 out of 9","2 out of 10","2"
"090006","PROVIDENCE HOSPITAL","1150 VARNUM ST NE","WASHINGTON","DC","20017","DISTRICT OF COLUMBIA","0.8220","0 out of 10","7 out of 9","7 out of 10","7"
"090008","UNITED MEDICAL CENTER","1310 SOUTHERN AVENUE  SE","WASHINGTON","DC","20032","DISTRICT OF COLUMBIA","0.5472","0 out of 10","0 out of 9","0 out of 10","0"
"090011","WASHINGTON HOSPITAL CENTER","110 IRVING ST NW","WASHINGTON","DC","20010","DISTRICT OF COLUMBIA","0.9691","6 out of 10","5 out of 9","6 out of 10","6"
"100001","SHANDS JACKSONVILLE MEDICAL CENTER","655 W 8TH ST","JACKSONVILLE","FL","32209","DUVAL","0.8528","0 out of 10","2 out of 9","2 out of 10","2"
"100002","BETHESDA  HOSPITAL","2815 S SEACREST BLVD","BOYNTON BEACH","FL","33435","PALM BEACH","0.9441","4 out of 10","8 out of 9","8 out of 10","8"
"100006","ORLANDO HEALTH","1414 S KUHL AVE","ORLANDO","FL","32806","ORANGE","0.8460","0 out of 10","4 out of 9","4 out of 10","4"
"100007","FLORIDA HOSPITAL","601 E ROLLINS ST","ORLANDO","FL","32803","ORANGE","0.9741","7 out of 10","7 out of 9","7 out of 10","7"
"100008","BAPTIST HOSPITAL OF MIAMI INC","8900 N KENDALL DR","MIAMI","FL","33176","DADE","0.9982","9 out of 10","9 out of 9","9 out of 10","9"
"100009","UNIVERSITY OF MIAMI HOSPITAL","1400 NW 12TH AVE","MIAMI","FL","33136","DADE","0.9111","1 out of 10","3 out of 9","3 out of 10","3"
"100012","LEE MEMORIAL HOSPITAL","2776 CLEVELAND AVE","FORT MYERS","FL","33901","LEE","0.6567","0 out of 10","0 out of 9","0 out of 10","0"
"100014","BERT FISH MEDICAL CENTER","401 PALMETTO ST","NEW SMYRNA BEACH","FL","32170","VOLUSIA","0.8413","0 out of 10","4 out of 9","4 out of 10","4"
"100017","HALIFAX HEALTH MEDICAL CENTER","303 N CLYDE MORRIS BLVD","DAYTONA BEACH","FL","32114","VOLUSIA","0.9954","9 out of 10","9 out of 9","9 out of 10","9"
"100019","HOLMES REGIONAL MEDICAL CENTER","1350 S HICKORY ST","MELBOURNE","FL","32901","BREVARD","0.9881","8 out of 10","0 out of 9","8 out of 10","8"
"100022","JACKSON MEMORIAL HOSPITAL","1611 NW 12TH AVE","MIAMI","FL","33136","DADE","0.8233","0 out of 10","0 out of 9","0 out of 10","0"
"100023","CITRUS MEMORIAL HOSPITAL","502 W HIGHLAND BLVD","INVERNESS","FL","34452","CITRUS","0.7630","0 out of 10","0 out of 9","0 out of 10","0"
"100025","SACRED HEART HOSPITAL","5151 N 9TH AVE","PENSACOLA","FL","32504","ESCAMBIA","0.8830","0 out of 10","0 out of 9","0 out of 10","0"
"100026","BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM","615 N BONITA AVE","PANAMA CITY","FL","32401","BAY","0.8729","0 out of 10","6 out of 9","6 out of 10","6"
"100028","PARRISH MEDICAL CENTER","951 N WASHINGTON AVE","TITUSVILLE","FL","32796","BREVARD","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"100029","NORTH SHORE MEDICAL CENTER","1100 NW 95TH ST","MIAMI","FL","33150","DADE","0.9654","6 out of 10","8 out of 9","8 out of 10","8"
"100030","HEALTH CENTRAL","10000 W COLONIAL DR","OCOEE","FL","34761","ORANGE","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"100032","BAYFRONT MEDICAL CENTER INC","701 6TH ST S","SAINT PETERSBURG","FL","33701","PINELLAS","0.7745","0 out of 10","0 out of 9","0 out of 10","0"
"100034","MOUNT SINAI MEDICAL CENTER","4300 ALTON RD","MIAMI BEACH","FL","33140","DADE","0.9377","3 out of 10","0 out of 9","3 out of 10","3"
"100035","MANATEE MEMORIAL HOSPITAL","206 2ND ST E","BRADENTON","FL","34208","MANATEE","0.9665","6 out of 10","0 out of 9","6 out of 10","6"
"100038","MEMORIAL REGIONAL HOSPITAL","3501 JOHNSON ST","HOLLYWOOD","FL","33021","BROWARD","0.9868","8 out of 10","5 out of 9","8 out of 10","8"
"100039","BROWARD HEALTH MEDICAL CENTER","1600 S ANDREWS AVE","FORT LAUDERDALE","FL","33316","BROWARD","0.8742","0 out of 10","3 out of 9","3 out of 10","3"
"100040","ST VINCENT'S MEDICAL CENTER","1 SHIRCLIFF WAY","JACKSONVILLE","FL","32204","DUVAL","0.9451","4 out of 10","4 out of 9","4 out of 10","4"
"100043","MEASE HOSPITAL DUNEDIN","601 MAIN STREET","DUNEDIN","FL","34698","PINELLAS","0.9324","3 out of 10","0 out of 9","3 out of 10","3"
"100044","MARTIN MEDICAL CENTER","200 SE HOSPITAL AVE","STUART","FL","34995","MARTIN","0.8953","0 out of 10","0 out of 9","0 out of 10","0"
"100045","FLORIDA HOSPITAL DELAND","701 W PLYMOUTH AVE","DELAND","FL","32720","VOLUSIA","0.9832","8 out of 10","9 out of 9","9 out of 10","9"
"100046","FLORIDA HOSPITAL ZEPHYRHILLS","7050 GALL BLVD","ZEPHYRHILLS","FL","33541","PASCO","0.9740","7 out of 10","8 out of 9","8 out of 10","8"
"100047","CHARLOTTE REGIONAL MEDICAL CENTER","809 E MARION AVE","PUNTA GORDA","FL","33950","CHARLOTTE","0.8606","0 out of 10","0 out of 9","0 out of 10","0"
"100049","HIGHLANDS REGIONAL MEDICAL CENTER","3600 S HIGHLANDS AVE","SEBRING","FL","33870","HIGHLANDS","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"100050","PALM SPRINGS GENERAL HOSPITAL","1475 W 49TH ST","HIALEAH","FL","33012","DADE","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"100051","SOUTH LAKE HOSPITAL","1900 DON WICKHAM DR","CLERMONT","FL","34711","LAKE","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"100052","WINTER HAVEN HOSPITAL","200 AVE F NE","WINTER HAVEN","FL","33881","POLK","0.7247","0 out of 10","0 out of 9","0 out of 10","0"
"100053","HIALEAH HOSPITAL","651 E 25TH ST","HIALEAH","FL","33013","DADE","0.9878","8 out of 10","0 out of 9","8 out of 10","8"
"100054","TWIN CITIES HOSPITAL","2190 HWY 85 N","NICEVILLE","FL","32578","OKALOOSA","0.9091","1 out of 10","0 out of 9","1 out of 10","1"
"100055","FLORIDA HOSPITAL NORTH PINELLAS","1395 S PINELLAS AVE","TARPON SPRINGS","FL","34689","PINELLAS","0.9780","7 out of 10","3 out of 9","7 out of 10","7"
"100057","FLORIDA HOSPITAL WATERMAN","1000 WATERMAN WAY","TAVARES","FL","32778","LAKE","0.9698","7 out of 10","7 out of 9","7 out of 10","7"
"100062","MUNROE REGIONAL MEDICAL CENTER","1500 SW 1ST AVE","OCALA","FL","34474","MARION","0.8688","0 out of 10","5 out of 9","5 out of 10","5"
"100063","MORTON PLANT NORTH BAY HOSPITAL","6600 MADISON STREET","NEW PORT RICHEY","FL","34652","PASCO","0.9528","5 out of 10","5 out of 9","5 out of 10","5"
"100067","ST ANTHONY'S HOSPITAL","1200 7TH AVENUE NORTH","SAINT PETERSBURG","FL","33705","PINELLAS","0.9087","1 out of 10","4 out of 9","4 out of 10","4"
"100068","FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER","301 MEMORIAL MEDICAL PARKWAY","DAYTONA BEACH","FL","32117","VOLUSIA","0.9783","7 out of 10","9 out of 9","9 out of 10","9"
"100069","FLORIDA HOSPITAL CARROLLWOOD","7171 NORTH DALE MABRY","TAMPA","FL","33614","HILLSBOROUGH","0.9556","5 out of 10","3 out of 9","5 out of 10","5"
"100070","VENICE REGIONAL MEDICAL CENTER","540 THE RIALTO","VENICE","FL","34285","SARASOTA","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"100071","BROOKSVILLE REGIONAL HOSPITAL","17240 CORTEZ BLVD","BROOKSVILLE","FL","34601","HERNANDO","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"100072","FLORIDA HOSPITAL FISH MEMORIAL","1055 SAXON BLVD","ORANGE CITY","FL","32763","VOLUSIA","0.9208","2 out of 10","4 out of 9","4 out of 10","4"
"100073","HOLY CROSS HOSPITAL INC","4725 N FEDERAL HWY","FORT LAUDERDALE","FL","33308","BROWARD","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"100075","ST JOSEPH'S HOSPITAL","3001 W MARTIN LUTHER KING JR BLVD","TAMPA","FL","33677","HILLSBOROUGH","0.9674","6 out of 10","6 out of 9","6 out of 10","6"
"100076","METROPOLITAN HOSPITAL OF MIAMI","5959 NW 7TH ST","MIAMI","FL","33126","DADE","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"100077","PEACE RIVER REGIONAL MEDICAL CENTER","2500 HARBOR BLVD","PORT CHARLOTTE","FL","33952","CHARLOTTE","0.9597","6 out of 10","7 out of 9","7 out of 10","7"
"100080","JFK MEDICAL CENTER","5301 S CONGRESS AVE","ATLANTIS","FL","33462","PALM BEACH","0.9921","9 out of 10","0 out of 9","9 out of 10","9"
"100081","HEALTHMARK REGIONAL MEDICAL CENTER","4413 US HWY 331 S","DEFUNIAK SPRINGS","FL","32435","WALTON","0.1739","0 out of 10","0 out of 9","0 out of 10","0"
"100084","LEESBURG REGIONAL MEDICAL CENTER","600 E DIXIE AVE","LEESBURG","FL","34748","LAKE","0.8586","0 out of 10","0 out of 9","0 out of 10","0"
"100086","BROWARD HEALTH NORTH","201 E SAMPLE RD","POMPANO BEACH","FL","33064","BROWARD","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"100087","SARASOTA MEMORIAL HOSPITAL","1700 S TAMIAMI TRL","SARASOTA","FL","34239","SARASOTA","0.9318","3 out of 10","4 out of 9","4 out of 10","4"
"100088","BAPTIST MEDICAL CENTER","800 PRUDENTIAL DR","JACKSONVILLE","FL","32207","DUVAL","0.9223","2 out of 10","2 out of 9","2 out of 10","2"
"100090","FLAGLER HOSPITAL","400 HEALTH PARK BLVD","SAINT AUGUSTINE","FL","32086","ST. JOHNS","0.9725","7 out of 10","9 out of 9","9 out of 10","9"
"100092","WUESTHOFF MEDICAL CENTER  ROCKLEDGE","110 LONGWOOD AVE","ROCKLEDGE","FL","32955","BREVARD","0.7828","0 out of 10","0 out of 9","0 out of 10","0"
"100093","BAPTIST HOSPITAL","1000 W MORENO ST","PENSACOLA","FL","32501","ESCAMBIA","0.9293","3 out of 10","6 out of 9","6 out of 10","6"
"100099","LAKE WALES MEDICAL CENTER","410 S 11TH ST","LAKE WALES","FL","33853","POLK","0.9724","7 out of 10","0 out of 9","7 out of 10","7"
"100102","SHANDS LAKE SHORE REGIONAL MEDICAL CENTER","368 NE FRANKLIN ST","LAKE CITY","FL","32055","COLUMBIA","0.9104","1 out of 10","0 out of 9","1 out of 10","1"
"100105","INDIAN RIVER MEDICAL CENTER","1000 36TH ST","VERO BEACH","FL","32960","INDIAN RIVER","0.9352","3 out of 10","7 out of 9","7 out of 10","7"
"100106","DOCTOR'S MEMORIAL HOSPITAL INC","333 N BYRON BUTLER PKWY","PERRY","FL","32348","TAYLOR","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"100107","LEHIGH REGIONAL MEDICAL CENTER","1500 LEE BLVD","LEHIGH ACRES","FL","33936","LEE","0.8427","0 out of 10","1 out of 9","1 out of 10","1"
"100109","FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER","4200 SUN N' LAKE BLVD","SEBRING","FL","33871","HIGHLANDS","0.9163","1 out of 10","5 out of 9","5 out of 10","5"
"100110","OSCEOLA REGIONAL MEDICAL CENTER","700 WEST OAK STREET","KISSIMMEE","FL","34741","OSCEOLA","0.9891","8 out of 10","0 out of 9","8 out of 10","8"
"100113","SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA","1600 SW ARCHER RD","GAINESVILLE","FL","32610","ALACHUA","0.7871","0 out of 10","0 out of 9","0 out of 10","0"
"100117","BAPTIST MEDICAL CENTER  BEACHES","1350 13TH AVE S","JACKSONVILLE BEACH","FL","32250","DUVAL","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"100118","FLORIDA HOSPITAL FLAGLER","60 MEMORIAL MEDICAL PKWY","PALM COAST","FL","32164","FLAGLER","0.9732","7 out of 10","7 out of 9","7 out of 10","7"
"100121","BARTOW REGIONAL MEDICAL CENTER","2200 OSPREY BLVD","BARTOW","FL","33831","POLK","0.9481","4 out of 10","0 out of 9","4 out of 10","4"
"100122","NORTH OKALOOSA MEDICAL CENTER","151 REDSTONE AVE SE","CRESTVIEW","FL","32539","OKALOOSA","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"100124","SANTA ROSA MEDICAL CENTER","6002 BERRYHILL RD","MILTON","FL","32570","SANTA ROSA","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"100125","HOMESTEAD HOSPITAL","975 BAPTIST WAY","HOMESTEAD","FL","33033","DADE","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"100126","PALMS OF PASADENA HOSPITAL","1501 PASADENA AVE SOUTH","SAINT PETERSBURG","FL","33707","PINELLAS","0.7600","0 out of 10","1 out of 9","1 out of 10","1"
"100127","MORTON PLANT HOSPITAL","300 PINELLAS ST","CLEARWATER","FL","33756","PINELLAS","0.9607","6 out of 10","3 out of 9","6 out of 10","6"
"100128","TAMPA GENERAL HOSPITAL","1 TAMPA GENERAL CIRCLE","TAMPA","FL","33606","HILLSBOROUGH","0.7838","0 out of 10","0 out of 9","0 out of 10","0"
"100130","LAKESIDE MEDICAL CENTER","39200 HOOKER HWY","BELLE GLADE","FL","33430","PALM BEACH","0.9881","8 out of 10","8 out of 9","8 out of 10","8"
"100131","AVENTURA HOSPITAL AND MEDICAL CENTER","20900 BISCAYNE BLVD","AVENTURA","FL","33180","DADE","0.9076","0 out of 10","0 out of 9","0 out of 10","0"
"100132","SOUTH FLORIDA BAPTIST HOSPITAL","301 N ALEXANDER ST","PLANT CITY","FL","33563","HILLSBOROUGH","0.9562","5 out of 10","2 out of 9","5 out of 10","5"
"100135","TALLAHASSEE MEMORIAL HEALTHCARE","1300 MICCOSUKEE RD","TALLAHASSEE","FL","32308","LEON","0.9304","3 out of 10","2 out of 9","3 out of 10","3"
"100137","HEART OF FLORIDA REGIONAL MEDICAL CENTER","40100 US HWY 27 N","DAVENPORT","FL","33837","POLK","0.9925","9 out of 10","8 out of 9","9 out of 10","9"
"100140","BAPTIST MEDICAL CENTER - NASSAU","1250 S 18TH ST","FERNANDINA BEACH","FL","32034","NASSAU","0.9636","6 out of 10","0 out of 9","6 out of 10","6"
"100142","JACKSON HOSPITAL","4250 HOSPITAL DR","MARIANNA","FL","32446","JACKSON","0.6622","0 out of 10","0 out of 9","0 out of 10","0"
"100150","LOWER KEYS MEDICAL CENTER","5900 COLLEGE ROAD","KEY WEST","FL","33040","MONROE","0.9750","7 out of 10","0 out of 9","7 out of 10","7"
"100151","MAYO CLINIC","4500 SAN PABLO RD","JACKSONVILLE","FL","32224","DUVAL","0.9527","5 out of 10","0 out of 9","5 out of 10","5"
"100154","SOUTH MIAMI HOSPITAL, INC","6200 SW 73RD ST","SOUTH MIAMI","FL","33143","DADE","0.9176","1 out of 10","0 out of 9","1 out of 10","1"
"100156","LAKE CITY MEDICAL CENTER","340 NW COMMERCE DR","LAKE CITY","FL","32055","COLUMBIA","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"100157","LAKELAND REGIONAL MEDICAL CENTER","1324 LAKELAND HILLS BLVD","LAKELAND","FL","33805","POLK","0.9457","4 out of 10","5 out of 9","5 out of 10","5"
"140239","ROCKFORD MEMORIAL HOSPITAL","2400 NORTH ROCKTON AVENUE","ROCKFORD","IL","61103","WINNEBAGO","0.9313","3 out of 10","4 out of 9","4 out of 10","4"
"140240","WESTLAKE COMMUNITY HOSPITAL","1225 LAKE ST","MELROSE PARK","IL","60160","COOK","0.9620","6 out of 10","7 out of 9","7 out of 10","7"
"140242","CENTRAL DUPAGE HOSPITAL","25 NORTH WINFIELD ROAD","WINFIELD","IL","60190","DU PAGE","0.9783","7 out of 10","4 out of 9","7 out of 10","7"
"140250","ADVOCATE SOUTH SUBURBAN HOSPITAL","17800 S KEDZIE AVE","HAZEL CREST","IL","60429","COOK","0.9882","8 out of 10","8 out of 9","8 out of 10","8"
"140251","PRESENCE OUR LADY OF THE RESURRECTION MED CTR","5645 W ADDISON","CHICAGO","IL","60634","COOK","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"140252","NORTHWEST COMMUNITY HOSPITAL","800 W CENTRAL ROAD","ARLINGTON HEIGHTS","IL","60005","COOK","0.9627","6 out of 10","2 out of 9","6 out of 10","6"
"140258","ALEXIAN BROTHERS MEDICAL CENTER","800 W BIESTERFIELD RD","ELK GROVE VILLAGE","IL","60007","COOK","0.9675","6 out of 10","0 out of 9","6 out of 10","6"
"140275","GENESIS MEDICAL CENTER ILLINI CAMPUS","801 ILLINI DRIVE","SILVIS","IL","61282","ROCK ISLAND","0.8861","0 out of 10","0 out of 9","0 out of 10","0"
"140276","LOYOLA UNIVERSITY MEDICAL CENTER","2160 S 1ST AVENUE","MAYWOOD","IL","60153","COOK","0.9899","9 out of 10","8 out of 9","9 out of 10","9"
"140280","TRINITY ROCK ISLAND","2701 17TH ST","ROCK ISLAND","IL","61201","ROCK ISLAND","0.9769","7 out of 10","0 out of 9","7 out of 10","7"
"140281","NORTHWESTERN MEMORIAL HOSPITAL","251 E HURON ST","CHICAGO","IL","60611","COOK","0.9522","5 out of 10","0 out of 9","5 out of 10","5"
"140286","KISHWAUKEE COMMUNITY HOSPITAL","ONE KISH HOSPITAL DRIVE","DEKALB","IL","60115","DE KALB","0.9091","1 out of 10","6 out of 9","6 out of 10","6"
"140288","ADVOCATE GOOD SAMARITAN HOSPITAL","3815 HIGHLAND AVENUE","DOWNERS GROVE","IL","60515","DU PAGE","0.9947","9 out of 10","3 out of 9","9 out of 10","9"
"140289","ANDERSON HOSPITAL","6800 STATE ROUTE 162","MARYVILLE","IL","62062","MADISON","0.9434","4 out of 10","6 out of 9","6 out of 10","6"
"140290","ST ALEXIUS MEDICAL CENTER","1555 N BARRINGTON RD","HOFFMAN ESTATES","IL","60194","COOK","0.9947","9 out of 10","8 out of 9","9 out of 10","9"
"140291","ADVOCATE GOOD SHEPHERD HOSPITAL","450 WEST HIGHWAY 22","BARRINGTON","IL","60010","LAKE","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"140292","ADVENTIST GLENOAKS","701 WINTHROP AVENUE","GLENDALE HEIGHTS","IL","60139","DU PAGE","0.9184","2 out of 10","7 out of 9","7 out of 10","7"
"140294","CROSSROADS COMMUNITY HOSPITAL","8 DOCTORS PARK ROAD","MOUNT VERNON","IL","62864","JEFFERSON","0.9583","5 out of 10","6 out of 9","6 out of 10","6"
"140300","PROVIDENT HOSPITAL OF CHICAGO","500 E 51ST ST","CHICAGO","IL","60615","COOK","0.9667","6 out of 10","0 out of 9","6 out of 10","6"
"140304","ADVENTIST BOLINGBROOK HOSPITAL","500 REMINGTON BOULEVARD","BOLINGBROOK","IL","60440","WILL","0.8407","0 out of 10","6 out of 9","6 out of 10","6"
"150001","JOHNSON MEMORIAL HOSPITAL","1125 W JEFFERSON ST","FRANKLIN","IN","46131","JOHNSON","0.9487","4 out of 10","8 out of 9","8 out of 10","8"
"150002","METHODIST HOSPITALS INC","600 GRANT ST","GARY","IN","46402","LAKE","0.6408","0 out of 10","2 out of 9","2 out of 10","2"
"150004","FRANCISCAN ST MARGARET HEALTH - HAMMOND","5454 HOHMAN AVE","HAMMOND","IN","46320","LAKE","0.9029","0 out of 10","5 out of 9","5 out of 10","5"
"150005","HENDRICKS REGIONAL HEALTH","1000 E MAIN ST","DANVILLE","IN","46122","HENDRICKS","0.9730","7 out of 10","8 out of 9","8 out of 10","8"
"150006","INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL","1007 LINCOLNWAY","LA PORTE","IN","46350","LA PORTE","0.9101","1 out of 10","2 out of 9","2 out of 10","2"
"150007","COMMUNITY HOWARD REGIONAL HEALTH INC","3500 S LAFOUNTAIN ST","KOKOMO","IN","46904","HOWARD","0.9868","8 out of 10","0 out of 9","8 out of 10","8"
"150008","ST CATHERINE HOSPITAL INC","4321 FIR ST","EAST CHICAGO","IN","46312","LAKE","0.9941","9 out of 10","8 out of 9","9 out of 10","9"
"150009","CLARK MEMORIAL HOSPITAL","1220 MISSOURI AVE","JEFFERSONVILLE","IN","47130","CLARK","0.9408","4 out of 10","3 out of 9","4 out of 10","4"
"150010","ST JOSEPH HOSPITAL & HEALTH CENTER INC","1907 W SYCAMORE ST","KOKOMO","IN","46904","HOWARD","0.9259","2 out of 10","7 out of 9","7 out of 10","7"
"150011","MARION GENERAL HOSPITAL","441 N WABASH AVE","MARION","IN","46952","GRANT","0.9405","4 out of 10","5 out of 9","5 out of 10","5"
"150012","SAINT JOSEPH REGIONAL MEDICAL CENTER","5215 HOLY CROSS PKWY","MISHAWAKA","IN","46545","ST. JOSEPH","0.9056","0 out of 10","0 out of 9","0 out of 10","0"
"150015","FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY","301 W HOMER ST","MICHIGAN CITY","IN","46360","LA PORTE","0.9876","8 out of 10","0 out of 9","8 out of 10","8"
"150017","LUTHERAN HOSPITAL OF INDIANA","7950 W JEFFERSON BLVD","FORT WAYNE","IN","46804","ALLEN","0.9625","6 out of 10","7 out of 9","7 out of 10","7"
"150018","ELKHART GENERAL HOSPITAL","600 E BLVD","ELKHART","IN","46514","ELKHART","0.8318","0 out of 10","5 out of 9","5 out of 10","5"
"150021","PARKVIEW REGIONAL MEDICAL CENTER","11109 PARKVIEW PLAZA DRIVE","FORT WAYNE","IN","46805","ALLEN","0.9185","2 out of 10","6 out of 9","6 out of 10","6"
"150022","FRANCISCAN ST ELIZABETH HEALTH - CRAWFORDSVILLE","1710 LAFAYETTE RD","CRAWFORDSVILLE","IN","47933","MONTGOMERY","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"150023","UNION HOSPITAL INC","1606 N SEVENTH ST","TERRE HAUTE","IN","47804","VIGO","0.9454","4 out of 10","6 out of 9","6 out of 10","6"
"150024","WILLIAM N WISHARD MEMORIAL HOSPITAL","1001 W 10TH ST","INDIANAPOLIS","IN","46202","MARION","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"150026","IU HEALTH GOSHEN HOSPITAL","200 HIGH PARK AVE","GOSHEN","IN","46526","ELKHART","0.9524","5 out of 10","1 out of 9","5 out of 10","5"
"150030","HENRY COUNTY MEMORIAL HOSPITAL","1000 N 16TH ST","NEW CASTLE","IN","47362","HENRY","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"150034","ST MARY MEDICAL CENTER INC","1500 S LAKE PARK AVE","HOBART","IN","46342","LAKE","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"150035","PORTER REGIONAL HOSPITAL","85 EAST US HWY 6","VALPARAISO","IN","46383","PORTER","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"150037","HANCOCK REGIONAL HOSPITAL","801 N STATE ST","GREENFIELD","IN","46140","HANCOCK","0.9310","3 out of 10","8 out of 9","8 out of 10","8"
