"ID","Provider Number","Hospital Name","Address","City","County Name","State","ZIP Code","Unweighted Normalized Clinical Process of Care Domain Score","Weighted Clinical Process of Care Domain Score","Unweighted Patient Experience of Care Domain Score","Weighted Patient Experience of Care Domain Score","Total Performance Score"
863,"140101","MORRIS HOSPITAL & HEALTHCARE CENTERS","150 W HIGH ST","MORRIS","GRUNDY","IL","60450","59.000000000000","41.300000000000","51.000000000000","15.300000000000","56.600000000000"
864,"140103","ST BERNARD HOSPITAL","326 W 64TH ST","CHICAGO","COOK","IL","60621","21.250000000000","14.875000000000","8.000000000000","2.400000000000","17.275000000000"
865,"140110","OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER","1100 EAST NORRIS DRIVE","OTTAWA","LA SALLE","IL","61350","82.222222222222","57.555555555556","65.000000000000","19.500000000000","77.055555555556"
866,"140113","PRESENCE COVENANT MEDICAL CENTER","1400 WEST PARK AVENUE","URBANA","CHAMPAIGN","IL","61801","50.909090909091","35.636363636364","22.000000000000","6.600000000000","42.236363636364"
867,"140114","SWEDISH COVENANT HOSPITAL","5145 N CALIFORNIA AVE","CHICAGO","COOK","IL","60625","69.090909090909","48.363636363636","42.000000000000","12.600000000000","60.963636363636"
868,"140115","THOREK MEMORIAL HOSPITAL","850 W IRVING PARK RD","CHICAGO","COOK","IL","60613","81.250000000000","56.875000000000","28.000000000000","8.400000000000","65.275000000000"
869,"140116","CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL","4201 MEDICAL CENTER DRIVE","MCHENRY","MCHENRY","IL","60050","47.272727272727","33.090909090909","49.000000000000","14.700000000000","47.790909090909"
870,"140117","PRESENCE RESURRECTION MEDICAL CENTER","7435 W TALCOTT AVENUE","CHICAGO","COOK","IL","60631","66.363636363636","46.454545454545","51.000000000000","15.300000000000","61.754545454545"
871,"140118","METROSOUTH MEDICAL CENTER","12935 S GREGORY","BLUE ISLAND","COOK","IL","60406","88.181818181818","61.727272727273","37.000000000000","11.100000000000","72.827272727273"
872,"140119","RUSH UNIVERSITY MEDICAL CENTER","1653 WEST CONGRESS PARKWAY","CHICAGO","COOK","IL","60612","76.363636363636","53.454545454545","47.000000000000","14.100000000000","67.554545454545"
873,"140120","PEKIN MEMORIAL HOSPITAL","600 SOUTH 13TH STREET","PEKIN","TAZEWELL","IL","61554","65.555555555556","45.888888888889","39.000000000000","11.700000000000","57.588888888889"
874,"140122","HINSDALE HOSPITAL","120 NORTH OAK ST","HINSDALE","DU PAGE","IL","60521","58.181818181818","40.727272727273","46.000000000000","13.800000000000","54.527272727273"
875,"140124","JOHN H STROGER JR HOSPITAL","1901 W HARRISON ST","CHICAGO","COOK","IL","60612","53.636363636364","37.545454545455","26.000000000000","7.800000000000","45.345454545455"
876,"140125","GATEWAY REGIONAL MEDICAL CENTER","2100 MADISON AVENUE","GRANITE CITY","MADISON","IL","62040","60.000000000000","42.000000000000","27.000000000000","8.100000000000","50.100000000000"
877,"140127","BROMENN HEALTHCARE","1304 FRANKLIN AVENUE","NORMAL","MCLEAN","IL","61761","67.272727272727","47.090909090909","59.000000000000","17.700000000000","64.790909090909"
878,"140130","LAKE FOREST HOSPITAL","660 N WESTMORELAND ROAD","LAKE FOREST","LAKE","IL","60045","75.000000000000","52.500000000000","44.000000000000","13.200000000000","65.700000000000"
879,"140133","HOLY CROSS HOSPITAL","2701 W 68TH STREET","CHICAGO","COOK","IL","60629","55.555555555556","38.888888888889","46.000000000000","13.800000000000","52.688888888889"
880,"140135","DECATUR MEMORIAL HOSPITAL","2300 NORTH EDWARD STREET","DECATUR","MACON","IL","62526","82.727272727273","57.909090909091","39.000000000000","11.700000000000","69.609090909091"
881,"140137","GREENVILLE REGIONAL HOSPITAL","200 HEALTHCARE DR","GREENVILLE","BOND","IL","62246","12.000000000000","8.400000000000","37.000000000000","11.100000000000","19.500000000000"
882,"140143","ST MARGARETS HOSPITAL","600 E 1ST ST","SPRING VALLEY","BUREAU","IL","61362","80.000000000000","56.000000000000","66.000000000000","19.800000000000","75.800000000000"
883,"140145","ST JOSEPHS HOSPITAL","9515 HOLY CROSS LN","BREESE","CLINTON","IL","62230","73.333333333333","51.333333333333","96.000000000000","28.800000000000","80.133333333333"
884,"140147","RICHLAND MEMORIAL HOSPITAL","800 EAST LOCUST","OLNEY","RICHLAND","IL","62450","57.500000000000","40.250000000000","58.000000000000","17.400000000000","57.650000000000"
885,"140148","MEMORIAL MEDICAL CENTER","701 N FIRST ST","SPRINGFIELD","SANGAMON","IL","62781","48.181818181818","33.727272727273","44.000000000000","13.200000000000","46.927272727273"
886,"140150","UNIVERSITY OF ILLINOIS HOSPITAL","1740 WEST TAYLOR ST SUITE 1400","CHICAGO","COOK","IL","60612","58.000000000000","40.600000000000","28.000000000000","8.400000000000","49.000000000000"
887,"140151","SACRED HEART HOSPITAL","3240 W FRANKLIN BLVD","CHICAGO","COOK","IL","60624","24.285714285714","17.000000000000","9.000000000000","2.700000000000","19.700000000000"
888,"140155","PRESENCE ST MARYS HOSPITAL","500 W COURT ST","KANKAKEE","KANKAKEE","IL","60901","50.000000000000","35.000000000000","52.000000000000","15.600000000000","50.600000000000"
889,"140158","MERCY HOSPITAL AND MEDICAL CENTER","2525 S MICHIGAN AVE","CHICAGO","COOK","IL","60616","43.636363636364","30.545454545455","35.000000000000","10.500000000000","41.045454545455"
890,"140160","FHN MEMORIAL HOSPITAL","1045 WEST STEPHENSON STREET","FREEPORT","STEPHENSON","IL","61032","80.000000000000","56.000000000000","39.000000000000","11.700000000000","67.700000000000"
891,"140161","SAINT JAMES HOSPITAL","2500 WEST REYNOLDS STREET","PONTIAC","LIVINGSTON","IL","61764","91.111111111111","63.777777777778","58.000000000000","17.400000000000","81.177777777778"
892,"140162","ST JOSEPH MEDICAL CENTER","2200 E WASHINGTON","BLOOMINGTON","MCLEAN","IL","61701","81.818181818182","57.272727272727","63.000000000000","18.900000000000","76.172727272727"
893,"140164","MEMORIAL HOSPITAL OF CARBONDALE","405 W JACKSON","CARBONDALE","JACKSON","IL","62902","46.363636363636","32.454545454545","38.000000000000","11.400000000000","43.854545454545"
894,"140166","ST MARYS HOSPITAL","1800 E LAKE SHORE DR","DECATUR","MACON","IL","62521","70.000000000000","49.000000000000","23.000000000000","6.900000000000","55.900000000000"
895,"140167","IROQUOIS MEMORIAL HOSPITAL","200 FAIRMAN STREET","WATSEKA","IROQUOIS","IL","60970","33.333333333333","23.333333333333","60.000000000000","18.000000000000","41.333333333333"
896,"140172","FRANCISCAN ST JAMES HEALTH","20201 S CRAWFORD AVENUE","OLYMPIA FIELDS","COOK","IL","60461","77.272727272727","54.090909090909","27.000000000000","8.100000000000","62.190909090909"
897,"140174","PRESENCE MERCY MEDICAL CENTER","1325 N HIGHLAND AVENUE","AURORA","KANE","IL","60506","40.909090909091","28.636363636364","19.000000000000","5.700000000000","34.336363636364"
898,"140176","CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL","3701 DOTY ROAD","WOODSTOCK","MCHENRY","IL","60098","54.444444444444","38.111111111111","48.000000000000","14.400000000000","52.511111111111"
899,"140177","JACKSON PARK HOSPITAL","7531 S STONY ISLAND AVE","CHICAGO","COOK","IL","60649","42.500000000000","29.750000000000","15.000000000000","4.500000000000","34.250000000000"
900,"140179","LITTLE COMPANY OF MARY HOSPITAL","2800 W 95TH ST","EVERGREEN PARK","COOK","IL","60805","74.000000000000","51.800000000000","37.000000000000","11.100000000000","62.900000000000"
901,"140180","PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER","2233 W DIVISION ST","CHICAGO","COOK","IL","60622","71.818181818182","50.272727272727","41.000000000000","12.300000000000","62.572727272727"
902,"140181","SOUTH SHORE HOSPITAL","8012 SOUTH CRANDON AVENUE","CHICAGO","COOK","IL","60617","45.000000000000","31.500000000000","16.000000000000","4.800000000000","36.300000000000"
903,"140182","ADVOCATE ILLINOIS MASONIC MEDICAL CENTER","836 WEST WELLINGTON AVENUE","CHICAGO","COOK","IL","60657","85.000000000000","59.500000000000","37.000000000000","11.100000000000","70.600000000000"
904,"140184","HEARTLAND REGIONAL MEDICAL CENTER","3333 W DE YOUNG","MARION","WILLIAMSON","IL","62959","56.000000000000","39.200000000000","36.000000000000","10.800000000000","50.000000000000"
905,"140185","MEMORIAL HOSPITAL","4500 MEMORIAL DRIVE","BELLEVILLE","ST. CLAIR","IL","62226","52.727272727273","36.909090909091","53.000000000000","15.900000000000","52.809090909091"
906,"140186","RIVERSIDE MEDICAL CENTER","350 N WALL ST","KANKAKEE","KANKAKEE","IL","60901","61.818181818182","43.272727272727","25.000000000000","7.500000000000","50.772727272727"
907,"140187","ST ELIZABETH HOSPITAL","211 S THIRD ST","BELLEVILLE","ST. CLAIR","IL","62220","82.727272727273","57.909090909091","34.000000000000","10.200000000000","68.109090909091"
908,"140189","SARAH BUSH LINCOLN HEALTH CENTER","1000 HEALTH CENTER DRIVE P O BOX 372","MATTOON","COLES","IL","61938","61.111111111111","42.777777777778","83.000000000000","24.900000000000","67.677777777778"
909,"140191","INGALLS MEMORIAL HOSPITAL","ONE INGALLS DRIVE","HARVEY","COOK","IL","60426","81.000000000000","56.700000000000","38.000000000000","11.400000000000","68.100000000000"
910,"140200","ELMHURST MEMORIAL HOSPITAL","155 EAST BRUSH HILL ROAD","ELMHURST","DU PAGE","IL","60126","61.818181818182","43.272727272727","40.000000000000","12.000000000000","55.272727272727"
911,"140202","ADVOCATE CONDELL MEDICAL CENTER","801 S MILWAUKEE AVE","LIBERTYVILLE","LAKE","IL","60048","77.272727272727","54.090909090909","52.000000000000","15.600000000000","69.690909090909"
912,"140206","NORWEGIAN-AMERICAN HOSPITAL","1044 N FRANCISCO AVE","CHICAGO","COOK","IL","60622","45.000000000000","31.500000000000","13.000000000000","3.900000000000","35.400000000000"
913,"140208","ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER","4440 W 95TH STREET","OAK LAWN","COOK","IL","60453","76.363636363636","53.454545454545","50.000000000000","15.000000000000","68.454545454545"
914,"140209","METHODIST MEDICAL CENTER OF ILLINOIS","221 N E GLEN OAK AVE","PEORIA","PEORIA","IL","61636","54.545454545455","38.181818181818","59.000000000000","17.700000000000","55.881818181818"
915,"140210","HARRISBURG MEDICAL CENTER","100 DOCTOR WARREN TUTTLE DR","HARRISBURG","SALINE","IL","62946","77.500000000000","54.250000000000","46.000000000000","13.800000000000","68.050000000000"
916,"140211","DELNOR COMMUNITY HOSPITAL","300 RANDALL RD","GENEVA","KANE","IL","60134","61.000000000000","42.700000000000","50.000000000000","15.000000000000","57.700000000000"
917,"140213","SILVER CROSS HOSPITAL  AND MEDICAL CENTERS","1900 SILVER CROSS BLVD","NEW LENOX","WILL","IL","60451","72.000000000000","50.400000000000","51.000000000000","15.300000000000","65.700000000000"
918,"140217","PRESENCE SAINT JOSEPH HOSPITAL - ELGIN","77 N AIRLITE STREET","ELGIN","KANE","IL","60123","63.636363636364","44.545454545455","36.000000000000","10.800000000000","55.345454545455"
919,"140223","ADVOCATE LUTHERAN GENERAL HOSPITAL","1775 DEMPSTER ST","PARK RIDGE","COOK","IL","60068","74.545454545455","52.181818181818","52.000000000000","15.600000000000","67.781818181818"
920,"140224","PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO","2900 NORTH LAKE SHORE DRIVE","CHICAGO","COOK","IL","60657","82.000000000000","57.400000000000","40.000000000000","12.000000000000","69.400000000000"
921,"140228","SWEDISH AMERICAN HOSPITAL","1401 EAST STATE STREET","ROCKFORD","WINNEBAGO","IL","61104","60.909090909091","42.636363636364","44.000000000000","13.200000000000","55.836363636364"
922,"140231","EDWARD HOSPITAL","801 SOUTH WASHINGTON","NAPERVILLE","DU PAGE","IL","60540","60.000000000000","42.000000000000","47.000000000000","14.100000000000","56.100000000000"
923,"140233","SAINT ANTHONY MEDICAL CENTER","5666 EAST STATE STREET","ROCKFORD","WINNEBAGO","IL","61108","72.727272727273","50.909090909091","55.000000000000","16.500000000000","67.409090909091"
924,"140234","ILLINOIS VALLEY COMMUNITY HOSPITAL","925 WEST ST","PERU","LA SALLE","IL","61354","58.888888888889","41.222222222222","69.000000000000","20.700000000000","61.922222222222"
925,"140239","ROCKFORD MEMORIAL HOSPITAL","2400 NORTH ROCKTON AVENUE","ROCKFORD","WINNEBAGO","IL","61103","53.636363636364","37.545454545455","40.000000000000","12.000000000000","49.545454545455"
926,"140240","WESTLAKE COMMUNITY HOSPITAL","1225 LAKE ST","MELROSE PARK","COOK","IL","60160","54.000000000000","37.800000000000","17.000000000000","5.100000000000","42.900000000000"
927,"140242","CENTRAL DUPAGE HOSPITAL","25 NORTH WINFIELD ROAD","WINFIELD","DU PAGE","IL","60190","64.545454545455","45.181818181818","56.000000000000","16.800000000000","61.981818181818"
928,"140250","ADVOCATE SOUTH SUBURBAN HOSPITAL","17800 S KEDZIE AVE","HAZEL CREST","COOK","IL","60429","77.000000000000","53.900000000000","56.000000000000","16.800000000000","70.700000000000"
929,"140251","PRESENCE OUR LADY OF THE RESURRECTION MED CTR","5645 W ADDISON","CHICAGO","COOK","IL","60634","79.000000000000","55.300000000000","21.000000000000","6.300000000000","61.600000000000"
930,"140252","NORTHWEST COMMUNITY HOSPITAL","800 W CENTRAL ROAD","ARLINGTON HEIGHTS","COOK","IL","60005","45.454545454545","31.818181818182","48.000000000000","14.400000000000","46.218181818182"
931,"140258","ALEXIAN BROTHERS MEDICAL CENTER","800 W BIESTERFIELD RD","ELK GROVE VILLAGE","COOK","IL","60007","58.181818181818","40.727272727273","41.000000000000","12.300000000000","53.027272727273"
932,"140275","GENESIS MEDICAL CENTER ILLINI CAMPUS","801 ILLINI DRIVE","SILVIS","ROCK ISLAND","IL","61282","77.000000000000","53.900000000000","38.000000000000","11.400000000000","65.300000000000"
933,"140276","LOYOLA UNIVERSITY MEDICAL CENTER","2160 S 1ST AVENUE","MAYWOOD","COOK","IL","60153","84.545454545455","59.181818181818","30.000000000000","9.000000000000","68.181818181818"
934,"140280","TRINITY ROCK ISLAND","2701 17TH ST","ROCK ISLAND","ROCK ISLAND","IL","61201","61.818181818182","43.272727272727","26.000000000000","7.800000000000","51.072727272727"
935,"140281","NORTHWESTERN MEMORIAL HOSPITAL","251 E HURON ST","CHICAGO","COOK","IL","60611","59.090909090909","41.363636363636","30.000000000000","9.000000000000","50.363636363636"
936,"140286","KISHWAUKEE COMMUNITY HOSPITAL","ONE KISH HOSPITAL DRIVE","DEKALB","DE KALB","IL","60115","52.000000000000","36.400000000000","50.000000000000","15.000000000000","51.400000000000"
937,"140288","ADVOCATE GOOD SAMARITAN HOSPITAL","3815 HIGHLAND AVENUE","DOWNERS GROVE","DU PAGE","IL","60515","73.636363636364","51.545454545455","38.000000000000","11.400000000000","62.945454545455"
938,"140289","ANDERSON HOSPITAL","6800 STATE ROUTE 162","MARYVILLE","MADISON","IL","62062","35.000000000000","24.500000000000","24.000000000000","7.200000000000","31.700000000000"
939,"140290","ST ALEXIUS MEDICAL CENTER","1555 N BARRINGTON RD","HOFFMAN ESTATES","COOK","IL","60194","73.000000000000","51.100000000000","36.000000000000","10.800000000000","61.900000000000"
940,"140291","ADVOCATE GOOD SHEPHERD HOSPITAL","450 WEST HIGHWAY 22","BARRINGTON","LAKE","IL","60010","75.454545454545","52.818181818182","42.000000000000","12.600000000000","65.418181818182"
941,"140292","ADVENTIST GLENOAKS","701 WINTHROP AVENUE","GLENDALE HEIGHTS","DU PAGE","IL","60139","57.000000000000","39.900000000000","32.000000000000","9.600000000000","49.500000000000"
942,"140294","CROSSROADS COMMUNITY HOSPITAL","8 DOCTORS PARK ROAD","MOUNT VERNON","JEFFERSON","IL","62864","71.111111111111","49.777777777778","52.000000000000","15.600000000000","65.377777777778"
943,"140300","PROVIDENT HOSPITAL OF CHICAGO","500 E 51ST ST","CHICAGO","COOK","IL","60615","62.500000000000","43.750000000000","35.000000000000","10.500000000000","54.250000000000"
944,"140304","ADVENTIST BOLINGBROOK HOSPITAL","500 REMINGTON BOULEVARD","BOLINGBROOK","WILL","IL","60440","63.000000000000","44.100000000000","32.000000000000","9.600000000000","53.700000000000"
945,"150001","JOHNSON MEMORIAL HOSPITAL","1125 W JEFFERSON ST","FRANKLIN","JOHNSON","IN","46131","54.444444444444","38.111111111111","44.000000000000","13.200000000000","51.311111111111"
946,"150002","METHODIST HOSPITALS INC","600 GRANT ST","GARY","LAKE","IN","46402","66.363636363636","46.454545454545","49.000000000000","14.700000000000","61.154545454545"
947,"150004","FRANCISCAN ST MARGARET HEALTH - HAMMOND","5454 HOHMAN AVE","HAMMOND","LAKE","IN","46320","53.636363636364","37.545454545455","33.000000000000","9.900000000000","47.445454545455"
948,"150005","HENDRICKS REGIONAL HEALTH","1000 E MAIN ST","DANVILLE","HENDRICKS","IN","46122","62.222222222222","43.555555555556","64.000000000000","19.200000000000","62.755555555556"
949,"150006","INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL","1007 LINCOLNWAY","LA PORTE","LA PORTE","IN","46350","55.454545454545","38.818181818182","21.000000000000","6.300000000000","45.118181818182"
950,"150007","COMMUNITY HOWARD REGIONAL HEALTH INC","3500 S LAFOUNTAIN ST","KOKOMO","HOWARD","IN","46904","48.181818181818","33.727272727273","40.000000000000","12.000000000000","45.727272727273"
951,"150008","ST CATHERINE HOSPITAL INC","4321 FIR ST","EAST CHICAGO","LAKE","IN","46312","72.727272727273","50.909090909091","31.000000000000","9.300000000000","60.209090909091"
952,"150009","CLARK MEMORIAL HOSPITAL","1220 MISSOURI AVE","JEFFERSONVILLE","CLARK","IN","47130","69.000000000000","48.300000000000","43.000000000000","12.900000000000","61.200000000000"
953,"150010","ST JOSEPH HOSPITAL & HEALTH CENTER INC","1907 W SYCAMORE ST","KOKOMO","HOWARD","IN","46904","65.555555555556","45.888888888889","55.000000000000","16.500000000000","62.388888888889"
954,"150011","MARION GENERAL HOSPITAL","441 N WABASH AVE","MARION","GRANT","IN","46952","63.333333333333","44.333333333333","77.000000000000","23.100000000000","67.433333333333"
955,"150012","SAINT JOSEPH REGIONAL MEDICAL CENTER","5215 HOLY CROSS PKWY","MISHAWAKA","ST. JOSEPH","IN","46545","60.909090909091","42.636363636364","54.000000000000","16.200000000000","58.836363636364"
956,"150015","FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY","301 W HOMER ST","MICHIGAN CITY","LA PORTE","IN","46360","85.454545454545","59.818181818182","39.000000000000","11.700000000000","71.518181818182"
957,"150017","LUTHERAN HOSPITAL OF INDIANA","7950 W JEFFERSON BLVD","FORT WAYNE","ALLEN","IN","46804","68.181818181818","47.727272727273","48.000000000000","14.400000000000","62.127272727273"
958,"150018","ELKHART GENERAL HOSPITAL","600 E BLVD","ELKHART","ELKHART","IN","46514","58.181818181818","40.727272727273","40.000000000000","12.000000000000","52.727272727273"
