"ID","Provider Number","Hospital Name","Address","City","County Name","State","ZIP Code","AMI-7a Performance Rate","AMI-7a Achievement Points","AMI-7a Improvement Points","AMI-7a Measure Score","AMI-8a Performance Rate","AMI-8a Achievement Points","AMI Condition/Procedure Score","AMI-8a Improvement Points","AMI-8a Measure Score"
533,"080007","BEEBE MEDICAL CENTER","424 SAVANNAH RD","LEWES","SUSSEX","DE","19958","N/A","N/A","N/A","N/A","0.9655","6 out of 10","6","6 out of 9","6 out of 10"
534,"080009","BAYHEALTH - MILFORD MEMORIAL HOSPITAL","21 WEST CLARKE AVENUE","MILFORD","SUSSEX","DE","19963","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
535,"090001","GEORGE WASHINGTON UNIV HOSPITAL","900 23RD ST NW","WASHINGTON","DISTRICT OF COLUMBIA","DC","20037","N/A","N/A","N/A","N/A","0.6667","0 out of 10","0","0 out of 9","0 out of 10"
536,"090003","HOWARD UNIVERSITY HOSPITAL","2041 GEORGIA AVE NW","WASHINGTON","DISTRICT OF COLUMBIA","DC","20060","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
537,"090004","GEORGETOWN UNIVERSITY HOSPITAL","3800 RESERVOIR RD","WASHINGTON","DISTRICT OF COLUMBIA","DC","20007","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
538,"090005","SIBLEY MEMORIAL HOSPITAL","5255 LOUGHBORO RD NW","WASHINGTON","DISTRICT OF COLUMBIA","DC","20016","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
539,"090006","PROVIDENCE HOSPITAL","1150 VARNUM ST NE","WASHINGTON","DISTRICT OF COLUMBIA","DC","20017","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
540,"090008","UNITED MEDICAL CENTER","1310 SOUTHERN AVENUE  SE","WASHINGTON","DISTRICT OF COLUMBIA","DC","20032","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
541,"090011","WASHINGTON HOSPITAL CENTER","110 IRVING ST NW","WASHINGTON","DISTRICT OF COLUMBIA","DC","20010","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
542,"100001","SHANDS JACKSONVILLE MEDICAL CENTER","655 W 8TH ST","JACKSONVILLE","DUVAL","FL","32209","N/A","N/A","N/A","N/A","0.9394","3 out of 10","6","6 out of 9","6 out of 10"
543,"100002","BETHESDA  HOSPITAL","2815 S SEACREST BLVD","BOYNTON BEACH","PALM BEACH","FL","33435","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
544,"100006","ORLANDO HEALTH","1414 S KUHL AVE","ORLANDO","ORANGE","FL","32806","N/A","N/A","N/A","N/A","0.9310","2 out of 10","2","1 out of 9","2 out of 10"
545,"100007","FLORIDA HOSPITAL","601 E ROLLINS ST","ORLANDO","ORANGE","FL","32803","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
546,"100008","BAPTIST HOSPITAL OF MIAMI INC","8900 N KENDALL DR","MIAMI","DADE","FL","33176","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
547,"100009","UNIVERSITY OF MIAMI HOSPITAL","1400 NW 12TH AVE","MIAMI","DADE","FL","33136","N/A","N/A","N/A","N/A","0.8500","0 out of 10","4","4 out of 9","4 out of 10"
548,"100012","LEE MEMORIAL HOSPITAL","2776 CLEVELAND AVE","FORT MYERS","LEE","FL","33901","N/A","N/A","N/A","N/A","0.8000","0 out of 10","2","2 out of 9","2 out of 10"
549,"100014","BERT FISH MEDICAL CENTER","401 PALMETTO ST","NEW SMYRNA BEACH","VOLUSIA","FL","32170","N/A","N/A","N/A","N/A","0.7647","0 out of 10","0","0 out of 9","0 out of 10"
550,"100017","HALIFAX HEALTH MEDICAL CENTER","303 N CLYDE MORRIS BLVD","DAYTONA BEACH","VOLUSIA","FL","32114","N/A","N/A","N/A","N/A","0.9737","7 out of 10","8","8 out of 9","8 out of 10"
551,"100019","HOLMES REGIONAL MEDICAL CENTER","1350 S HICKORY ST","MELBOURNE","BREVARD","FL","32901","N/A","N/A","N/A","N/A","0.9200","1 out of 10","8","8 out of 9","8 out of 10"
552,"100022","JACKSON MEMORIAL HOSPITAL","1611 NW 12TH AVE","MIAMI","DADE","FL","33136","N/A","N/A","N/A","N/A","0.8831","0 out of 10","6","6 out of 9","6 out of 10"
553,"100023","CITRUS MEMORIAL HOSPITAL","502 W HIGHLAND BLVD","INVERNESS","CITRUS","FL","34452","N/A","N/A","N/A","N/A","0.8846","0 out of 10","3","3 out of 9","3 out of 10"
554,"100025","SACRED HEART HOSPITAL","5151 N 9TH AVE","PENSACOLA","ESCAMBIA","FL","32504","N/A","N/A","N/A","N/A","0.9444","3 out of 10","8","8 out of 9","8 out of 10"
555,"100026","BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM","615 N BONITA AVE","PANAMA CITY","BAY","FL","32401","N/A","N/A","N/A","N/A","0.9444","3 out of 10","8","8 out of 9","8 out of 10"
556,"100028","PARRISH MEDICAL CENTER","951 N WASHINGTON AVE","TITUSVILLE","BREVARD","FL","32796","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
557,"100029","NORTH SHORE MEDICAL CENTER","1100 NW 95TH ST","MIAMI","DADE","FL","33150","N/A","N/A","N/A","N/A","0.9565","5 out of 10","5","N/A","5 out of 10"
558,"100030","HEALTH CENTRAL","10000 W COLONIAL DR","OCOEE","ORANGE","FL","34761","N/A","N/A","N/A","N/A","0.9500","4 out of 10","4","N/A","4 out of 10"
559,"100032","BAYFRONT MEDICAL CENTER INC","701 6TH ST S","SAINT PETERSBURG","PINELLAS","FL","33701","N/A","N/A","N/A","N/A","0.8421","0 out of 10","0","0 out of 9","0 out of 10"
560,"100034","MOUNT SINAI MEDICAL CENTER","4300 ALTON RD","MIAMI BEACH","DADE","FL","33140","N/A","N/A","N/A","N/A","0.9412","3 out of 10","3","1 out of 9","3 out of 10"
561,"100035","MANATEE MEMORIAL HOSPITAL","206 2ND ST E","BRADENTON","MANATEE","FL","34208","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
562,"100038","MEMORIAL REGIONAL HOSPITAL","3501 JOHNSON ST","HOLLYWOOD","BROWARD","FL","33021","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
563,"100039","BROWARD HEALTH MEDICAL CENTER","1600 S ANDREWS AVE","FORT LAUDERDALE","BROWARD","FL","33316","N/A","N/A","N/A","N/A","0.9688","6 out of 10","6","5 out of 9","6 out of 10"
564,"100040","ST VINCENT'S MEDICAL CENTER","1 SHIRCLIFF WAY","JACKSONVILLE","DUVAL","FL","32204","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
565,"100043","MEASE HOSPITAL DUNEDIN","601 MAIN STREET","DUNEDIN","PINELLAS","FL","34698","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
566,"100044","MARTIN MEDICAL CENTER","200 SE HOSPITAL AVE","STUART","MARTIN","FL","34995","N/A","N/A","N/A","N/A","0.9630","5 out of 10","5","0 out of 9","5 out of 10"
567,"100045","FLORIDA HOSPITAL DELAND","701 W PLYMOUTH AVE","DELAND","VOLUSIA","FL","32720","N/A","N/A","N/A","N/A","0.9130","0 out of 10","0","N/A","0 out of 10"
568,"100046","FLORIDA HOSPITAL ZEPHYRHILLS","7050 GALL BLVD","ZEPHYRHILLS","PASCO","FL","33541","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
569,"100047","CHARLOTTE REGIONAL MEDICAL CENTER","809 E MARION AVE","PUNTA GORDA","CHARLOTTE","FL","33950","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
570,"100049","HIGHLANDS REGIONAL MEDICAL CENTER","3600 S HIGHLANDS AVE","SEBRING","HIGHLANDS","FL","33870","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
571,"100050","PALM SPRINGS GENERAL HOSPITAL","1475 W 49TH ST","HIALEAH","DADE","FL","33012","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
572,"100051","SOUTH LAKE HOSPITAL","1900 DON WICKHAM DR","CLERMONT","LAKE","FL","34711","N/A","N/A","N/A","N/A","0.8800","0 out of 10","5","5 out of 9","5 out of 10"
573,"100052","WINTER HAVEN HOSPITAL","200 AVE F NE","WINTER HAVEN","POLK","FL","33881","N/A","N/A","N/A","N/A","0.8846","0 out of 10","1","1 out of 9","1 out of 10"
574,"100053","HIALEAH HOSPITAL","651 E 25TH ST","HIALEAH","DADE","FL","33013","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
575,"100054","TWIN CITIES HOSPITAL","2190 HWY 85 N","NICEVILLE","OKALOOSA","FL","32578","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
576,"100055","FLORIDA HOSPITAL NORTH PINELLAS","1395 S PINELLAS AVE","TARPON SPRINGS","PINELLAS","FL","34689","N/A","N/A","N/A","N/A","0.9412","3 out of 10","3","2 out of 9","3 out of 10"
577,"100057","FLORIDA HOSPITAL WATERMAN","1000 WATERMAN WAY","TAVARES","LAKE","FL","32778","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
578,"100062","MUNROE REGIONAL MEDICAL CENTER","1500 SW 1ST AVE","OCALA","MARION","FL","34474","N/A","N/A","N/A","N/A","0.9811","7 out of 10","7","7 out of 9","7 out of 10"
579,"100063","MORTON PLANT NORTH BAY HOSPITAL","6600 MADISON STREET","NEW PORT RICHEY","PASCO","FL","34652","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","N/A","10 out of 10"
580,"100067","ST ANTHONY'S HOSPITAL","1200 7TH AVENUE NORTH","SAINT PETERSBURG","PINELLAS","FL","33705","N/A","N/A","N/A","N/A","0.9524","4 out of 10","6","6 out of 9","6 out of 10"
581,"100068","FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER","301 MEMORIAL MEDICAL PARKWAY","DAYTONA BEACH","VOLUSIA","FL","32117","N/A","N/A","N/A","N/A","0.9231","1 out of 10","6","6 out of 9","6 out of 10"
582,"100069","FLORIDA HOSPITAL CARROLLWOOD","7171 NORTH DALE MABRY","TAMPA","HILLSBOROUGH","FL","33614","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
583,"100070","VENICE REGIONAL MEDICAL CENTER","540 THE RIALTO","VENICE","SARASOTA","FL","34285","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
584,"100071","BROOKSVILLE REGIONAL HOSPITAL","17240 CORTEZ BLVD","BROOKSVILLE","HERNANDO","FL","34601","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
585,"100072","FLORIDA HOSPITAL FISH MEMORIAL","1055 SAXON BLVD","ORANGE CITY","VOLUSIA","FL","32763","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
586,"100073","HOLY CROSS HOSPITAL INC","4725 N FEDERAL HWY","FORT LAUDERDALE","BROWARD","FL","33308","N/A","N/A","N/A","N/A","0.9750","7 out of 10","7","5 out of 9","7 out of 10"
587,"100075","ST JOSEPH'S HOSPITAL","3001 W MARTIN LUTHER KING JR BLVD","TAMPA","HILLSBOROUGH","FL","33677","N/A","N/A","N/A","N/A","0.9831","8 out of 10","8","7 out of 9","8 out of 10"
588,"100076","METROPOLITAN HOSPITAL OF MIAMI","5959 NW 7TH ST","MIAMI","DADE","FL","33126","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
589,"100077","PEACE RIVER REGIONAL MEDICAL CENTER","2500 HARBOR BLVD","PORT CHARLOTTE","CHARLOTTE","FL","33952","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
590,"100080","JFK MEDICAL CENTER","5301 S CONGRESS AVE","ATLANTIS","PALM BEACH","FL","33462","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
591,"100081","HEALTHMARK REGIONAL MEDICAL CENTER","4413 US HWY 331 S","DEFUNIAK SPRINGS","WALTON","FL","32435","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
592,"100084","LEESBURG REGIONAL MEDICAL CENTER","600 E DIXIE AVE","LEESBURG","LAKE","FL","34748","N/A","N/A","N/A","N/A","0.9655","6 out of 10","6","0 out of 9","6 out of 10"
593,"100086","BROWARD HEALTH NORTH","201 E SAMPLE RD","POMPANO BEACH","BROWARD","FL","33064","N/A","N/A","N/A","N/A","0.9167","0 out of 10","0","N/A","0 out of 10"
594,"100087","SARASOTA MEMORIAL HOSPITAL","1700 S TAMIAMI TRL","SARASOTA","SARASOTA","FL","34239","N/A","N/A","N/A","N/A","0.9508","4 out of 10","7","7 out of 9","7 out of 10"
595,"100088","BAPTIST MEDICAL CENTER","800 PRUDENTIAL DR","JACKSONVILLE","DUVAL","FL","32207","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
596,"100090","FLAGLER HOSPITAL","400 HEALTH PARK BLVD","SAINT AUGUSTINE","ST. JOHNS","FL","32086","N/A","N/A","N/A","N/A","0.8333","0 out of 10","0","0 out of 9","0 out of 10"
597,"100092","WUESTHOFF MEDICAL CENTER  ROCKLEDGE","110 LONGWOOD AVE","ROCKLEDGE","BREVARD","FL","32955","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
598,"100093","BAPTIST HOSPITAL","1000 W MORENO ST","PENSACOLA","ESCAMBIA","FL","32501","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
599,"100099","LAKE WALES MEDICAL CENTER","410 S 11TH ST","LAKE WALES","POLK","FL","33853","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
600,"100102","SHANDS LAKE SHORE REGIONAL MEDICAL CENTER","368 NE FRANKLIN ST","LAKE CITY","COLUMBIA","FL","32055","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
601,"100105","INDIAN RIVER MEDICAL CENTER","1000 36TH ST","VERO BEACH","INDIAN RIVER","FL","32960","N/A","N/A","N/A","N/A","0.9744","7 out of 10","9","9 out of 9","9 out of 10"
602,"100106","DOCTOR'S MEMORIAL HOSPITAL INC","333 N BYRON BUTLER PKWY","PERRY","TAYLOR","FL","32348","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
603,"100107","LEHIGH REGIONAL MEDICAL CENTER","1500 LEE BLVD","LEHIGH ACRES","LEE","FL","33936","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
604,"100109","FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER","4200 SUN N' LAKE BLVD","SEBRING","HIGHLANDS","FL","33871","N/A","N/A","N/A","N/A","0.9524","4 out of 10","4","1 out of 9","4 out of 10"
605,"100110","OSCEOLA REGIONAL MEDICAL CENTER","700 WEST OAK STREET","KISSIMMEE","OSCEOLA","FL","34741","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
606,"100113","SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA","1600 SW ARCHER RD","GAINESVILLE","ALACHUA","FL","32610","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
607,"100117","BAPTIST MEDICAL CENTER  BEACHES","1350 13TH AVE S","JACKSONVILLE BEACH","DUVAL","FL","32250","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
608,"140177","JACKSON PARK HOSPITAL","7531 S STONY ISLAND AVE","CHICAGO","COOK","IL","60649","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
609,"140179","LITTLE COMPANY OF MARY HOSPITAL","2800 W 95TH ST","EVERGREEN PARK","COOK","IL","60805","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
610,"140180","PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER","2233 W DIVISION ST","CHICAGO","COOK","IL","60622","N/A","N/A","N/A","N/A","0.9412","3 out of 10","3","0 out of 9","3 out of 10"
611,"140181","SOUTH SHORE HOSPITAL","8012 SOUTH CRANDON AVENUE","CHICAGO","COOK","IL","60617","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
612,"140182","ADVOCATE ILLINOIS MASONIC MEDICAL CENTER","836 WEST WELLINGTON AVENUE","CHICAGO","COOK","IL","60657","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
613,"140184","HEARTLAND REGIONAL MEDICAL CENTER","3333 W DE YOUNG","MARION","WILLIAMSON","IL","62959","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
614,"140185","MEMORIAL HOSPITAL","4500 MEMORIAL DRIVE","BELLEVILLE","ST. CLAIR","IL","62226","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
615,"140186","RIVERSIDE MEDICAL CENTER","350 N WALL ST","KANKAKEE","KANKAKEE","IL","60901","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
616,"140187","ST ELIZABETH HOSPITAL","211 S THIRD ST","BELLEVILLE","ST. CLAIR","IL","62220","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
617,"140189","SARAH BUSH LINCOLN HEALTH CENTER","1000 HEALTH CENTER DRIVE P O BOX 372","MATTOON","COLES","IL","61938","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
618,"140191","INGALLS MEMORIAL HOSPITAL","ONE INGALLS DRIVE","HARVEY","COOK","IL","60426","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
619,"140200","ELMHURST MEMORIAL HOSPITAL","155 EAST BRUSH HILL ROAD","ELMHURST","DU PAGE","IL","60126","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
620,"140202","ADVOCATE CONDELL MEDICAL CENTER","801 S MILWAUKEE AVE","LIBERTYVILLE","LAKE","IL","60048","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
621,"140206","NORWEGIAN-AMERICAN HOSPITAL","1044 N FRANCISCO AVE","CHICAGO","COOK","IL","60622","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
622,"140208","ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER","4440 W 95TH STREET","OAK LAWN","COOK","IL","60453","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
623,"140209","METHODIST MEDICAL CENTER OF ILLINOIS","221 N E GLEN OAK AVE","PEORIA","PEORIA","IL","61636","N/A","N/A","N/A","N/A","0.9048","0 out of 10","1","1 out of 9","1 out of 10"
624,"140210","HARRISBURG MEDICAL CENTER","100 DOCTOR WARREN TUTTLE DR","HARRISBURG","SALINE","IL","62946","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
625,"140211","DELNOR COMMUNITY HOSPITAL","300 RANDALL RD","GENEVA","KANE","IL","60134","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
626,"140213","SILVER CROSS HOSPITAL  AND MEDICAL CENTERS","1900 SILVER CROSS BLVD","NEW LENOX","WILL","IL","60451","N/A","N/A","N/A","N/A","0.8974","0 out of 10","0","0 out of 9","0 out of 10"
627,"140217","PRESENCE SAINT JOSEPH HOSPITAL - ELGIN","77 N AIRLITE STREET","ELGIN","KANE","IL","60123","N/A","N/A","N/A","N/A","0.8182","0 out of 10","0","0 out of 9","0 out of 10"
628,"140223","ADVOCATE LUTHERAN GENERAL HOSPITAL","1775 DEMPSTER ST","PARK RIDGE","COOK","IL","60068","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
629,"140224","PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO","2900 NORTH LAKE SHORE DRIVE","CHICAGO","COOK","IL","60657","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
630,"140228","SWEDISH AMERICAN HOSPITAL","1401 EAST STATE STREET","ROCKFORD","WINNEBAGO","IL","61104","N/A","N/A","N/A","N/A","0.8621","0 out of 10","0","0 out of 9","0 out of 10"
631,"140231","EDWARD HOSPITAL","801 SOUTH WASHINGTON","NAPERVILLE","DU PAGE","IL","60540","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
632,"140233","SAINT ANTHONY MEDICAL CENTER","5666 EAST STATE STREET","ROCKFORD","WINNEBAGO","IL","61108","N/A","N/A","N/A","N/A","0.9750","7 out of 10","8","8 out of 9","8 out of 10"
633,"140234","ILLINOIS VALLEY COMMUNITY HOSPITAL","925 WEST ST","PERU","LA SALLE","IL","61354","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
634,"140239","ROCKFORD MEMORIAL HOSPITAL","2400 NORTH ROCKTON AVENUE","ROCKFORD","WINNEBAGO","IL","61103","N/A","N/A","N/A","N/A","0.7500","0 out of 10","0","0 out of 9","0 out of 10"
635,"140240","WESTLAKE COMMUNITY HOSPITAL","1225 LAKE ST","MELROSE PARK","COOK","IL","60160","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
636,"140242","CENTRAL DUPAGE HOSPITAL","25 NORTH WINFIELD ROAD","WINFIELD","DU PAGE","IL","60190","N/A","N/A","N/A","N/A","0.9286","2 out of 10","2","0 out of 9","2 out of 10"
637,"140250","ADVOCATE SOUTH SUBURBAN HOSPITAL","17800 S KEDZIE AVE","HAZEL CREST","COOK","IL","60429","N/A","N/A","N/A","N/A","0.9412","3 out of 10","3","0 out of 9","3 out of 10"
638,"140251","PRESENCE OUR LADY OF THE RESURRECTION MED CTR","5645 W ADDISON","CHICAGO","COOK","IL","60634","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
639,"140252","NORTHWEST COMMUNITY HOSPITAL","800 W CENTRAL ROAD","ARLINGTON HEIGHTS","COOK","IL","60005","N/A","N/A","N/A","N/A","0.9286","2 out of 10","2","0 out of 9","2 out of 10"
640,"140258","ALEXIAN BROTHERS MEDICAL CENTER","800 W BIESTERFIELD RD","ELK GROVE VILLAGE","COOK","IL","60007","N/A","N/A","N/A","N/A","0.9565","5 out of 10","5","0 out of 9","5 out of 10"
641,"140275","GENESIS MEDICAL CENTER ILLINI CAMPUS","801 ILLINI DRIVE","SILVIS","ROCK ISLAND","IL","61282","N/A","N/A","N/A","N/A","0.9474","4 out of 10","5","5 out of 9","5 out of 10"
642,"140276","LOYOLA UNIVERSITY MEDICAL CENTER","2160 S 1ST AVENUE","MAYWOOD","COOK","IL","60153","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
643,"140280","TRINITY ROCK ISLAND","2701 17TH ST","ROCK ISLAND","ROCK ISLAND","IL","61201","N/A","N/A","N/A","N/A","0.9524","4 out of 10","6","6 out of 9","6 out of 10"
644,"140281","NORTHWESTERN MEMORIAL HOSPITAL","251 E HURON ST","CHICAGO","COOK","IL","60611","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
645,"140286","KISHWAUKEE COMMUNITY HOSPITAL","ONE KISH HOSPITAL DRIVE","DEKALB","DE KALB","IL","60115","N/A","N/A","N/A","N/A","0.8696","0 out of 10","5","5 out of 9","5 out of 10"
646,"140288","ADVOCATE GOOD SAMARITAN HOSPITAL","3815 HIGHLAND AVENUE","DOWNERS GROVE","DU PAGE","IL","60515","N/A","N/A","N/A","N/A","0.9643","6 out of 10","6","0 out of 9","6 out of 10"
647,"140289","ANDERSON HOSPITAL","6800 STATE ROUTE 162","MARYVILLE","MADISON","IL","62062","N/A","N/A","N/A","N/A","0.7813","0 out of 10","0","N/A","0 out of 10"
648,"140290","ST ALEXIUS MEDICAL CENTER","1555 N BARRINGTON RD","HOFFMAN ESTATES","COOK","IL","60194","N/A","N/A","N/A","N/A","0.9545","4 out of 10","4","2 out of 9","4 out of 10"
649,"140291","ADVOCATE GOOD SHEPHERD HOSPITAL","450 WEST HIGHWAY 22","BARRINGTON","LAKE","IL","60010","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
650,"140292","ADVENTIST GLENOAKS","701 WINTHROP AVENUE","GLENDALE HEIGHTS","DU PAGE","IL","60139","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","N/A","10 out of 10"
651,"140294","CROSSROADS COMMUNITY HOSPITAL","8 DOCTORS PARK ROAD","MOUNT VERNON","JEFFERSON","IL","62864","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
652,"140300","PROVIDENT HOSPITAL OF CHICAGO","500 E 51ST ST","CHICAGO","COOK","IL","60615","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
653,"140304","ADVENTIST BOLINGBROOK HOSPITAL","500 REMINGTON BOULEVARD","BOLINGBROOK","WILL","IL","60440","N/A","N/A","N/A","N/A","0.9412","3 out of 10","3","0 out of 9","3 out of 10"
654,"100118","FLORIDA HOSPITAL FLAGLER","60 MEMORIAL MEDICAL PKWY","PALM COAST","FLAGLER","FL","32164","N/A","N/A","N/A","N/A","0.8235","0 out of 10","0","N/A","0 out of 10"
655,"100121","BARTOW REGIONAL MEDICAL CENTER","2200 OSPREY BLVD","BARTOW","POLK","FL","33831","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
656,"100122","NORTH OKALOOSA MEDICAL CENTER","151 REDSTONE AVE SE","CRESTVIEW","OKALOOSA","FL","32539","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","N/A","10 out of 10"
657,"100124","SANTA ROSA MEDICAL CENTER","6002 BERRYHILL RD","MILTON","SANTA ROSA","FL","32570","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
658,"100125","HOMESTEAD HOSPITAL","975 BAPTIST WAY","HOMESTEAD","DADE","FL","33033","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
659,"100126","PALMS OF PASADENA HOSPITAL","1501 PASADENA AVE SOUTH","SAINT PETERSBURG","PINELLAS","FL","33707","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
660,"100127","MORTON PLANT HOSPITAL","300 PINELLAS ST","CLEARWATER","PINELLAS","FL","33756","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
661,"100128","TAMPA GENERAL HOSPITAL","1 TAMPA GENERAL CIRCLE","TAMPA","HILLSBOROUGH","FL","33606","N/A","N/A","N/A","N/A","0.9091","0 out of 10","4","4 out of 9","4 out of 10"
662,"100130","LAKESIDE MEDICAL CENTER","39200 HOOKER HWY","BELLE GLADE","PALM BEACH","FL","33430","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
663,"100131","AVENTURA HOSPITAL AND MEDICAL CENTER","20900 BISCAYNE BLVD","AVENTURA","DADE","FL","33180","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
664,"100132","SOUTH FLORIDA BAPTIST HOSPITAL","301 N ALEXANDER ST","PLANT CITY","HILLSBOROUGH","FL","33563","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
