"ID","Provider Number","Hospital Name","Address","City","County Name","State","ZIP Code","HF-1 Performance Rate","HF-1 Achievement Points","HF Condition/Procedure Score","HF-1 Improvement Points","HF-1 Measure Score"
699,"100220","GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM","13681 DOCTOR'S WAY","FORT MYERS","LEE","FL","33912","0.7606","0 out of 10","2","2 out of 9","2 out of 10"
700,"100223","FORT WALTON BEACH MEDICAL CENTER","1000 MAR-WALT DR","FORT WALTON BEACH","OKALOOSA","FL","32547","0.9821","8 out of 10","8","7 out of 9","8 out of 10"
701,"100224","UNIVERSITY HOSPITAL AND MEDICAL CENTER","7201 N UNIVERSITY DR","TAMARAC","BROWARD","FL","33321","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
702,"100226","ORANGE PARK MEDICAL CENTER","2001 KINGSLEY AVE","ORANGE PARK","CLAY","FL","32073","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
703,"100228","WESTSIDE REGIONAL MEDICAL CENTER","8201 W BROWARD BLVD","PLANTATION","BROWARD","FL","33324","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
704,"100230","MEMORIAL HOSPITAL PEMBROKE","7800 SHERIDAN ST","PEMBROKE PINES","BROWARD","FL","33024","0.9930","9 out of 10","9","4 out of 9","9 out of 10"
705,"100231","WEST FLORIDA HOSPITAL","8383 N DAVIS HWY","PENSACOLA","ESCAMBIA","FL","32514","0.9431","4 out of 10","4","0 out of 9","4 out of 10"
706,"100232","PUTNAM COMMUNITY MEDICAL CENTER","611 ZEAGLER DR","PALATKA","PUTNAM","FL","32177","0.9919","9 out of 10","9","8 out of 9","9 out of 10"
707,"100234","WEST PALM HOSPITAL","2201 45TH ST","WEST PALM BEACH","PALM BEACH","FL","33407","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
708,"100236","FAWCETT MEMORIAL HOSPITAL","21298 OLEAN BLVD","PORT CHARLOTTE","CHARLOTTE","FL","33952","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
709,"100238","NORTHSIDE HOSPITAL","6000 49TH STREET N","SAINT PETERSBURG","PINELLAS","FL","33709","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
710,"100239","EDWARD WHITE HOSPITAL","2323 9TH AVE N","SAINT PETERSBURG","PINELLAS","FL","33713","0.9118","1 out of 10","1","0 out of 9","1 out of 10"
711,"100242","GULF COAST MEDICAL CENTER","449 W 23RD ST","PANAMA CITY","BAY","FL","32405","0.9556","5 out of 10","5","4 out of 9","5 out of 10"
712,"100243","BRANDON REGIONAL HOSPITAL","119 OAKFIELD DR","BRANDON","HILLSBOROUGH","FL","33511","0.9925","9 out of 10","9","9 out of 9","9 out of 10"
713,"100244","CAPE CORAL HOSPITAL","636 DEL PRADO BLVD","CAPE CORAL","LEE","FL","33990","0.7135","0 out of 10","1","1 out of 9","1 out of 10"
714,"100246","LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE","1700 S 23RD ST","FORT PIERCE","ST. LUCIE","FL","34950","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
715,"100248","LARGO MEDICAL CENTER","201 14TH ST SW","LARGO","PINELLAS","FL","33770","0.9540","5 out of 10","5","0 out of 9","5 out of 10"
716,"100249","SEVEN RIVERS REGIONAL MEDICAL CENTER","6201 N SUNCOAST BLVD","CRYSTAL RIVER","CITRUS","FL","34428","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
717,"100252","RAULERSON HOSPITAL","1796 HWY 441 NORTH","OKEECHOBEE","OKEECHOBEE","FL","34972","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
718,"100253","JUPITER MEDICAL CENTER","1210 S OLD DIXIE HWY","JUPITER","PALM BEACH","FL","33458","0.9655","6 out of 10","8","8 out of 9","8 out of 10"
719,"100254","CAPITAL REGIONAL MEDICAL CENTER","2626 CAPITAL MEDICAL BLVD","TALLAHASSEE","LEON","FL","32308","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
720,"100255","TOWN & COUNTRY HOSPITAL","6001 WEBB RD","TAMPA","HILLSBOROUGH","FL","33615","0.9865","8 out of 10","8","8 out of 9","8 out of 10"
721,"100256","REGIONAL MEDICAL CENTER BAYONET POINT","14000 FIVAY ROAD","HUDSON","PASCO","FL","34667","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
722,"100258","DELRAY MEDICAL CENTER","5352 LINTON BLVD","DELRAY BEACH","PALM BEACH","FL","33484","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
723,"100259","SOUTH BAY HOSPITAL","4016 SUN CITY CENTER BLVD","SUN CITY CENTER","HILLSBOROUGH","FL","33573","0.9597","6 out of 10","6","4 out of 9","6 out of 10"
724,"100260","ST LUCIE MEDICAL CENTER","1800 SE TIFFANY AVE","PORT SAINT LUCIE","ST. LUCIE","FL","34952","0.9959","9 out of 10","9","0 out of 9","9 out of 10"
725,"100264","OAK HILL HOSPITAL","11375 CORTEZ BLVD","BROOKSVILLE","HERNANDO","FL","34613","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
726,"100265","MEASE COUNTRYSIDE HOSPITAL","3231 MCMULLEN BOOTH RD","SAFETY HARBOR","PINELLAS","FL","34695","0.9331","3 out of 10","3","0 out of 9","3 out of 10"
727,"100266","GULF BREEZE HOSPITAL","1110 GULF BREEZE PKWY","GULF BREEZE","SANTA ROSA","FL","32561","0.9420","4 out of 10","4","4 out of 9","4 out of 10"
728,"100267","ENGLEWOOD COMMUNITY HOSPITAL","700 MEDICAL BLVD","ENGLEWOOD","SARASOTA","FL","34223","0.9756","7 out of 10","7","6 out of 9","7 out of 10"
729,"100268","WEST BOCA MEDICAL CENTER","21644 STATE RD 7","BOCA RATON","PALM BEACH","FL","33428","0.9910","9 out of 10","9","8 out of 9","9 out of 10"
730,"100269","PALMS WEST HOSPITAL","13001 SOUTHERN BLVD","LOXAHATCHEE","PALM BEACH","FL","33470","0.9922","9 out of 10","9","0 out of 9","9 out of 10"
731,"100275","WELLINGTON REGIONAL MEDICAL CENTER","10101 FOREST HILL BLVD","WELLINGTON","PALM BEACH","FL","33414","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
732,"100276","BROWARD HEALTH CORAL SPRINGS","3000 CORAL HILLS DR","CORAL SPRINGS","BROWARD","FL","33065","0.9320","3 out of 10","7","7 out of 9","7 out of 10"
733,"100281","MEMORIAL HOSPITAL WEST","703 N FLAMINGO RD","PEMBROKE PINES","BROWARD","FL","33028","0.9912","9 out of 10","9","5 out of 9","9 out of 10"
734,"100284","WESTCHESTER GENERAL HOSPITAL","2500 SW 75TH AVE","MIAMI","DADE","FL","33155","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
735,"100285","MEMORIAL HOSPITAL MIRAMAR","1901 SW 172ND AVE","MIRAMAR","BROWARD","FL","33029","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
736,"100286","PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE","6101 PINE RIDGE ROAD","NAPLES","COLLIER","FL","34119","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
737,"100287","GOOD SAMARITAN MEDICAL CENTER","1309 N FLAGLER DR","WEST PALM BEACH","PALM BEACH","FL","33401","0.9912","9 out of 10","9","8 out of 9","9 out of 10"
738,"100288","ST MARY'S MEDICAL CENTER","901 45TH ST","WEST PALM BEACH","PALM BEACH","FL","33407","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
739,"100289","CLEVELAND CLINIC HOSPITAL","3100 WESTON RD","WESTON","BROWARD","FL","33331","0.9901","9 out of 10","9","5 out of 9","9 out of 10"
740,"100290","VILLAGES REGIONAL HOSPITAL, THE","1451 EL CAMINO REAL","THE VILLAGES","SUMTER","FL","32159","0.9189","2 out of 10","3","3 out of 9","3 out of 10"
741,"100291","WUESTHOFF MEDICAL CENTER - MELBOURNE","250 NORTH WICKHAM ROAD","MELBOURNE","BREVARD","FL","32935","0.5714","0 out of 10","0","0 out of 9","0 out of 10"
742,"100292","SACRED HEART HOSPITAL ON THE EMERALD COAST","7800 US HWY 98 W","MIRAMAR BEACH","WALTON","FL","32550","0.9545","5 out of 10","7","7 out of 9","7 out of 10"
743,"100296","DOCTORS HOSPITAL INC","5000 UNIVERSITY DR","CORAL GABLES","DADE","FL","33146","0.9313","3 out of 10","3","1 out of 9","3 out of 10"
744,"100299","LAKEWOOD RANCH MEDICAL CENTER","8330 LAKEWOOD RANCH BOULEVARD","BRADENTON","MANATEE","FL","34202","0.7794","0 out of 10","0","0 out of 9","0 out of 10"
745,"100302","ST CLOUD REGIONAL MEDICAL CENTER","2906 17TH STREET","SAINT CLOUD","OSCEOLA","FL","34769","0.9778","7 out of 10","7","5 out of 9","7 out of 10"
746,"100307","ST VINCENT'S MEDICAL CENTER SOUTHSIDE","4201 BELFORT RD","JACKSONVILLE","DUVAL","FL","32216","0.9314","3 out of 10","3","0 out of 9","3 out of 10"
747,"100314","WEST KENDALL BAPTIST HOSPITAL","9555 SW 162 AVE","MIAMI","DADE","FL","33196","1.0000","10 out of 10","10","N/A","10 out of 10"
748,"100315","VIERA HOSPITAL","8745 N WICKHAM RD","VIERA","BREVARD","FL","32940","0.9500","5 out of 10","5","N/A","5 out of 10"
749,"100316","PALM BAY HOSPITAL","1425 MALABAR RD, NE","PALM BAY","BREVARD","FL","32907","1.0000","10 out of 10","10","N/A","10 out of 10"
750,"110001","HAMILTON MEDICAL CENTER","1200 MEMORIAL DRIVE","DALTON","WHITFIELD","GA","30720","0.8667","0 out of 10","3","3 out of 9","3 out of 10"
751,"110002","UPSON REGIONAL MEDICAL CENTER","801 W GORDON STREET","THOMASTON","UPSON","GA","30286","0.9091","1 out of 10","5","5 out of 9","5 out of 10"
752,"110003","MAYO CLINIC HEALTH SYSTEM IN WAYCROSS, INC","1900 TEBEAU STREET","WAYCROSS","WARE","GA","31501","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
753,"110004","HUTCHESON MEDICAL CENTER","100 GROSS CRESCENT","FORT OGLETHORPE","CATOOSA","GA","30742","0.7692","0 out of 10","0","0 out of 9","0 out of 10"
754,"110005","NORTHSIDE HOSPITAL FORSYTH","1200 NORTHSIDE FORSYTH DRIVE","CUMMING","FORSYTH","GA","30041","0.9872","8 out of 10","8","8 out of 9","8 out of 10"
755,"110006","ST MARY'S HOSPITAL","1230 BAXTER STREET","ATHENS","CLARKE","GA","30606","0.9030","0 out of 10","2","2 out of 9","2 out of 10"
756,"110007","PHOEBE PUTNEY MEMORIAL HOSPITAL","417 THIRD AVENUE","ALBANY","DOUGHERTY","GA","31703","0.6437","0 out of 10","3","3 out of 9","3 out of 10"
757,"110008","NORTHSIDE HOSPITAL CHEROKEE","201 HOSPITAL ROAD","CANTON","CHEROKEE","GA","30114","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
758,"110010","EMORY UNIVERSITY HOSPITAL","1364 CLIFTON ROAD, NE","ATLANTA","DE KALB","GA","30322","0.9713","7 out of 10","7","7 out of 9","7 out of 10"
759,"110011","TANNER MEDICAL CENTER - CARROLLTON","705 DIXIE STREET","CARROLLTON","CARROLL","GA","30117","0.9930","9 out of 10","9","7 out of 9","9 out of 10"
760,"110015","TANNER MEDICAL CENTER VILLA RICA","601 DALLAS HIGHWAY","VILLA RICA","CARROLL","GA","30180","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
761,"110016","WEST GEORGIA MEDICAL CENTER","1514 VERNON ROAD","LAGRANGE","TROUP","GA","30240","0.9513","5 out of 10","6","6 out of 9","6 out of 10"
762,"110018","NEWTON MEDICAL CENTER","5126 HOSPITAL DRIVE NE","COVINGTON","NEWTON","GA","30014","0.9542","5 out of 10","5","0 out of 9","5 out of 10"
763,"110023","GORDON HOSPITAL","1035 RED BUD ROAD","CALHOUN","GORDON","GA","30701","0.8772","0 out of 10","4","4 out of 9","4 out of 10"
764,"110024","CANDLER HOSPITAL","5353 REYNOLDS STREET","SAVANNAH","CHATHAM","GA","31412","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
765,"110025","SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS","2415 PARKWOOD DRIVE","BRUNSWICK","GLYNN","GA","31520","0.7989","0 out of 10","0","0 out of 9","0 out of 10"
766,"110026","ELBERT MEMORIAL HOSPITAL","4 MEDICAL DRIVE","ELBERTON","ELBERT","GA","30635","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
767,"110027","TY COBB REGIONAL MEDICAL CENTER, LLC","367 CLEAR CREEK PARKWAY","LAVONIA","FRANKLIN","GA","30553","0.6818","0 out of 10","0","0 out of 9","0 out of 10"
768,"110028","UNIVERSITY HOSPITAL","1350 WALTON WAY","AUGUSTA","RICHMOND","GA","30901","0.9950","9 out of 10","9","8 out of 9","9 out of 10"
769,"110029","NORTHEAST GEORGIA MEDICAL CENTER, INC","743 SPRING STREET","GAINESVILLE","HALL","GA","30501","0.9355","3 out of 10","8","8 out of 9","8 out of 10"
770,"110030","CARTERSVILLE MEDICAL CENTER","960 JOE FRANK HARRIS PARKWAY","CARTERSVILLE","BARTOW","GA","30120","0.8764","0 out of 10","0","0 out of 9","0 out of 10"
771,"110031","SPALDING REGIONAL MEDICAL CENTER","601 SOUTH 8TH STREET","GRIFFIN","SPALDING","GA","30223","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
772,"110032","STEPHENS COUNTY HOSPITAL","163 HOSPITAL DRIVE","TOCCOA","STEPHENS","GA","30577","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
773,"110034","MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS","1120 15TH STREET","AUGUSTA","RICHMOND","GA","30912","0.9034","0 out of 10","4","4 out of 9","4 out of 10"
774,"110035","WELLSTAR KENNESTONE HOSPITAL","677 CHURCH STREET","MARIETTA","COBB","GA","30060","0.6051","0 out of 10","0","0 out of 9","0 out of 10"
775,"110036","MEMORIAL HEALTH UNIV MED CEN, INC","4700 WATERS AVENUE","SAVANNAH","CHATHAM","GA","31403","0.9897","8 out of 10","8","7 out of 9","8 out of 10"
776,"110038","JOHN D ARCHBOLD MEMORIAL HOSPITAL","915 GORDON AVENUE & MIMOSA DRIVE","THOMASVILLE","THOMAS","GA","31792","0.9737","7 out of 10","8","8 out of 9","8 out of 10"
777,"110039","TRINITY HOSPITAL OF AUGUSTA","2260 WRIGHTSBORO RD","AUGUSTA","RICHMOND","GA","30904","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
778,"110040","NORTHRIDGE MEDICAL CENTER","70 MEDICAL CENTER DRIVE","COMMERCE","JACKSON","GA","30529","0.8205","0 out of 10","0","0 out of 9","0 out of 10"
779,"110041","HABERSHAM COUNTY MEDICAL CTR","541 HISTORIC HIGHWAY 441-NORTH","DEMOREST","HABERSHAM","GA","30535","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
780,"110042","WELLSTAR PAULDING HOSPITAL","600 W MEMORIAL DR","DALLAS","PAULDING","GA","30132","0.9565","5 out of 10","8","8 out of 9","8 out of 10"
781,"110043","ST JOSEPH'S HOSPITAL - SAVANNAH","11705 MERCY BOULEVARD","SAVANNAH","CHATHAM","GA","31419","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
782,"110044","PHOEBE SUMTER MEDICAL CENTER","126 HIGHWAY 280 W","AMERICUS","SUMTER","GA","31719","0.6833","0 out of 10","0","0 out of 9","0 out of 10"
783,"110045","BARROW REGIONAL MEDICAL CENTER","316 NORTH BROAD STREET","WINDER","BARROW","GA","30680","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
784,"110046","CLEARVIEW  REGIONAL MEDICAL CENTER","2151 WEST SPRING STREET","MONROE","WALTON","GA","30655","0.9857","8 out of 10","8","0 out of 9","8 out of 10"
785,"110051","UNION GENERAL HOSPITAL","35 HOSPITAL ROAD","BLAIRSVILLE","UNION","GA","30512","0.8000","0 out of 10","0","0 out of 9","0 out of 10"
786,"110054","FLOYD MEDICAL CENTER","304 TURNER MCCALL BLVD P O BOX 233","ROME","FLOYD","GA","30162","0.7941","0 out of 10","0","0 out of 9","0 out of 10"
787,"110064","MEDICAL CENTER, THE","710 CENTER ST BOX 951","COLUMBUS","MUSCOGEE","GA","31901","0.9252","2 out of 10","4","4 out of 9","4 out of 10"
788,"110069","HOUSTON MEDICAL CENTER","1601 WATSON BOULEVARD","WARNER ROBINS","HOUSTON","GA","31093","0.8134","0 out of 10","2","2 out of 9","2 out of 10"
789,"110074","ATHENS REGIONAL MEDICAL CENTER","1199 PRINCE AVENUE","ATHENS","CLARKE","GA","30606","0.8587","0 out of 10","0","0 out of 9","0 out of 10"
790,"110075","EAST GEORGIA REGIONAL MEDICAL CENTER","1499 FAIR ROAD","STATESBORO","BULLOCH","GA","30458","0.9953","9 out of 10","9","7 out of 9","9 out of 10"
791,"110076","DEKALB MEDICAL CENTER","2701 N DECATUR ROAD","DECATUR","DE KALB","GA","30033","0.9598","6 out of 10","7","7 out of 9","7 out of 10"
792,"110078","EMORY UNIVERSITY HOSPITAL MIDTOWN","550 PEACHTREE ST NE","ATLANTA","FULTON","GA","30308","0.9738","7 out of 10","8","8 out of 9","8 out of 10"
793,"110079","GRADY MEMORIAL HOSPITAL","80 JESSE HILL, JR DRIVE SE","ATLANTA","FULTON","GA","30303","0.9147","1 out of 10","2","2 out of 9","2 out of 10"
794,"110082","SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC","5665 PEACHTREE DUNWOODY ROAD","ATLANTA","FULTON","GA","30342","0.8973","0 out of 10","5","5 out of 9","5 out of 10"
795,"110083","PIEDMONT HOSPITAL","1968 PEACHTREE RD NW","ATLANTA","FULTON","GA","30309","0.9015","0 out of 10","2","2 out of 9","2 out of 10"
796,"110086","WASHINGTON COUNTY REGIONAL MEDICAL CENTER","610 SPARTA ROAD","SANDERSVILLE","WASHINGTON","GA","31082","0.8378","0 out of 10","2","2 out of 9","2 out of 10"
797,"110087","GWINNETT MEDICAL CENTER","1000 MEDICAL CENTER BOULEVARD","LAWRENCEVILLE","GWINNETT","GA","30045","0.9089","1 out of 10","1","1 out of 9","1 out of 10"
798,"110089","COFFEE REGIONAL MEDICAL CENTER","1101 OCILLA ROAD","DOUGLAS","COFFEE","GA","31533","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
799,"110091","ROCKDALE MEDICAL CENTER","1412 MILSTEAD AVENUE, NE","CONYERS","ROCKDALE","GA","30012","0.9588","5 out of 10","6","6 out of 9","6 out of 10"
800,"110092","DODGE COUNTY HOSPITAL","901 GRIFFIN AVE","EASTMAN","DODGE","GA","31023","0.9615","6 out of 10","7","7 out of 9","7 out of 10"
801,"110095","TIFT REGIONAL MEDICAL CENTER","901 E 18TH STREET","TIFTON","TIFT","GA","31793","0.9689","6 out of 10","7","7 out of 9","7 out of 10"
802,"110104","CRISP REGIONAL HOSPITAL","902 7TH STREET NORTH","CORDELE","CRISP","GA","31015","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
803,"110105","COLQUITT REGIONAL MEDICAL CENTER","3131 THOMASVILLE HWY BOX 40","MOULTRIE","COLQUITT","GA","31768","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
804,"110107","MEDICAL CENTER OF CENTRAL GEORGIA","777 HEMLOCK STREET","MACON","BIBB","GA","31201","0.9167","1 out of 10","6","6 out of 9","6 out of 10"
805,"110109","EMANUEL MEDICAL CENTER","117 KITE ROAD","SWAINSBORO","EMANUEL","GA","30401","0.8636","0 out of 10","5","5 out of 9","5 out of 10"
806,"110111","UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL CENTER","521 HILL STREET, SW","THOMSON","MCDUFFIE","GA","30824","0.6154","0 out of 10","5","5 out of 9","5 out of 10"
807,"110115","ATLANTA MEDICAL CENTER","303 PARKWAY DR NE","ATLANTA","FULTON","GA","30312","0.9489","5 out of 10","5","0 out of 9","5 out of 10"
808,"110121","GRADY GENERAL HOSPITAL","1155 5TH STREET, SE","CAIRO","GRADY","GA","39828","0.9600","6 out of 10","6","0 out of 9","6 out of 10"
809,"110122","SOUTH GEORGIA MEDICAL CENTER","2501 NORTH PATTERSON STREET, PO BOX 1727","VALDOSTA","LOWNDES","GA","31603","0.9213","2 out of 10","7","7 out of 9","7 out of 10"
810,"110124","WAYNE MEMORIAL HOSPITAL","865 SOUTH FIRST STREET","JESUP","WAYNE","GA","31545","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
811,"110125","FAIRVIEW PARK HOSPITAL","200 INDUSTRIAL BOULEVARD","DUBLIN","LAURENS","GA","31021","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
812,"110128","MEADOWS REGIONAL MEDICAL CENTER","ONE MEADOWS PARKWAY","VIDALIA","TOOMBS","GA","30474","0.6696","0 out of 10","0","0 out of 9","0 out of 10"
813,"110129","ST FRANCIS HOSPITAL, INC","2122 MANCHESTER EXPRESSWAY","COLUMBUS","MUSCOGEE","GA","31995","0.8488","0 out of 10","1","1 out of 9","1 out of 10"
814,"110130","IRWIN COUNTY HOSPITAL","710 N IRWIN AVENUE","OCILLA","IRWIN","GA","31774","N/A","N/A","N/A","N/A","N/A"
815,"110132","MEMORIAL HOSPITAL AND MANOR","1500 E SHOTWELL STREET","BAINBRIDGE","DECATUR","GA","39819","0.7857","0 out of 10","2","2 out of 9","2 out of 10"
816,"110135","TAYLOR REGIONAL HOSPITAL","222 PERRY HWY","HAWKINSVILLE","PULASKI","GA","31036","0.8621","0 out of 10","5","5 out of 9","5 out of 10"
817,"110143","WELLSTAR COBB HOSPITAL","3950 AUSTELL RD","AUSTELL","COBB","GA","30106","0.6445","0 out of 10","0","0 out of 9","0 out of 10"
818,"110146","SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS","2000 DAN PROCTOR DRIVE","SAINT MARYS","CAMDEN","GA","31558","0.6000","0 out of 10","0","0 out of 9","0 out of 10"
819,"110150","OCONEE REGIONAL MEDICAL CENTER","821 N COBB STREET  POST OFFICE BOX 690","MILLEDGEVILLE","BALDWIN","GA","31061","0.8077","0 out of 10","0","0 out of 9","0 out of 10"
820,"110153","PERRY HOSPITAL","1120 MORNINGSIDE DR","PERRY","HOUSTON","GA","31069","0.8000","0 out of 10","1","1 out of 9","1 out of 10"
821,"110161","NORTHSIDE HOSPITAL","1000 JOHNSON FERRY ROAD, NE","ATLANTA","FULTON","GA","30342","0.9857","8 out of 10","8","8 out of 9","8 out of 10"
822,"110163","PHOEBE NORTH","2000 PALMYRA RD BOX 1908","ALBANY","DOUGHERTY","GA","31701","0.9655","6 out of 10","6","6 out of 9","6 out of 10"
823,"110164","COLISEUM MEDICAL CENTER","350 HOSPITAL DRIVE","MACON","BIBB","GA","31217","0.9555","5 out of 10","5","0 out of 9","5 out of 10"
824,"110165","SOUTHERN REGIONAL MEDICAL CENTER","11 UPPER RIVERDALE ROAD, SW","RIVERDALE","CLAYTON","GA","30274","0.9514","5 out of 10","5","0 out of 9","5 out of 10"
825,"110168","REDMOND REGIONAL MEDICAL CENTER","501 REDMOND ROAD","ROME","FLOYD","GA","30165","0.8647","0 out of 10","0","0 out of 9","0 out of 10"
826,"110177","DOCTORS HOSPITAL","3651 WHEELER ROAD","AUGUSTA","RICHMOND","GA","30909","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
827,"110183","EMORY-ADVENTIST HOSPITAL","3949 SOUTH COBB DRIVE","SMYRNA","COBB","GA","30080","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
828,"110184","WELLSTAR DOUGLAS HOSPITAL","8954 HOSPITAL DRIVE","DOUGLASVILLE","DOUGLAS","GA","30134","0.7606","0 out of 10","2","2 out of 9","2 out of 10"
829,"110186","DOCTORS HOSPITAL","616 19TH STREET","COLUMBUS","MUSCOGEE","GA","31901","0.8017","0 out of 10","0","0 out of 9","0 out of 10"
830,"110187","CHESTATEE REGIONAL HOSPITAL","227 MOUNTAIN DR","DAHLONEGA","LUMPKIN","GA","30533","0.8750","0 out of 10","6","6 out of 9","6 out of 10"
831,"110189","FANNIN REGIONAL HOSPITAL","2855 OLD HIGHWAY 5 NORTH","BLUE RIDGE","FANNIN","GA","30513","0.8378","0 out of 10","0","0 out of 9","0 out of 10"
832,"110191","PIEDMONT HENRY HOSPITAL","1133 EAGLE'S LANDING PARKWAY","STOCKBRIDGE","HENRY","GA","30281","0.9892","8 out of 10","8","5 out of 9","8 out of 10"
833,"110192","EMORY EASTSIDE MEDICAL CENTER","1700 MEDICAL WAY","SNELLVILLE","GWINNETT","GA","30078","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
834,"110194","DONALSONVILLE HOSPITAL INC","102 HOSPITAL CIR","DONALSONVILLE","SEMINOLE","GA","39845","0.7333","0 out of 10","5","5 out of 9","5 out of 10"
835,"110198","NORTH FULTON REGIONAL HOSPITAL","3000 HOSPITAL BOULEVARD","ROSWELL","FULTON","GA","30076","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
836,"110200","HUGHSTON HOSPITAL","100 FRIST COURT","COLUMBUS","MUSCOGEE","GA","31909","N/A","N/A","N/A","N/A","N/A"
837,"110201","COLISEUM NORTHSIDE HOSPITAL","400 CHARTER BOULEVARD","MACON","BIBB","GA","31210","0.9833","8 out of 10","8","6 out of 9","8 out of 10"
