"ID","Provider Number","Hospital Name","Address","City","County Name","State","ZIP Code","Communication with Nurses Achievement Points","Communication with Nurses Improvement Points","Communication with Nurses Dimension Score","Communication with Doctors Achievement Points","Communication with Doctors Improvement Points","Communication with Doctors Dimension Score","Responsiveness of Hospital Staff Achievement Points","Responsiveness of Hospital Staff Improvement Points","Responsiveness of Hospital Staff Dimension Score","Pain Management Achievement Points","Pain Management Improvement Points","Pain Management Dimension Score","Communication about Medicines Achievement Points","Communication about Medicines Improvement Points","Communication about Medicines Dimension Score","Cleanliness and Quietness of Hospital Environment Achievement Po","Cleanliness and Quietness of Hospital Environment Improvement Po","Cleanliness and Quietness of Hospital Environment Dimension Scor","Discharge Information Achievement Points","Discharge Information Improvement Points","Discharge Information Dimension Score","Overall Rating of Hospital Achievement Points","Overall Rating of Hospital Improvement Points","Overall Rating of Hospital Dimension Score","HCAHPS Base Score","HCAHPS Consistency Score"
864,"140062","PALOS COMMUNITY HOSPITAL","12251 SOUTH 80TH AVENUE","PALOS HEIGHTS","COOK","IL","60463","3 out of 10","1 out of 9","3 out of 10","1 out of 10","0 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","2 out of 10","1 out of 9","2 out of 10","1 out of 10","0 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","7","10"
865,"140063","RUSH OAK PARK HOSPITAL","520 S MAPLE AVE","OAK PARK","COOK","IL","60304","2 out of 10","4 out of 9","4 out of 10","2 out of 10","1 out of 9","2 out of 10","3 out of 10","3 out of 9","3 out of 10","6 out of 10","5 out of 9","6 out of 10","4 out of 10","4 out of 9","4 out of 10","1 out of 10","0 out of 9","1 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","2 out of 9","2 out of 10","24","18"
866,"140064","ST MARY MEDICAL CENTER","3333 NORTH SEMINARY","GALESBURG","KNOX","IL","61401","7 out of 10","3 out of 9","7 out of 10","3 out of 10","0 out of 9","3 out of 10","9 out of 10","9 out of 9","9 out of 10","6 out of 10","0 out of 9","6 out of 10","4 out of 10","0 out of 9","4 out of 10","3 out of 10","0 out of 9","3 out of 10","10 out of 10","9 out of 9","10 out of 10","7 out of 10","4 out of 9","7 out of 10","49","20"
867,"140065","ADVENTIST LA GRANGE MEMORIAL HOSPITAL","5101 S WILLOW SPRINGS RD","LA GRANGE","COOK","IL","60525","4 out of 10","6 out of 9","6 out of 10","4 out of 10","3 out of 9","4 out of 10","6 out of 10","6 out of 9","6 out of 10","2 out of 10","3 out of 9","3 out of 10","0 out of 10","2 out of 9","2 out of 10","3 out of 10","0 out of 9","3 out of 10","5 out of 10","1 out of 9","5 out of 10","4 out of 10","3 out of 9","4 out of 10","33","19"
868,"140067","SAINT FRANCIS MEDICAL CENTER","530 NE GLEN OAK AVE","PEORIA","PEORIA","IL","61637","6 out of 10","5 out of 9","6 out of 10","2 out of 10","3 out of 9","3 out of 10","1 out of 10","2 out of 9","2 out of 10","4 out of 10","3 out of 9","4 out of 10","4 out of 10","4 out of 9","4 out of 10","1 out of 10","1 out of 9","1 out of 10","7 out of 10","6 out of 9","7 out of 10","5 out of 10","3 out of 9","5 out of 10","32","20"
869,"140068","ROSELAND COMMUNITY HOSPITAL","45 W 111TH STREET","CHICAGO","COOK","IL","60628","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","4 out of 9","4 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","5","7"
870,"140077","TOUCHETTE REGIONAL HOSPITAL INC","5900 BOND AVENUE","CENTREVILLE","ST. CLAIR","IL","62207","1 out of 10","2 out of 9","2 out of 10","5 out of 10","4 out of 9","5 out of 10","0 out of 10","3 out of 9","3 out of 10","1 out of 10","2 out of 9","2 out of 10","7 out of 10","8 out of 9","8 out of 10","4 out of 10","2 out of 9","4 out of 10","1 out of 10","4 out of 9","4 out of 10","0 out of 10","4 out of 9","4 out of 10","32","18"
871,"140080","PRESENCE SAINT FRANCIS HOSPITAL","355 RIDGE AVE","EVANSTON","COOK","IL","60202","0 out of 10","2 out of 9","2 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","2 out of 9","2 out of 10","9","15"
872,"140082","LOUIS A WEISS MEMORIAL HOSPITAL","4646 N MARINE DRIVE","CHICAGO","COOK","IL","60640","0 out of 10","1 out of 9","1 out of 10","0 out of 10","1 out of 9","1 out of 10","1 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","3 out of 10","6 out of 9","6 out of 10","0 out of 10","0 out of 9","0 out of 10","9","17"
873,"140083","LORETTO HOSPITAL","645 SOUTH CENTRAL AVE","CHICAGO","COOK","IL","60644","0 out of 10","4 out of 9","4 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","4 out of 9","4 out of 10","0 out of 10","5 out of 9","5 out of 10","0 out of 10","2 out of 9","2 out of 10","4 out of 10","6 out of 9","6 out of 10","0 out of 10","3 out of 9","3 out of 10","0 out of 10","2 out of 9","2 out of 10","28","10"
874,"140084","VISTA MEDICAL CENTER EAST","1324 NORTH SHERIDAN ROAD","WAUKEGAN","LAKE","IL","60085","0 out of 10","3 out of 9","3 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","3 out of 9","3 out of 10","0 out of 10","3 out of 9","3 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","3 out of 9","3 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","2 out of 9","2 out of 10","20","16"
875,"140088","THE UNIVERSITY OF CHICAGO MEDICAL CENTER","5841 SOUTH MARYLAND","CHICAGO","COOK","IL","60637","0 out of 10","1 out of 9","1 out of 10","2 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","3 out of 10","4 out of 9","4 out of 10","0 out of 10","0 out of 9","0 out of 10","9","10"
876,"140089","MC DONOUGH DISTRICT HOSPITAL","525 EAST GRANT STREET","MACOMB","MCDONOUGH","IL","61455","7 out of 10","4 out of 9","7 out of 10","4 out of 10","0 out of 9","4 out of 10","8 out of 10","6 out of 9","8 out of 10","5 out of 10","0 out of 9","5 out of 10","9 out of 10","9 out of 9","9 out of 10","9 out of 10","8 out of 9","9 out of 10","10 out of 10","0 out of 9","10 out of 10","0 out of 10","0 out of 9","0 out of 10","52","19"
877,"140091","CARLE FOUNDATION HOSPITAL","611 WEST PARK STREET","URBANA","CHAMPAIGN","IL","61801","8 out of 10","7 out of 9","8 out of 10","1 out of 10","0 out of 9","1 out of 10","3 out of 10","2 out of 9","3 out of 10","2 out of 10","2 out of 9","2 out of 10","2 out of 10","0 out of 9","2 out of 10","0 out of 10","1 out of 9","1 out of 10","6 out of 10","5 out of 9","6 out of 10","5 out of 10","1 out of 9","5 out of 10","28","18"
878,"140093","PRESENCE UNITED SAMARITANS MEDICAL CENTER","812 N LOGAN","DANVILLE","VERMILION","IL","61832","2 out of 10","0 out of 9","2 out of 10","1 out of 10","0 out of 9","1 out of 10","2 out of 10","0 out of 9","2 out of 10","4 out of 10","0 out of 9","4 out of 10","0 out of 10","0 out of 9","0 out of 10","2 out of 10","0 out of 9","2 out of 10","7 out of 10","0 out of 9","7 out of 10","0 out of 10","0 out of 9","0 out of 10","18","18"
879,"140095","SAINT ANTHONY HOSPITAL","2875 WEST 19TH STREET","CHICAGO","COOK","IL","60623","0 out of 10","3 out of 9","3 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","4 out of 9","4 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","2 out of 9","2 out of 10","2 out of 10","6 out of 9","6 out of 10","3 out of 10","2 out of 9","3 out of 10","24","16"
880,"140100","MIDWESTERN REGION MED CENTER","2520 ELISHA AVENUE","ZION","LAKE","IL","60099","8 out of 10","7 out of 9","8 out of 10","8 out of 10","7 out of 9","8 out of 10","9 out of 10","8 out of 9","9 out of 10","7 out of 10","0 out of 9","7 out of 10","9 out of 10","9 out of 9","9 out of 10","6 out of 10","3 out of 9","6 out of 10","10 out of 10","9 out of 9","10 out of 10","10 out of 10","9 out of 9","10 out of 10","67","20"
881,"140101","MORRIS HOSPITAL & HEALTHCARE CENTERS","150 W HIGH ST","MORRIS","GRUNDY","IL","60450","5 out of 10","0 out of 9","5 out of 10","2 out of 10","0 out of 9","2 out of 10","5 out of 10","0 out of 9","5 out of 10","1 out of 10","0 out of 9","1 out of 10","2 out of 10","0 out of 9","2 out of 10","2 out of 10","0 out of 9","2 out of 10","9 out of 10","8 out of 9","9 out of 10","5 out of 10","0 out of 9","5 out of 10","31","20"
882,"140103","ST BERNARD HOSPITAL","326 W 64TH ST","CHICAGO","COOK","IL","60621","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","0 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","2","6"
883,"140110","OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER","1100 EAST NORRIS DRIVE","OTTAWA","LA SALLE","IL","61350","9 out of 10","8 out of 9","9 out of 10","2 out of 10","2 out of 9","2 out of 10","9 out of 10","9 out of 9","9 out of 10","3 out of 10","2 out of 9","3 out of 10","8 out of 10","8 out of 9","8 out of 10","4 out of 10","3 out of 9","4 out of 10","7 out of 10","5 out of 9","7 out of 10","2 out of 10","3 out of 9","3 out of 10","45","20"
884,"140113","PRESENCE COVENANT MEDICAL CENTER","1400 WEST PARK AVENUE","URBANA","CHAMPAIGN","IL","61801","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","5 out of 10","2 out of 9","5 out of 10","0 out of 10","0 out of 9","0 out of 10","6","16"
885,"140114","SWEDISH COVENANT HOSPITAL","5145 N CALIFORNIA AVE","CHICAGO","COOK","IL","60625","0 out of 10","4 out of 9","4 out of 10","1 out of 10","2 out of 9","2 out of 10","0 out of 10","3 out of 9","3 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","2 out of 9","2 out of 10","1 out of 10","5 out of 9","5 out of 10","2 out of 10","4 out of 9","4 out of 10","1 out of 10","3 out of 9","3 out of 10","25","17"
886,"140115","THOREK MEMORIAL HOSPITAL","850 W IRVING PARK RD","CHICAGO","COOK","IL","60613","0 out of 10","2 out of 9","2 out of 10","0 out of 10","4 out of 9","4 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","5 out of 9","5 out of 10","0 out of 10","3 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","3 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","18","10"
887,"140116","CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL","4201 MEDICAL CENTER DRIVE","MCHENRY","MCHENRY","IL","60050","6 out of 10","5 out of 9","6 out of 10","0 out of 10","1 out of 9","1 out of 10","7 out of 10","6 out of 9","7 out of 10","3 out of 10","2 out of 9","3 out of 10","6 out of 10","5 out of 9","6 out of 10","0 out of 10","0 out of 9","0 out of 10","8 out of 10","7 out of 9","8 out of 10","1 out of 10","0 out of 9","1 out of 10","32","17"
888,"140117","PRESENCE RESURRECTION MEDICAL CENTER","7435 W TALCOTT AVENUE","CHICAGO","COOK","IL","60631","1 out of 10","5 out of 9","5 out of 10","0 out of 10","3 out of 9","3 out of 10","0 out of 10","2 out of 9","2 out of 10","4 out of 10","6 out of 9","6 out of 10","0 out of 10","3 out of 9","3 out of 10","0 out of 10","4 out of 9","4 out of 10","2 out of 10","5 out of 9","5 out of 10","1 out of 10","5 out of 9","5 out of 10","33","18"
889,"140118","METROSOUTH MEDICAL CENTER","12935 S GREGORY","BLUE ISLAND","COOK","IL","60406","0 out of 10","3 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","3 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","2 out of 10","7 out of 9","7 out of 10","1 out of 10","4 out of 9","4 out of 10","20","17"
890,"140119","RUSH UNIVERSITY MEDICAL CENTER","1653 WEST CONGRESS PARKWAY","CHICAGO","COOK","IL","60612","4 out of 10","3 out of 9","4 out of 10","1 out of 10","2 out of 9","2 out of 10","2 out of 10","2 out of 9","2 out of 10","1 out of 10","1 out of 9","1 out of 10","5 out of 10","5 out of 9","5 out of 10","2 out of 10","4 out of 9","4 out of 10","4 out of 10","2 out of 9","4 out of 10","5 out of 10","3 out of 9","5 out of 10","27","20"
891,"140120","PEKIN MEMORIAL HOSPITAL","600 SOUTH 13TH STREET","PEKIN","TAZEWELL","IL","61554","3 out of 10","0 out of 9","3 out of 10","1 out of 10","0 out of 9","1 out of 10","4 out of 10","0 out of 9","4 out of 10","4 out of 10","3 out of 9","4 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","1 out of 9","1 out of 10","9 out of 10","8 out of 9","9 out of 10","0 out of 10","0 out of 9","0 out of 10","22","17"
892,"140122","HINSDALE HOSPITAL","120 NORTH OAK ST","HINSDALE","DU PAGE","IL","60521","3 out of 10","5 out of 9","5 out of 10","3 out of 10","4 out of 9","4 out of 10","4 out of 10","5 out of 9","5 out of 10","4 out of 10","5 out of 9","5 out of 10","2 out of 10","4 out of 9","4 out of 10","0 out of 10","0 out of 9","0 out of 10","4 out of 10","2 out of 9","4 out of 10","1 out of 10","1 out of 9","1 out of 10","28","18"
893,"140124","JOHN H STROGER JR HOSPITAL","1901 W HARRISON ST","CHICAGO","COOK","IL","60612","0 out of 10","2 out of 9","2 out of 10","3 out of 10","2 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","3 out of 9","3 out of 10","0 out of 10","3 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","3 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","14","12"
894,"140125","GATEWAY REGIONAL MEDICAL CENTER","2100 MADISON AVENUE","GRANITE CITY","MADISON","IL","62040","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","2 out of 9","2 out of 10","2 out of 10","3 out of 9","3 out of 10","0 out of 10","1 out of 9","1 out of 10","1 out of 10","4 out of 9","4 out of 10","0 out of 10","1 out of 9","1 out of 10","12","15"
895,"140127","BROMENN HEALTHCARE","1304 FRANKLIN AVENUE","NORMAL","MCLEAN","IL","61761","6 out of 10","4 out of 9","6 out of 10","3 out of 10","2 out of 9","3 out of 10","4 out of 10","4 out of 9","4 out of 10","6 out of 10","0 out of 9","6 out of 10","3 out of 10","5 out of 9","5 out of 10","3 out of 10","2 out of 9","3 out of 10","7 out of 10","0 out of 9","7 out of 10","5 out of 10","2 out of 9","5 out of 10","39","20"
896,"140130","LAKE FOREST HOSPITAL","660 N WESTMORELAND ROAD","LAKE FOREST","LAKE","IL","60045","2 out of 10","1 out of 9","2 out of 10","4 out of 10","3 out of 9","4 out of 10","3 out of 10","4 out of 9","4 out of 10","5 out of 10","4 out of 9","5 out of 10","2 out of 10","3 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","2 out of 10","0 out of 9","2 out of 10","5 out of 10","2 out of 9","5 out of 10","25","19"
897,"140133","HOLY CROSS HOSPITAL","2701 W 68TH STREET","CHICAGO","COOK","IL","60629","0 out of 10","4 out of 9","4 out of 10","0 out of 10","4 out of 9","4 out of 10","0 out of 10","4 out of 9","4 out of 10","0 out of 10","4 out of 9","4 out of 10","2 out of 10","5 out of 9","5 out of 10","2 out of 10","4 out of 9","4 out of 10","0 out of 10","5 out of 9","5 out of 10","0 out of 10","2 out of 9","2 out of 10","32","14"
898,"140135","DECATUR MEMORIAL HOSPITAL","2300 NORTH EDWARD STREET","DECATUR","MACON","IL","62526","1 out of 10","2 out of 9","2 out of 10","3 out of 10","3 out of 9","3 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","5 out of 10","5 out of 9","5 out of 10","0 out of 10","2 out of 9","2 out of 10","6 out of 10","0 out of 9","6 out of 10","2 out of 10","0 out of 9","2 out of 10","21","18"
899,"140137","GREENVILLE REGIONAL HOSPITAL","200 HEALTHCARE DR","GREENVILLE","BOND","IL","62246","0 out of 10","0 out of 9","0 out of 10","4 out of 10","6 out of 9","6 out of 10","3 out of 10","4 out of 9","4 out of 10","0 out of 10","0 out of 9","0 out of 10","2 out of 10","4 out of 9","4 out of 10","1 out of 10","0 out of 9","1 out of 10","3 out of 10","0 out of 9","3 out of 10","0 out of 10","1 out of 9","1 out of 10","19","18"
900,"140143","ST MARGARETS HOSPITAL","600 E 1ST ST","SPRING VALLEY","BUREAU","IL","61362","6 out of 10","6 out of 9","6 out of 10","8 out of 10","4 out of 9","8 out of 10","8 out of 10","8 out of 9","8 out of 10","5 out of 10","6 out of 9","6 out of 10","7 out of 10","2 out of 9","7 out of 10","3 out of 10","2 out of 9","3 out of 10","6 out of 10","3 out of 9","6 out of 10","1 out of 10","2 out of 9","2 out of 10","46","20"
901,"140145","ST JOSEPHS HOSPITAL","9515 HOLY CROSS LN","BREESE","CLINTON","IL","62230","10 out of 10","9 out of 9","10 out of 10","7 out of 10","2 out of 9","7 out of 10","10 out of 10","9 out of 9","10 out of 10","10 out of 10","9 out of 9","10 out of 10","10 out of 10","9 out of 9","10 out of 10","10 out of 10","9 out of 9","10 out of 10","10 out of 10","9 out of 9","10 out of 10","9 out of 10","9 out of 9","9 out of 10","76","20"
902,"140147","RICHLAND MEMORIAL HOSPITAL","800 EAST LOCUST","OLNEY","RICHLAND","IL","62450","4 out of 10","1 out of 9","4 out of 10","6 out of 10","3 out of 9","6 out of 10","5 out of 10","1 out of 9","5 out of 10","1 out of 10","0 out of 9","1 out of 10","5 out of 10","4 out of 9","5 out of 10","3 out of 10","3 out of 9","3 out of 10","9 out of 10","8 out of 9","9 out of 10","5 out of 10","4 out of 9","5 out of 10","38","20"
903,"140182","ADVOCATE ILLINOIS MASONIC MEDICAL CENTER","836 WEST WELLINGTON AVENUE","CHICAGO","COOK","IL","60657","2 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","3 out of 10","3 out of 9","3 out of 10","2 out of 10","1 out of 9","2 out of 10","2 out of 10","0 out of 9","2 out of 10","0 out of 10","1 out of 9","1 out of 10","6 out of 10","7 out of 9","7 out of 10","2 out of 10","2 out of 9","2 out of 10","19","18"
904,"140184","HEARTLAND REGIONAL MEDICAL CENTER","3333 W DE YOUNG","MARION","WILLIAMSON","IL","62959","0 out of 10","3 out of 9","3 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","3 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","3 out of 9","3 out of 10","0 out of 10","3 out of 9","3 out of 10","18","18"
905,"140185","MEMORIAL HOSPITAL","4500 MEMORIAL DRIVE","BELLEVILLE","ST. CLAIR","IL","62226","6 out of 10","5 out of 9","6 out of 10","1 out of 10","2 out of 9","2 out of 10","4 out of 10","4 out of 9","4 out of 10","6 out of 10","6 out of 9","6 out of 10","5 out of 10","5 out of 9","5 out of 10","2 out of 10","1 out of 9","2 out of 10","3 out of 10","4 out of 9","4 out of 10","4 out of 10","1 out of 9","4 out of 10","33","20"
906,"140186","RIVERSIDE MEDICAL CENTER","350 N WALL ST","KANKAKEE","KANKAKEE","IL","60901","3 out of 10","0 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","3 out of 10","0 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","3 out of 10","0 out of 9","3 out of 10","9","16"
907,"140187","ST ELIZABETH HOSPITAL","211 S THIRD ST","BELLEVILLE","ST. CLAIR","IL","62220","2 out of 10","4 out of 9","4 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","2 out of 9","2 out of 10","1 out of 10","2 out of 9","2 out of 10","0 out of 10","3 out of 9","3 out of 10","0 out of 10","1 out of 9","1 out of 10","4 out of 10","3 out of 9","4 out of 10","0 out of 10","1 out of 9","1 out of 10","18","16"
908,"140189","SARAH BUSH LINCOLN HEALTH CENTER","1000 HEALTH CENTER DRIVE P O BOX 372","MATTOON","COLES","IL","61938","9 out of 10","7 out of 9","9 out of 10","9 out of 10","9 out of 9","9 out of 10","8 out of 10","5 out of 9","8 out of 10","7 out of 10","4 out of 9","7 out of 10","10 out of 10","9 out of 9","10 out of 10","2 out of 10","0 out of 9","2 out of 10","10 out of 10","9 out of 9","10 out of 10","8 out of 10","6 out of 9","8 out of 10","63","20"
909,"140191","INGALLS MEMORIAL HOSPITAL","ONE INGALLS DRIVE","HARVEY","COOK","IL","60426","0 out of 10","4 out of 9","4 out of 10","1 out of 10","4 out of 9","4 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","1 out of 9","1 out of 10","3 out of 10","5 out of 9","5 out of 10","0 out of 10","2 out of 9","2 out of 10","22","16"
