"Provider Number","Hospital Name","Address1","Address2","Address3","City","State","ZIP Code","County Name","Phone Number","Hospital Type","Hospital Owner","Accreditation","Emergency Service"
"050430","MODOC MEDICAL CENTER","228 W MCDOWELL ST",,,"ALTURAS                       ","CA","96101","MODOC","5302335131","Acute Care Hospitals","Government - Local","No","No"
"050433","INDIAN VALLEY HOSPITAL","184 HOT SPRINGS ROAD",,,"GREENVILLE                    ","CA","95947","PLUMAS","5302847191","Acute Care Hospitals","Government - Hospital District or Authority","No","Yes"
"050434","COLUSA REGIONAL MEDICAL CENTER","199 EAST WEBSTER ST",,,"COLUSA                        ","CA","95932","COLUSA","5304585821","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"050435","FALLBROOK HOSPITAL","624 E ELDER ST",,,"FALLBROOK                     ","CA","92028","SAN DIEGO","7607281191","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Yes"
"050438","HUNTINGTON MEMORIAL HOSPITAL","100 W  CALIFORNIA BLVD",,,"PASADENA                      ","CA","91109","LOS ANGELES","6263975000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"050441","STANFORD HOSPITAL","300 PASTEUR DRIVE",,,"STANFORD                      ","CA","94305","SANTA CLARA","6507235708","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"050444","MERCY MEDICAL CENTER MERCED - COMMUNITY CAMPUS","301 E 13TH ST",,,"MERCED                        ","CA","95340","MERCED","2097241557","Acute Care Hospitals","Government - Local","Yes","Yes"
"050447","PROMISE HOSPITAL OF SAN DIEGO","5550 UNIVERSITY AVENUE",,,"SAN DIEGO                     ","CA","92105","SAN DIEGO","6192991257","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"050448","RIDGECREST REGIONAL HOSPITAL","1081 NORTH CHINA LAKE BLVD",,,"RIDGECREST                    ","CA","93555","KERN","7604463551","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"050454","UCSF MEDICAL CENTER","505 PARNASSUS AVE",,,"SAN FRANCISCO                 ","CA","94143","SAN FRANCISCO","4153532733","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"050455","SAN JOAQUIN COMMUNITY HOSPITAL","2615 EYE STREET",,,"BAKERSFIELD                   ","CA","93301","KERN","6613953000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"050456","SOUTH BAY COMMUNITY HOSPITAL, L P","1246 W 155TH ST",,,"GARDENA                       ","CA","90247","LOS ANGELES","3107682267","Acute Care Hospitals","Proprietary","Yes","No"
"050457","ST MARY'S MEDICAL CENTER","450 STANYAN ST",,,"SAN FRANCISCO                 ","CA","94117","SAN FRANCISCO","4156681000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"050464","DOCTORS MEDICAL CENTER","1441 FLORIDA AVENUE",,,"MODESTO                       ","CA","95350","STANISLAUS","2095781211","Acute Care Hospitals","Proprietary","Yes","Yes"
"050468","MEMORIAL HOSPITAL OF GARDENA","1145 W REDONDO BEACH BLVD",,,"GARDENA                       ","CA","90247","LOS ANGELES","3105324200","Acute Care Hospitals","Proprietary","Yes","Yes"
"050469","COLORADO RIVER MEDICAL CENTER","1401 BAILEY AVE",,,"NEEDLES                       ","CA","92363","SAN BERNARDINO","7603264531","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Yes"
"050470","SELMA COMMUNITY HOSPITAL","1141 ROSE AVE",,,"SELMA                         ","CA","93662","FRESNO","5598916201","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Yes"
"050471","GOOD SAMARITAN HOSPITAL","1225 WILSHIRE BOULEVARD",,,"LOS ANGELES                   ","CA","90017","LOS ANGELES","2139772121","Acute Care Hospitals","Proprietary","Yes","Yes"
"050476","SUTTER LAKESIDE HOSPITAL","5176 HILL ROAD EAST",,,"LAKEPORT                      ","CA","95453","LAKE","7072625000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"050478","SANTA YNEZ VALLEY COTTAGE HOSPITAL","700 ALAMO PINTADO RD",,,"SOLVANG                       ","CA","93463","SANTA BARBARA","8056886431","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"050481","WEST HILLS HOSPITAL & MEDICAL CENTER","7300 MEDICAL CENTER DR",,,"WEST HILLS                    ","CA","91307","LOS ANGELES","8186764100","Acute Care Hospitals","Proprietary","Yes","Yes"
"050485","LONG BEACH MEMORIAL MEDICAL CENTER","2801 ATLANTIC AVE",,,"LONG BEACH                    ","CA","90806","LOS ANGELES","5629332000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"050488","EDEN MEDICAL CENTER","20103 LAKE CHABOT ROAD",,,"CASTRO VALLEY                 ","CA","94546","ALAMEDA","5105371234","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Yes"
"050492","COMMUNITY MEDICAL CENTER - CLOVIS","2755 HERNDON AVE",,,"CLOVIS                        ","CA","93612","FRESNO","5593244000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"050494","TAHOE FOREST HOSPITAL DISTRICT","10121 PINE AVE",,,"TRUCKEE                       ","CA","96161","NEVADA","5305876011","Acute Care Hospitals","Government - Hospital District or Authority","No","Yes"
"050496","JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS","2540 EAST ST",,,"CONCORD                       ","CA","94520","CONTRA COSTA","9256742002","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Yes"
"050497","DOS PALOS MEMORIAL HOSPITAL","2118 MARGUERITE ST",,,"DOS PALOS                     ","CA","93620","MERCED","2093926121","Acute Care Hospitals","Proprietary","No","Yes"
"050498","SUTTER AUBURN FAITH HOSPITAL","11815 EDUCATION STREET",,,"AUBURN                        ","CA","95603","PLACER","5308884500","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"050502","SAINT VINCENT MEDICAL CENTER","2131 W 3RD ST",,,"LOS ANGELES                   ","CA","90057","LOS ANGELES","2134847111","Acute Care Hospitals","Voluntary non-profit - Church","Yes","No"
"050503","SCRIPPS MEMORIAL HOSPITAL - ENCINITAS","354 SANTA FE DRIVE",,,"ENCINITAS                     ","CA","92024","SAN DIEGO","7607536501","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"050506","SIERRA VISTA REGIONAL MEDICAL CENTER","1010 MURRAY ST",,,"SAN LUIS OBISPO               ","CA","93405","SAN LUIS OBISPO","8505467600","Acute Care Hospitals","Proprietary","Yes","Yes"
"050510","KAISER FOUNDATION HOSPITAL","99 MONTECILLO RD",,,"SAN RAFAEL                    ","CA","94903","MARIN","4154442000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"050512","KAISER FOUNDATION HOSPITAL FREMONT/HAYWARD","27400 HESPERIAN BLVD",,,"HAYWARD                       ","CA","94545","ALAMEDA","5107844000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"050515","KAISER FOUNDATION HOSPITAL - SAN DIEGO","4647 ZION AVE",,,"SAN DIEGO                     ","CA","92120","SAN DIEGO","6195285000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"050516","MERCY SAN JUAN MEDICAL CENTER","6501 COYLE AVE",,,"CARMICHAEL                    ","CA","95608","SACRAMENTO","9165375000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"050517","VICTOR VALLEY COMMUNITY HOSPITAL","15248 11TH ST",,,"VICTORVILLE                   ","CA","92392","SAN BERNARDINO","7602458691","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"050523","SUTTER DELTA MEDICAL CENTER","3901 LONE TREE WAY",,,"ANTIOCH                       ","CA","94509","CONTRA COSTA","9257797200","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"050526","HUNTINGTON BEACH HOSPITAL","17772 BEACH BLVD",,,"HUNTINGTON BEACH              ","CA","92647","ORANGE","7143557985","Acute Care Hospitals","Proprietary","Yes","Yes"
"050528","MEMORIAL HOSPITAL LOS BANOS","520 WEST I ST",,,"LOS BANOS                     ","CA","93635","MERCED","2098260591","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"050531","BELLFLOWER MEDICAL CENTER","9542 E ARTESIA BLVD",,,"BELLFLOWER                    ","CA","90706","LOS ANGELES","5629258355","Acute Care Hospitals","Proprietary","Yes","Yes"
"050534","JOHN F KENNEDY MEMORIAL HOSPITAL, INC","47-111 MONROE STREET",,,"INDIO                         ","CA","92201","RIVERSIDE","7603476191","Acute Care Hospitals","Proprietary","Yes","Yes"
"050537","SUTTER DAVIS HOSPITAL","2000 SUTTER PLACE",,,"DAVIS                         ","CA","95616","YOLO","5307566440","Acute Care Hospitals","Proprietary","Yes","Yes"
"050541","KAISER FOUNDATION HOSPITAL - REDWOOD CITY","1150 VETERANS BLVD",,,"REDWOOD CITY                  ","CA","94063","SAN MATEO","6502992000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"050543","COLLEGE HOSPITAL COSTA MESA","301 VICTORIA STREET",,,"COSTA MESA                    ","CA","92627","ORANGE","7146422734","Acute Care Hospitals","Proprietary","Yes","No"
"050547","SONOMA DEVELOPMENT CENTER","P O BOX 1493",,,"ELDRIDGE                      ","CA","95431","SONOMA","7079386393","Acute Care Hospitals","Government - State","No","No"
"050549","LOS ROBLES HOSPITAL & MEDICAL CENTER","215 W JANSS RD",,,"THOUSAND OAKS                 ","CA","91360","VENTURA","8054972727","Acute Care Hospitals","Proprietary","Yes","Yes"
"050551","LOS ALAMITOS MEDICAL CENTER","3751 KATELLA AVENUE",,,"LOS ALAMITOS                  ","CA","90720","ORANGE","5627993220","Acute Care Hospitals","Proprietary","Yes","Yes"
"050552","MOTION PICTURE & TELEVISION HOSPITAL","23388 MULHOLLAND DRIVE",,,"WOODLAND HILLS                ","CA","91364","LOS ANGELES","8188761888","Acute Care Hospitals","Voluntary non-profit - Other","Yes","No"
"050557","MEMORIAL MEDICAL CENTER","1700 COFFEE RD",,,"MODESTO                       ","CA","95355","STANISLAUS","2095264500","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"050561","KAISER FOUNDATION HOSPITAL - WEST LA","6041 CADILLAC AVE",,,"LOS ANGELES                   ","CA","90034","LOS ANGELES","2138572201","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"050567","MISSION HOSPITAL REGIONAL MED CENTER","27700 MEDICAL CENTER RD",,,"MISSION VIEJO                 ","CA","92691","ORANGE","9493641400","Acute Care Hospitals","Proprietary","Yes","Yes"
"050568","MADERA COMMUNITY HOSPITAL","1250 E ALMOND AVE",,,"MADERA                        ","CA","93637","MADERA","5596755555","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"050569","MENDOCINO COAST DISTRICT HOSPITAL","700 RIVER DR",,,"FORT BRAGG                    ","CA","95437","MENDOCINO","7079614697","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Yes"
"050570","FOUNTAIN VALLEY REGIONAL HOSPITAL","17100 EUCLID STREET",,,"FOUNTAIN VALLEY               ","CA","92708","ORANGE","7149667200","Acute Care Hospitals","Proprietary","Yes","Yes"
"050573","EISENHOWER MEDICAL CENTER","39-000 BOB HOPE DRIVE",,,"RANCHO MIRAGE                 ","CA","92270","RIVERSIDE","7603403911","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"050575","TRI-CITY REGIONAL MEDICAL CENTER","21530 S PIONEER BLVD",,,"HAWAIIAN GARDENS              ","CA","90716","LOS ANGELES","5628600401","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Yes"
"050578","LAC/MARTIN LUTHER KING JR GEN HOSPITAL","12021 S WILMINGTON AVE",,,"LOS ANGELES                   ","CA","90059","ORANGE","3106689646","Acute Care Hospitals","Government - Federal","Yes","Yes"
"050580","LA PALMA INTERCOMMUNITY HOSPITAL","7901 WALKER STREET",,,"LA PALMA                      ","CA","90623","ORANGE","7146707400","Acute Care Hospitals","Proprietary","Yes","Yes"
"050581","LAKEWOOD REGIONAL MEDICAL CENTER","3700 E SOUTH ST",,,"LAKEWOOD                      ","CA","90712","LOS ANGELES","5626026751","Acute Care Hospitals","Proprietary","Yes","Yes"
"050583","ALVARADO HOSPITAL MEDICAL CENTER","6655 ALVARADO RD",,,"SAN DIEGO                     ","CA","92120","SAN DIEGO","6192873270","Acute Care Hospitals","Proprietary","Yes","Yes"
"050584","DRS' HOSPITAL MED CENTR OF MONTCLAIR","5000 SAN BERNARDINO ROAD",,,"MONTCLAIR                     ","CA","91763","SAN BERNARDINO","9096255411","Acute Care Hospitals","Proprietary","Yes","Yes"
"050586","CHINO VALLEY MEDICAL CENTER","5451 WALNUT AVE",,,"CHINO                         ","CA","91710","SAN BERNARDINO","9096276111","Acute Care Hospitals","Proprietary","Yes","Yes"
"050588","SAN DIMAS COMMUNITY HOSPITAL","1350 W COVINA BLVD",,,"SAN DIMAS                     ","CA","91773","LOS ANGELES","9095996811","Acute Care Hospitals","Proprietary","Yes","Yes"
"050589","PLACENTIA LINDA HOSPITAL","1301 N ROSE DRIVE",,,"PLACENTIA                     ","CA","92870","ORANGE","7149932000","Acute Care Hospitals","Proprietary","Yes","Yes"
"050590","METHODIST HOSPITAL","7500 TIMBERLAKE WAY",,,"SACRAMENTO                    ","CA","95823","SACRAMENTO","9164236010","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"050597","FOOTHILL PRESBYTERIAN HOSPITAL","250 S GRAND AVE",,,"GLENDORA                      ","CA","91740","LOS ANGELES","6269638411","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"050599","UNIV OF CALIFORNIA DAVIS MED CENTER","2315 STOCKTON BLVD",,,"SACRAMENTO                    ","CA","95817","SACRAMENTO","9167343667","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"050601","ENCINO-TARZANA REGIONAL MED CTR - TARZANA CAMPUS","18321 CLARK ST",,,"TARZANA                       ","CA","91356","LOS ANGELES","8188810800","Acute Care Hospitals","Proprietary","Yes","Yes"
"050603","SADDLEBACK MEMORIAL MEDICAL CENTER","24451 HEALTH CENTER DRIVE",,,"LAGUNA HILLS                  ","CA","92653","ORANGE","9498374500","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"050604","SANTA TERESA COMMUNITY HOSPITAL","250 HOSPITAL PARKWAY",,,"SAN JOSE                      ","CA","95119","SANTA CLARA","4089727000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"050608","DELANO REGIONAL MEDICAL CENTER","1401 GARCES HIGHWAY",,,"DELANO                        ","CA","93215","KERN","6617254800","Acute Care Hospitals","Proprietary","Yes","Yes"
"050609","KAISER FOUNDATION HOSPITAL ANAHEIM","441 N LAKEVIEW AVENUE",,,"ANAHEIM                       ","CA","92807","ORANGE","7142794000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"050616","ST JOHN'S PLEASANT VALLEY HOSPITAL","2309 ANTONIO AVE",,,"CAMARILLO                     ","CA","93010","VENTURA","8053895800","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"050618","BEAR VALLEY COMMUNITY HOSPITAL","41870 GARSTIN DR",,,"BIG BEAR LAKE                 ","CA","92315","SAN BERNARDINO","9098666501","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"050624","HENRY MAYO NEWHALL MEMORIAL HOSPITAL","23845 W MCBEAN PKWY",,,"VALENCIA                      ","CA","91355","LOS ANGELES","6612538000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"050625","CEDARS-SINAI MEDICAL CENTER","8700 BEVERLY BLVD",,,"LOS ANGELES                   ","CA","90048","LOS ANGELES","3104235000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"050633","TWIN CITIES COMMUNITY HOSPITAL","1100 LAS TABLAS RD",,,"TEMPLETON                     ","CA","93465","SAN LUIS OBISPO","8054343500","Acute Care Hospitals","Proprietary","Yes","Yes"
"050636","POMERADO HOSPITAL","15615 POMERADO ROAD",,,"POWAY                         ","CA","92064","SAN DIEGO","8584856511","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Yes"
"050641","EAST LOS ANGELES DOCTORS HOSPITAL","4060 WHITTIER BLVD",,,"LOS ANGELES                   ","CA","90023","LOS ANGELES","3232685514","Acute Care Hospitals","Proprietary","Yes","Yes"
"050644","LOS ANGELES METROPOLITAN MEDICAL CTR","2231 S WESTERN AVE",,,"LOS ANGELES                   ","CA","90018","LOS ANGELES","3237307300","Acute Care Hospitals","Voluntary non-profit - Private","Yes","No"
"050663","LOS ANGELES COMMUNITY HOSPITAL","4081 E OLYMPIC BLVD",,,"LOS ANGELES                   ","CA","90023","LOS ANGELES","3233670477","Acute Care Hospitals","Proprietary","Yes","Yes"
"050667","N M  HOLDERMAN MEMORIAL HOSPITAL","260 CALIFORNIA DR",,,"YOUNTVILLE                    ","CA","94599","NAPA","7079444500","Acute Care Hospitals","Government - State","No","No"
"050668","LAGUNA HONDA HOSPITAL","375 LAGUNA HONDA BLVD",,,"SAN FRANCISCO                 ","CA","94116","SAN FRANCISCO","4157592367","Acute Care Hospitals","Government - Local","No","No"
"050674","KAISER FOUNDATION HOSP SO SACRAMENTO","6600 BRUCEVILLE ROAD",,,"SACRAMENTO                    ","CA","95823","SACRAMENTO","9166882000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"050677","KAISER FOUNDATION HOSPITAL","5601 DE SOTO",,,"WOODLAND HILLS                ","CA","91367","LOS ANGELES","8187193800","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"050678","ORANGE COAST MEMORIAL MEDICAL CENTER","9920 TALBERT AVENUE",,,"FOUNTAIN VALLEY               ","CA","92708","ORANGE","7143787406","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"050680","NORTHBAY VACAVALLEY HOSPITAL","1000 NUT TREE ROAD",,,"VACAVILLE                     ","CA","95688","SOLANO","7074464000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"050682","KINGSBURG MEDICAL CENTER","1200 SMITH ST",,,"KINGSBURG                     ","CA","93631","FRESNO","5598975841","Acute Care Hospitals","Voluntary non-profit - Private","No","Yes"
"050684","MENIFEE VALLEY MEDICAL CENTER","28400 MCCALL B0ULEVARD",,,"SUN CITY                      ","CA","92585","RIVERSIDE","9516798888","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Yes"
"050686","KAISER FOUNDATION HOSPITAL, RIVERSIDE","10800 MAGNOLIA AVENUE",,,"RIVERSIDE                     ","CA","92505","RIVERSIDE","9513532000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"050688","SAINT LOUISE REGIONAL HOSPITAL","9400 NO NAME UNO",,,"GILROY                        ","CA","95020","SANTA CLARA","4088482000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"050689","SAN RAMON REGIONAL MEDICAL CTR","6001 NORRIS CANYON ROAD",,,"SAN RAMON                     ","CA","94583","CONTRA COSTA","9252759200","Acute Care Hospitals","Proprietary","Yes","Yes"
"050690","KAISER FOUNDATION HOSPITAL-SANTA ROSA","401 BICENTENNIAL WAY",,,"SANTA ROSA                    ","CA","95403","SONOMA","7075714000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
