"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Percent of Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","Number of Patients 1","Footnote 1","Percent of Pneumonia Patients Whose Initial ER Blood Culture Was Performed Prior To Administration Of First Dose Of Antibiotics","Number of Patients 2","Footnote 2","Percent of Pneumonia Patients Given Smoking Cessation Advice/Counseling","Number of Patients 3","Footnote 3","Percent of Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","Number of Patients 4","Footnote 4","Percent of Pneumonia Patients Assessed and Given Influenza Vaccination","Number of Patients 5","Footnote 5","Percent of Pneumonia Patients Assessed and Given Pneumococcal Vaccination","Number of Patients 6","Footnote 6"
"49011F","SALEM VA MEDICAL CENTER","1970 BOULEVARD","","","SALEM                         ","VA","24153","SALEM","5409822463","97","86","","99","79","","97","30","","100","53","","96","72","","96","105",""
"380040","ST CHARLES MEDICAL CENTER - REDMOND","1253 N CANAL BLVD","","","REDMOND","OR","97756","DESCHUTES","5415488131","87","53","","90","50","","82","22","","90","29","","89","18","","87","53",""
"111318","MONROE COUNTY HOSPITAL","88 MARTIN LUTHER KING JR DRIVE","","","FORSYTH","GA","31029","MONROE","4789942521","94","16","","94","16","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","100","13","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","96","27",""
"241325","CHIPPEWA COUNTY HOSPITAL","824 NORTH 11TH STREET","","","MONTEVIDEO","MN","56265","CHIPPEWA","3202698878","95","20","","87","15","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","92","13","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","80","41",""
"181331","MCDOWELL ARH HOSPITAL","9879 KENTUCKY ROUTE 122, PO BOX 247","","","MC DOWELL","KY","41647","FLOYD","6063773400","87","15","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","98","55","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","100","32","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","89","44","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","100","14","","100","32","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure"
"241305","RIVERWOOD HEALTHCARE CENTER","200 BUNKER HILL DRIVE","","","AITKIN","MN","56431","AITKIN","2189275501","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The hospital indicated that the data submitted for this measure were based on a sample of cases","80","5","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The hospital indicated that the data submitted for this measure were based on a sample of cases","100","1","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The hospital indicated that the data submitted for this measure were based on a sample of cases","12","8","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The hospital indicated that the data submitted for this measure were based on a sample of cases","100","8","The hospital indicated that the data submitted for this measure were based on a sample of cases","75","8","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The hospital indicated that the data submitted for this measure were based on a sample of cases"
"210012","SINAI HOSPITAL OF BALTIMORE","2401 WEST BELVEDERE AVE","","","BALTIMORE","MD","21215","BALTIMORE CITY","4106015131","96","329","","91","338","","99","120","","90","154","","89","105","","93","279",""
"280065","GREAT PLAINS REGIONAL MEDICAL CENTER","601 WEST LEOTA ST","","","NORTH PLATTE","NE","69101","LINCOLN","3086968000","96","188","","98","211","","100","55","","100","107","","98","60","","99","187",""
"450283","COZBY-GERMANY HOSPITAL","707 N WALDRIP","","","GRAND SALINE","TX","75140","VAN ZANDT","9039624242","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"340073","DUKE HEALTH RALEIGH HOSPITAL","3400 WAKE FOREST RD","","","RALEIGH","NC","27609","WAKE","9199543000","99","136","","99","152","","100","49","","98","88","","97","39","","99","112",""
"400118","DOCTORS' CENTER HOSPITAL, INC","MARGINAL CARRETERA NO 2, KM 47 7","","","MANATI","PR","00674","MANATI","7878543322","89","19","","100","20","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","83","52","","100","22","","32","47",""
"060100","MEDICAL CENTER OF AURORA, THE","1501 S POTOMAC ST","","","AURORA","CO","80012","ARAPAHOE","3036952600","99","198","","100","256","","97","115","","97","159","","100","63","","99","196",""
"360259","BAY PARK COMMUNITY HOSPITAL","2801 BAY PARK DRIVE","","","OREGON","OH","43616","LUCAS","4196907700","99","135","","100","151","","100","58","","94","90","","100","47","","99","121",""
"210017","GARRETT COUNTY MEMORIAL HOSPITAL","251 N FOURTH ST","","","OAKLAND","MD","21550","GARRETT","3015334173","97","64","","98","42","","100","24","","98","43","","100","13","","100","63",""
"110004","HUTCHESON MEDICAL CENTER","100 GROSS CRESCENT","","","FORT OGLETHORPE","GA","30742","CATOOSA","7068582101","93","164","","97","156","","98","88","","96","82","","95","41","","96","105",""
"100113","SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA","1600 SW ARCHER RD","","","GAINESVILLE","FL","32610","ALACHUA","3522658000","94","96","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","102","The hospital indicated that the data submitted for this measure were based on a sample of cases","96","48","The hospital indicated that the data submitted for this measure were based on a sample of cases","95","44","The hospital indicated that the data submitted for this measure were based on a sample of cases","94","35","The hospital indicated that the data submitted for this measure were based on a sample of cases","95","83","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"360175","CLINTON MEMORIAL HOSPITAL","610 WEST MAIN STREET","","","WILMINGTON","OH","45177","CLINTON","9373826611","97","122","","99","147","","93","61","","91","85","","88","34","","89","107",""
"070018","GREENWICH HOSPITAL ASSOCIATION","5 PERRYRIDGE RD","","","GREENWICH","CT","06830","FAIRFIELD","2038633000","99","140","The hospital indicated that the data submitted for this measure were based on a sample of cases","95","157","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","18","The hospital indicated that the data submitted for this measure were based on a sample of cases","93","82","The hospital indicated that the data submitted for this measure were based on a sample of cases","94","48","The hospital indicated that the data submitted for this measure were based on a sample of cases","97","170","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"100109","FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER","4200 SUN N' LAKE BLVD","","","SEBRING","FL","33871","HIGHLANDS","8633144466","94","227","","97","246","","100","97","","96","127","","100","88","","99","314",""
"511310","SUMMERS COUNTY ARH HOSPITAL","TERRACE STREET   P O BOX 940","","","HINTON","WV","25951","SUMMERS","3044661000","97","31","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","100","26","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","100","16","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Not Available","Not Available","No data are available from the hospital for this measure","90","30","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure"
"341326","ANGEL MEDICAL CENTER","120 RIVERVIEW ST PO BOX 1209","","","FRANKLIN","NC","28734","MACON","8285248411","95","78","","99","73","","100","27","","93","58","","91","22","","91","74",""
"331311","LITTLE FALLS HOSPITAL","140 BURWELL STREET","","","LITTLE FALLS","NY","13365","HERKIMER","3158235261","93","84","","88","60","","100","21","","94","71","","95","22","","94","80",""
"310012","VALLEY HOSPITAL","223 N VAN DIEN AVENUE","","","RIDGEWOOD","NJ","07450","BERGEN","2014478000","99","165","The hospital indicated that the data submitted for this measure were based on a sample of cases","98","179","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","26","The hospital indicated that the data submitted for this measure were based on a sample of cases","95","104","The hospital indicated that the data submitted for this measure were based on a sample of cases","98","50","The hospital indicated that the data submitted for this measure were based on a sample of cases","99","164","The hospital indicated that the data submitted for this measure were based on a sample of cases"
