"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Outpatients with low back pain who had an MRI without trying recommended treatments first such as physical therapy","Number of Patients 1","Footnote 1","Outpatients who had a follow-up mammogram or ultrasound within 45 days after a screening mammogram","Number of Patients 2","Footnote 2","Outpatient CT scans of the abdomen that were “combination” (double) scans","Number of Patients 3","Footnote 3","Outpatient CT scans of the chest that were “combination” (double) scans","Number of Patients 4","Footnote 4","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Number of Patients 5","Footnote 5","Outpatients with brain CT scans who got a sinus CT scan at the same time","Number of Patients 6","Footnote 6"
"060043","KEEFE MEMORIAL HOSPITAL","602 N 6TH W ST","","","CHEYENNE WELLS","CO","80810","CHEYENNE","7197675661","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","3.4","59","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"060044","COLORADO PLAINS MEDICAL CENTER","1000 LINCOLN ST","","","FORT MORGAN","CO","80701","MORGAN","9708673391","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","8.6","292","","0.148","189","","0.012","84","","1.3","76","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"060049","YAMPA VALLEY MEDICAL CENTER","1024 CENTRAL PARK DR","","","STEAMBOAT SPRINGS","CO","80487","ROUTT","9708791322","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","8.1","271","","0.115","157","","0.031","128","","4.6","109","","0","79",""
"060054","COMMUNITY HOSPITAL","2021 N 12TH ST","","","GRAND JUNCTION","CO","81501","MESA","9702566201","52.7","91","","7.6","895","","0.133","338","","0.092","109","","5.3","57","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"060064","CENTURA HEALTH-PORTER ADVENTIST HOSPITAL","2525 S DOWNING ST","","","DENVER","CO","80210","DENVER","3037781955","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","9.1","683","","0.207","381","","0.034","206","","4.3","185","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"060065","NORTH SUBURBAN MEDICAL CENTER","9191 GRANT ST","","","THORNTON","CO","80229","ADAMS","3034517800","37","46","","8.1","445","","0.051","370","","0.013","80","","6","100","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"060071","DELTA COUNTY MEMORIAL HOSPITAL","1501 E 3RD STREET","","","DELTA","CO","81416","DELTA","9708747681","54","87","","10.7","1098","","0.084","467","","0.005","372","","2.8","144","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"060075","VALLEY VIEW HOSPITAL ASSOCIATION","1906 BLAKE AVE","","","GLENWOOD SPRINGS","CO","81601","GARFIELD","9709456535","42.5","73","","9.5","559","","0.091","187","","0.006","174","","3.9","232","","6.6","122",""
"060076","STERLING REGIONAL MEDCENTER","615 FAIRHURST ST","","","STERLING","CO","80751","LOGAN","9705220122","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","14.5","764","","0.239","289","","0.092","120","","3.5","142","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"060096","VAIL VALLEY MEDICAL CENTER","181 W MEADOW DRIVE","","","VAIL","CO","81657","EAGLE","9704762451","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","9.3","400","","0.103","126","","0.014","70","","4.6","153","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"060100","MEDICAL CENTER OF AURORA, THE","1501 S POTOMAC ST","","","AURORA","CO","80012","ARAPAHOE","3036952600","30.5","128","","8.1","2165","","0.139","798","","0.024","540","","3.9","179","","1.3","776",""
"060103","CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL","100 HEALTH PARK DRIVE","","","LOUISVILLE","CO","80027","BOULDER","3036731000","41.9","86","","5.7","453","","0.119","160","","0.017","58","","4.4","45","","0.7","135",""
"060104","CENTURA HEALTH-ST ANTHONY NORTH HOSPITAL","2551 W 84TH AVENUE","","","WESTMINSTER","CO","80031","JEFFERSON","3034303201","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","9.6","781","","0.045","352","","0.021","190","","2.8","109","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"060107","NATIONAL JEWISH HEALTH","1400 JACKSON ST","","","DENVER","CO","80206","DENVER","3033884461","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","0.001","2669","","12.7","306","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"060112","SKY RIDGE MEDICAL CENTER","10101 RIDGE GATE PARKWAY","","","LONE TREE","CO","80124","ARAPAHOE","7202251000","30.7","150","","Not Available","Not Available","No data are available from the hospital for this measure","0.09","577","","0.023","556","","7.7","220","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"060113","CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL","7700 S BROADWAY","","","LITTLETON","CO","80122","ARAPAHOE","3037308900","45.5","66","","10.4","681","","0.195","437","","0.069","232","","8.2","170","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"060114","PARKER ADVENTIST HOSPITAL","9395 CROWN CREST BLVD","","","PARKER","CO","80138","DOUGLAS","3032694000","44.6","56","","14","314","","0.122","361","","0.056","195","","1.3","79","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"060116","EXEMPLA GOOD SAMARITAN MEDICAL CENTER LLC","200 EXEMPLA CIRCLE","","","LAFAYETTE","CO","80026","BOULDER","3036894000","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","11","109","","0.042","168","","0.027","111","","9.3","97","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"060117","ANIMAS SURGICAL HOSPITAL, LLC","575 RIVERGATE LANE","","","DURANGO","CO","81301","LA PLATA","9702473537","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","0.268","82","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"060118","ST ANTHONY SUMMIT MEDICAL CENTER","340 PEAK ONE DRIVE","","","FRISCO","CO","80443","SUMMIT","9706683300","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","17.9","201","","0.097","113","","0.047","64","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"060119","MEDICAL CENTER OF THE ROCKIES","2500 ROCKY MOUNTAIN AVENUE","","","LOVELAND","CO","80538","LARIMER","9706242500","41.5","82","","8.9","224","","0.076","302","","0.005","191","","4.5","333","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"060124","ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS","11650 W 2ND PLACE","","","LAKEWOOD","CO","80228","JEFFERSON","7203215000","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
