"Provider ID","Hospital Name","State","Measure ID","Measure Name","Score","Footnote","Measure Start Date","Measure End Date"
"150034","ST MARY MEDICAL CENTER INC","IN","OP_8","MRI Lumbar Spine for Low Back Pain","43.8",,"07/01/2012","06/30/2013"
"150034","ST MARY MEDICAL CENTER INC","IN","OP_9","Mammography Follow-up Rates","7.9",,"07/01/2012","06/30/2013"
"150035","PORTER REGIONAL HOSPITAL","IN","OP_10","Abdomen CT Use of Contrast Material","17.3",,"07/01/2012","06/30/2013"
"150035","PORTER REGIONAL HOSPITAL","IN","OP_11","Thorax CT Use of Contrast Material","10.1",,"07/01/2012","06/30/2013"
"150035","PORTER REGIONAL HOSPITAL","IN","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","4.2",,"07/01/2012","06/30/2013"
"150035","PORTER REGIONAL HOSPITAL","IN","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","3.0",,"07/01/2012","06/30/2013"
"150035","PORTER REGIONAL HOSPITAL","IN","OP_8","MRI Lumbar Spine for Low Back Pain","34.8",,"07/01/2012","06/30/2013"
"150035","PORTER REGIONAL HOSPITAL","IN","OP_9","Mammography Follow-up Rates","6.2",,"07/01/2012","06/30/2013"
"150037","HANCOCK REGIONAL HOSPITAL","IN","OP_10","Abdomen CT Use of Contrast Material","9.1",,"07/01/2012","06/30/2013"
"150037","HANCOCK REGIONAL HOSPITAL","IN","OP_11","Thorax CT Use of Contrast Material","3.9",,"07/01/2012","06/30/2013"
"150037","HANCOCK REGIONAL HOSPITAL","IN","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","7.0",,"07/01/2012","06/30/2013"
"150037","HANCOCK REGIONAL HOSPITAL","IN","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","1.8",,"07/01/2012","06/30/2013"
"150037","HANCOCK REGIONAL HOSPITAL","IN","OP_8","MRI Lumbar Spine for Low Back Pain","35.2",,"07/01/2012","06/30/2013"
"150037","HANCOCK REGIONAL HOSPITAL","IN","OP_9","Mammography Follow-up Rates","8.1",,"07/01/2012","06/30/2013"
"150038","INDIANA UNIVERSITY HEALTH MORGAN HOSPITAL INC","IN","OP_10","Abdomen CT Use of Contrast Material","8.9",,"07/01/2012","06/30/2013"
"150038","INDIANA UNIVERSITY HEALTH MORGAN HOSPITAL INC","IN","OP_11","Thorax CT Use of Contrast Material","7.3",,"07/01/2012","06/30/2013"
"150038","INDIANA UNIVERSITY HEALTH MORGAN HOSPITAL INC","IN","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","4.4",,"07/01/2012","06/30/2013"
"150038","INDIANA UNIVERSITY HEALTH MORGAN HOSPITAL INC","IN","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","0.6",,"07/01/2012","06/30/2013"
"150038","INDIANA UNIVERSITY HEALTH MORGAN HOSPITAL INC","IN","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"150038","INDIANA UNIVERSITY HEALTH MORGAN HOSPITAL INC","IN","OP_9","Mammography Follow-up Rates","11.9",,"07/01/2012","06/30/2013"
"150042","GOOD SAMARITAN HOSPITAL","IN","OP_10","Abdomen CT Use of Contrast Material","31.4",,"07/01/2012","06/30/2013"
"150042","GOOD SAMARITAN HOSPITAL","IN","OP_11","Thorax CT Use of Contrast Material","34.9",,"07/01/2012","06/30/2013"
"150042","GOOD SAMARITAN HOSPITAL","IN","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","5.5",,"07/01/2012","06/30/2013"
"150042","GOOD SAMARITAN HOSPITAL","IN","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","2.3",,"07/01/2012","06/30/2013"
"150042","GOOD SAMARITAN HOSPITAL","IN","OP_8","MRI Lumbar Spine for Low Back Pain","43.2",,"07/01/2012","06/30/2013"
"150042","GOOD SAMARITAN HOSPITAL","IN","OP_9","Mammography Follow-up Rates","5.4",,"07/01/2012","06/30/2013"
"150044","FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","IN","OP_10","Abdomen CT Use of Contrast Material","20.7",,"07/01/2012","06/30/2013"
"150044","FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","IN","OP_11","Thorax CT Use of Contrast Material","5.8",,"07/01/2012","06/30/2013"
"150044","FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","IN","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","7.9",,"07/01/2012","06/30/2013"
"150044","FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","IN","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","1.9",,"07/01/2012","06/30/2013"
"150044","FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","IN","OP_8","MRI Lumbar Spine for Low Back Pain","37.7",,"07/01/2012","06/30/2013"
"150044","FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","IN","OP_9","Mammography Follow-up Rates","9.2",,"07/01/2012","06/30/2013"
"150045","DEKALB HEALTH","IN","OP_10","Abdomen CT Use of Contrast Material","0.0",,"07/01/2012","06/30/2013"
"150045","DEKALB HEALTH","IN","OP_11","Thorax CT Use of Contrast Material","0.0",,"07/01/2012","06/30/2013"
"150045","DEKALB HEALTH","IN","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","2.1",,"07/01/2012","06/30/2013"
"150045","DEKALB HEALTH","IN","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"150045","DEKALB HEALTH","IN","OP_8","MRI Lumbar Spine for Low Back Pain","28.6",,"07/01/2012","06/30/2013"
"150045","DEKALB HEALTH","IN","OP_9","Mammography Follow-up Rates","9.4",,"07/01/2012","06/30/2013"
"150046","TERRE HAUTE REGIONAL HOSPITAL","IN","OP_10","Abdomen CT Use of Contrast Material","4.0",,"07/01/2012","06/30/2013"
"150046","TERRE HAUTE REGIONAL HOSPITAL","IN","OP_11","Thorax CT Use of Contrast Material","0.7",,"07/01/2012","06/30/2013"
"150046","TERRE HAUTE REGIONAL HOSPITAL","IN","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","6.3",,"07/01/2012","06/30/2013"
"150046","TERRE HAUTE REGIONAL HOSPITAL","IN","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"150046","TERRE HAUTE REGIONAL HOSPITAL","IN","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"150046","TERRE HAUTE REGIONAL HOSPITAL","IN","OP_9","Mammography Follow-up Rates","10.4",,"07/01/2012","06/30/2013"
"150047","ST JOSEPH HOSPITAL","IN","OP_10","Abdomen CT Use of Contrast Material","2.9",,"07/01/2012","06/30/2013"
"150047","ST JOSEPH HOSPITAL","IN","OP_11","Thorax CT Use of Contrast Material","1.6",,"07/01/2012","06/30/2013"
"150047","ST JOSEPH HOSPITAL","IN","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","4.0",,"07/01/2012","06/30/2013"
"150047","ST JOSEPH HOSPITAL","IN","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","0.8",,"07/01/2012","06/30/2013"
"150047","ST JOSEPH HOSPITAL","IN","OP_8","MRI Lumbar Spine for Low Back Pain","35.4",,"07/01/2012","06/30/2013"
"150047","ST JOSEPH HOSPITAL","IN","OP_9","Mammography Follow-up Rates","4.5",,"07/01/2012","06/30/2013"
"150048","REID HOSPITAL & HEALTH CARE SERVICES","IN","OP_10","Abdomen CT Use of Contrast Material","6.5",,"07/01/2012","06/30/2013"
"150048","REID HOSPITAL & HEALTH CARE SERVICES","IN","OP_11","Thorax CT Use of Contrast Material","0.7",,"07/01/2012","06/30/2013"
"150048","REID HOSPITAL & HEALTH CARE SERVICES","IN","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","4.7",,"07/01/2012","06/30/2013"
"150048","REID HOSPITAL & HEALTH CARE SERVICES","IN","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","2.3",,"07/01/2012","06/30/2013"
"150048","REID HOSPITAL & HEALTH CARE SERVICES","IN","OP_8","MRI Lumbar Spine for Low Back Pain","36.3",,"07/01/2012","06/30/2013"
"150048","REID HOSPITAL & HEALTH CARE SERVICES","IN","OP_9","Mammography Follow-up Rates","6.1",,"07/01/2012","06/30/2013"
"150051","INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL","IN","OP_10","Abdomen CT Use of Contrast Material","7.4",,"07/01/2012","06/30/2013"
"150051","INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL","IN","OP_11","Thorax CT Use of Contrast Material","1.8",,"07/01/2012","06/30/2013"
"150051","INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL","IN","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","7.8",,"07/01/2012","06/30/2013"
"150051","INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL","IN","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","2.0",,"07/01/2012","06/30/2013"
"150051","INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL","IN","OP_8","MRI Lumbar Spine for Low Back Pain","33.3",,"07/01/2012","06/30/2013"
"150051","INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL","IN","OP_9","Mammography Follow-up Rates","Not Available","7","07/01/2012","06/30/2013"
"150056","INDIANA UNIVERSITY HEALTH","IN","OP_10","Abdomen CT Use of Contrast Material","4.3",,"07/01/2012","06/30/2013"
"150056","INDIANA UNIVERSITY HEALTH","IN","OP_11","Thorax CT Use of Contrast Material","0.1",,"07/01/2012","06/30/2013"
"150056","INDIANA UNIVERSITY HEALTH","IN","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","5.9",,"07/01/2012","06/30/2013"
"150056","INDIANA UNIVERSITY HEALTH","IN","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","2.7",,"07/01/2012","06/30/2013"
"150056","INDIANA UNIVERSITY HEALTH","IN","OP_8","MRI Lumbar Spine for Low Back Pain","35.8",,"07/01/2012","06/30/2013"
"150056","INDIANA UNIVERSITY HEALTH","IN","OP_9","Mammography Follow-up Rates","7.3",,"07/01/2012","06/30/2013"
"150057","FRANCISCAN ST FRANCIS HEALTH - MOORESVILLE","IN","OP_10","Abdomen CT Use of Contrast Material","7.4",,"07/01/2012","06/30/2013"
"150057","FRANCISCAN ST FRANCIS HEALTH - MOORESVILLE","IN","OP_11","Thorax CT Use of Contrast Material","1.7",,"07/01/2012","06/30/2013"
"150057","FRANCISCAN ST FRANCIS HEALTH - MOORESVILLE","IN","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","5.0",,"07/01/2012","06/30/2013"
"150057","FRANCISCAN ST FRANCIS HEALTH - MOORESVILLE","IN","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","1.1",,"07/01/2012","06/30/2013"
"150057","FRANCISCAN ST FRANCIS HEALTH - MOORESVILLE","IN","OP_8","MRI Lumbar Spine for Low Back Pain","40.7",,"07/01/2012","06/30/2013"
"150057","FRANCISCAN ST FRANCIS HEALTH - MOORESVILLE","IN","OP_9","Mammography Follow-up Rates","6.9",,"07/01/2012","06/30/2013"
"150058","MEMORIAL HOSPITAL OF SOUTH BEND","IN","OP_10","Abdomen CT Use of Contrast Material","5.9",,"07/01/2012","06/30/2013"
"150058","MEMORIAL HOSPITAL OF SOUTH BEND","IN","OP_11","Thorax CT Use of Contrast Material","3.2",,"07/01/2012","06/30/2013"
"150058","MEMORIAL HOSPITAL OF SOUTH BEND","IN","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","4.8",,"07/01/2012","06/30/2013"
"150058","MEMORIAL HOSPITAL OF SOUTH BEND","IN","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","1.6",,"07/01/2012","06/30/2013"
"150058","MEMORIAL HOSPITAL OF SOUTH BEND","IN","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"150058","MEMORIAL HOSPITAL OF SOUTH BEND","IN","OP_9","Mammography Follow-up Rates","6.6",,"07/01/2012","06/30/2013"
"150059","RIVERVIEW HOSPITAL","IN","OP_10","Abdomen CT Use of Contrast Material","7.0",,"07/01/2012","06/30/2013"
"150059","RIVERVIEW HOSPITAL","IN","OP_11","Thorax CT Use of Contrast Material","0.5",,"07/01/2012","06/30/2013"
"150059","RIVERVIEW HOSPITAL","IN","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","6.8",,"07/01/2012","06/30/2013"
"150059","RIVERVIEW HOSPITAL","IN","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"150059","RIVERVIEW HOSPITAL","IN","OP_8","MRI Lumbar Spine for Low Back Pain","41.3",,"07/01/2012","06/30/2013"
"150059","RIVERVIEW HOSPITAL","IN","OP_9","Mammography Follow-up Rates","10.8",,"07/01/2012","06/30/2013"
"150061","DAVIESS COMMUNITY HOSPITAL","IN","OP_10","Abdomen CT Use of Contrast Material","4.1",,"07/01/2012","06/30/2013"
"150061","DAVIESS COMMUNITY HOSPITAL","IN","OP_11","Thorax CT Use of Contrast Material","3.5",,"07/01/2012","06/30/2013"
"150061","DAVIESS COMMUNITY HOSPITAL","IN","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","2.3",,"07/01/2012","06/30/2013"
"150061","DAVIESS COMMUNITY HOSPITAL","IN","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","5.3",,"07/01/2012","06/30/2013"
"150061","DAVIESS COMMUNITY HOSPITAL","IN","OP_8","MRI Lumbar Spine for Low Back Pain","44.2",,"07/01/2012","06/30/2013"
"150061","DAVIESS COMMUNITY HOSPITAL","IN","OP_9","Mammography Follow-up Rates","13.8",,"07/01/2012","06/30/2013"
"150064","FAYETTE REGIONAL HEALTH SYSTEM","IN","OP_10","Abdomen CT Use of Contrast Material","2.8",,"07/01/2012","06/30/2013"
"150064","FAYETTE REGIONAL HEALTH SYSTEM","IN","OP_11","Thorax CT Use of Contrast Material","0.7",,"07/01/2012","06/30/2013"
"150064","FAYETTE REGIONAL HEALTH SYSTEM","IN","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","1.3",,"07/01/2012","06/30/2013"
"150064","FAYETTE REGIONAL HEALTH SYSTEM","IN","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","1.6",,"07/01/2012","06/30/2013"
"150064","FAYETTE REGIONAL HEALTH SYSTEM","IN","OP_8","MRI Lumbar Spine for Low Back Pain","35.7",,"07/01/2012","06/30/2013"
"150064","FAYETTE REGIONAL HEALTH SYSTEM","IN","OP_9","Mammography Follow-up Rates","11.0",,"07/01/2012","06/30/2013"
"150065","SCHNECK MEDICAL CENTER","IN","OP_10","Abdomen CT Use of Contrast Material","3.0",,"07/01/2012","06/30/2013"
"150065","SCHNECK MEDICAL CENTER","IN","OP_11","Thorax CT Use of Contrast Material","0.3",,"07/01/2012","06/30/2013"
"150065","SCHNECK MEDICAL CENTER","IN","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","3.6",,"07/01/2012","06/30/2013"
"150065","SCHNECK MEDICAL CENTER","IN","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"150065","SCHNECK MEDICAL CENTER","IN","OP_8","MRI Lumbar Spine for Low Back Pain","47.6",,"07/01/2012","06/30/2013"
"150065","SCHNECK MEDICAL CENTER","IN","OP_9","Mammography Follow-up Rates","11.4",,"07/01/2012","06/30/2013"
"150069","KING'S DAUGHTERS' HEALTH","IN","OP_10","Abdomen CT Use of Contrast Material","7.7",,"07/01/2012","06/30/2013"
"150069","KING'S DAUGHTERS' HEALTH","IN","OP_11","Thorax CT Use of Contrast Material","0.3",,"07/01/2012","06/30/2013"
"150069","KING'S DAUGHTERS' HEALTH","IN","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","6.5",,"07/01/2012","06/30/2013"
"150069","KING'S DAUGHTERS' HEALTH","IN","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"150069","KING'S DAUGHTERS' HEALTH","IN","OP_8","MRI Lumbar Spine for Low Back Pain","33.7",,"07/01/2012","06/30/2013"
"150069","KING'S DAUGHTERS' HEALTH","IN","OP_9","Mammography Follow-up Rates","7.4",,"07/01/2012","06/30/2013"
"150072","MEMORIAL HOSPITAL","IN","OP_10","Abdomen CT Use of Contrast Material","5.3",,"07/01/2012","06/30/2013"
"150072","MEMORIAL HOSPITAL","IN","OP_11","Thorax CT Use of Contrast Material","1.3",,"07/01/2012","06/30/2013"
"150072","MEMORIAL HOSPITAL","IN","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","4.4",,"07/01/2012","06/30/2013"
"150072","MEMORIAL HOSPITAL","IN","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","1.5",,"07/01/2012","06/30/2013"
"150072","MEMORIAL HOSPITAL","IN","OP_8","MRI Lumbar Spine for Low Back Pain","41.2",,"07/01/2012","06/30/2013"
"150072","MEMORIAL HOSPITAL","IN","OP_9","Mammography Follow-up Rates","9.2",,"07/01/2012","06/30/2013"
"150074","COMMUNITY HOSPITAL EAST","IN","OP_10","Abdomen CT Use of Contrast Material","9.1",,"07/01/2012","06/30/2013"
"150074","COMMUNITY HOSPITAL EAST","IN","OP_11","Thorax CT Use of Contrast Material","7.8",,"07/01/2012","06/30/2013"
"150074","COMMUNITY HOSPITAL EAST","IN","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","4.1",,"07/01/2012","06/30/2013"
"150074","COMMUNITY HOSPITAL EAST","IN","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","3.1",,"07/01/2012","06/30/2013"
"150074","COMMUNITY HOSPITAL EAST","IN","OP_8","MRI Lumbar Spine for Low Back Pain","39.0",,"07/01/2012","06/30/2013"
"150074","COMMUNITY HOSPITAL EAST","IN","OP_9","Mammography Follow-up Rates","13.0",,"07/01/2012","06/30/2013"
"150075","BLUFFTON REGIONAL MEDICAL CENTER","IN","OP_10","Abdomen CT Use of Contrast Material","4.8",,"07/01/2012","06/30/2013"
"150075","BLUFFTON REGIONAL MEDICAL CENTER","IN","OP_11","Thorax CT Use of Contrast Material","0.0",,"07/01/2012","06/30/2013"
"150075","BLUFFTON REGIONAL MEDICAL CENTER","IN","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","1","07/01/2012","06/30/2013"
"150075","BLUFFTON REGIONAL MEDICAL CENTER","IN","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"150075","BLUFFTON REGIONAL MEDICAL CENTER","IN","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"150075","BLUFFTON REGIONAL MEDICAL CENTER","IN","OP_9","Mammography Follow-up Rates","6.1",,"07/01/2012","06/30/2013"
"150076","SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH","IN","OP_10","Abdomen CT Use of Contrast Material","4.7",,"07/01/2012","06/30/2013"
"150076","SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH","IN","OP_11","Thorax CT Use of Contrast Material","0.0",,"07/01/2012","06/30/2013"
"150076","SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH","IN","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","2.6",,"07/01/2012","06/30/2013"
"150076","SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH","IN","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"150076","SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH","IN","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"150076","SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH","IN","OP_9","Mammography Follow-up Rates","7.3",,"07/01/2012","06/30/2013"
"150082","DEACONESS HOSPITAL INC","IN","OP_10","Abdomen CT Use of Contrast Material","6.3",,"07/01/2012","06/30/2013"
"150082","DEACONESS HOSPITAL INC","IN","OP_11","Thorax CT Use of Contrast Material","0.1",,"07/01/2012","06/30/2013"
"150082","DEACONESS HOSPITAL INC","IN","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","8.2",,"07/01/2012","06/30/2013"
"150082","DEACONESS HOSPITAL INC","IN","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","5.8",,"07/01/2012","06/30/2013"
"150082","DEACONESS HOSPITAL INC","IN","OP_8","MRI Lumbar Spine for Low Back Pain","39.3",,"07/01/2012","06/30/2013"
"150082","DEACONESS HOSPITAL INC","IN","OP_9","Mammography Follow-up Rates","5.6",,"07/01/2012","06/30/2013"
"150084","ST VINCENT HOSPITAL & HEALTH SERVICES","IN","OP_10","Abdomen CT Use of Contrast Material","5.2",,"07/01/2012","06/30/2013"
"150084","ST VINCENT HOSPITAL & HEALTH SERVICES","IN","OP_11","Thorax CT Use of Contrast Material","0.3",,"07/01/2012","06/30/2013"
