Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Measure_Description,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-2_Overall_Footnote,HBIPS-2_1-12_Rate_Per_1000,HBIPS-2_1-12_Num,HBIPS-2_1-12_Den,HBIPS-2_1-12_Footnote,HBIPS-2_13-17_Rate_Per_1000,HBIPS-2_13-17_Num,HBIPS-2_13-17_Den,HBIPS-2_13-17_Footnote,HBIPS-2_18-64_Rate_Per_1000,HBIPS-2_18-64_Num,HBIPS-2_18-64_Den,HBIPS-2_18-64_Footnote,HBIPS-2_65_Over_Rate_Per_1000,HBIPS-2_65_Over_Num,HBIPS-2_65_Over_Den,HBIPS-2_65_Over_Footnote,HBIPS-3_Measure_Description,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,HBIPS-3_Overall_Footnote,HBIPS-3_1-12_Rate_Per_1000,HBIPS-3_1-12_Num,HBIPS-3_1-12_Den,HBIPS-3_1-12_Footnote,HBIPS-3_13-17_Rate_Per_1000,HBIPS-3_13-17_Num,HBIPS-3_13-17_Den,HBIPS-3_13-17_Footnote,HBIPS-3_18-64_Rate_Per_1000,HBIPS-3_18-64_Num,HBIPS-3_18-64_Den,HBIPS-3_18-64_Footnote,HBIPS-3_65_Over_Rate_Per_1000,HBIPS-3_65_Over_Num,HBIPS-3_65_Over_Den,HBIPS-3_65_Over_Footnote,HBIPS-4_Measure_Description,HBIPS-4_Overall_%_of_Total,HBIPS-4_Overall_Num,HBIPS-4_Overall_Den,HBIPS-4_Overall_Footnote,HBIPS-4_1-12_%_of_Total,HBIPS-4_1-12_Num,HBIPS-4_1-12_Den,HBIPS-4_1-12_Footnote,HBIPS-4_13-17_%_of_Total,HBIPS-4_13-17_Num,HBIPS-4_13-17_Den,HBIPS-4_13-17_Footnote,HBIPS-4_18-64_%_of_Total,HBIPS-4_18-64_Num,HBIPS-4_18-64_Den,HBIPS-4_18-64_Footnote,HBIPS-4_65_Over_%_of_Total,HBIPS-4_65_Over_Num,HBIPS-4_65_Over_Den,HBIPS-4_65_Over_Footnote,HBIPS-5_Measure_Description,HBIPS-5_Overall_%_of_Total,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,HBIPS-5_Overall_Footnote,HBIPS-5_1-12_%_of_Total,HBIPS-5_1-12_Num,HBIPS-5_1-12_Den,HBIPS-5_1-12_Footnote,HBIPS-5_13-17_%_of_Total,HBIPS-5_13-17_Num,HBIPS-5_13-17_Den,HBIPS-5_13-17_Footnote,HBIPS-5_18-64_%_of_Total,HBIPS-5_18-64_Num,HBIPS-5_18-64_Den,HBIPS-5_18-64_Footnote,HBIPS-5_65_Over_%_of_Total,HBIPS-5_65_Over_Num,HBIPS-5_65_Over_Den,HBIPS-5_65_Over_Footnote,HBIPS-6_Measure_Description,HBIPS-6_Overall_%_of_Total,HBIPS-6_Overall_Num,HBIPS-6_Overall_Den,HBIPS-6_Overall_Footnote,HBIPS-6_1-12_%_of_Total,HBIPS-6_1-12_Num,HBIPS-6_1-12_Den,HBIPS-6_1-12_Footnote,HBIPS-6_13-17_%_of_Total,HBIPS-6_13-17_Num,HBIPS-6_13-17_Den,HBIPS-6_13-17_Footnote,HBIPS-6_18-64_%_of_Total,HBIPS-6_18-64_Num,HBIPS-6_18-64_Den,HBIPS-6_18-64_Footnote,HBIPS-6_65_Over_%_of_Total,HBIPS-6_65_Over_Num,HBIPS-6_65_Over_Den,HBIPS-6_65_Over_Footnote,HBIPS-7_Measure_Description,HBIPS-7_Overall_%_of_Total,HBIPS-7_Overall_Num,HBIPS-7_Overall_Den,HBIPS-7_Overall_Footnote,HBIPS-7_1-12_%_of_Total,HBIPS-7_1-12_Num,HBIPS-7_1-12_Den,HBIPS-7_1-12_Footnote,HBIPS-7_13-17_%_of_Total,HBIPS-7_13-17_Num,HBIPS-7_13-17_Den,HBIPS-7_13-17_Footnote,HBIPS-7_18-64_%_of_Total,HBIPS-7_18-64_Num,HBIPS-7_18-64_Den,HBIPS-7_18-64_Footnote,HBIPS-7_65_Over_%_of_Total,HBIPS-7_65_Over_Num,HBIPS-7_65_Over_Den,HBIPS-7_65_Over_Footnote,Start_Date,End_Date
"314001","SUMMIT OAKS HOSPITAL","19 PROSPECT ST","SUMMIT","NJ","07901","UNION","Hours of physical-restraint use","0.23","91.35","16535","","0.44","9.25","882","","0.34","17.85","2174","","0.21","62.38","12277","","0.06","1.87","1202","","Hours of seclusion","0.02","7.07","16535","","0.16","3.43","882","","0.01","0.35","2174","","0.01","3.28","12277","","0.00","0.00","1202","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","93.38","564","604","","96.00","72","75","","96.50","138","143","","93.67","296","316","","82.86","58","70","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","87.58","529","604","","81.33","61","75","","92.31","132","143","","89.24","282","316","","77.14","54","70","","10/01/2012","03/31/2013"
"314011","UNIVERSITY BEHAVIORAL HEALTH CARE","671 HOES LANE - PO BOX 1392","PISCATAWAY","NJ","08854","MIDDLESEX","Hours of physical-restraint use","0.14","24.33","7193","","0.67","9.45","587","","0.26","14.88","2403","","0.00","0.00","4177","","0.00","0.00","26","","Hours of seclusion","0.16","27.82","7193","","1.17","16.48","587","","0.20","11.33","2403","","0.00","0.00","4177","","0.00","0.00","26","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","93.62","220","235","","87.23","41","47","","92.55","87","94","","97.78","88","90","","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","92.77","218","235","","87.23","41","47","","92.55","87","94","","95.56","86","90","","Not Available","Not Available","Not Available","1","10/01/2012","03/31/2013"
"314012","CARRIER CLINIC FOUNDATION","252 ROUTE 601","BELLE MEAD","NJ","08502","SOMERSET","Hours of physical-restraint use","0.26","125.75","20135","","Not Available","0.00","0","7","0.41","44.40","4476","","0.30","81.12","11431","","0.00","0.23","4228","","Hours of seclusion","0.33","158.60","20135","","Not Available","0.00","0","7","0.08","8.75","4476","","0.44","120.68","11431","","0.29","29.17","4228","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","90.52","382","422","","Not Available","0","0","7","93.46","100","107","","94.69","214","226","","76.40","68","89","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","84.12","355","422","","Not Available","0","0","7","85.05","91","107","","88.94","201","226","","70.79","63","89","","10/01/2012","03/31/2013"
"314013","TRENTON PSYCHIATRIC HOSP","STATION A","TRENTON","NJ","08625","MERCER","Hours of physical-restraint use","0.09","159.25","74179","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.09","158.20","71766","","0.02","1.05","2413","","Hours of seclusion","0.00","0.00","74179","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","71766","","0.00","0.00","2413","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","94.03","299","318","","Not Available","0","0","7","Not Available","0","0","7","93.95","295","314","","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","88.99","283","318","","Not Available","0","0","7","Not Available","0","0","7","89.17","280","314","","Not Available","Not Available","Not Available","1","10/01/2012","03/31/2013"
"314016","GREYSTONE PARK PSYCH HOSP","CENTRAL AVE","GREYSTONE PARK","NJ","07950","MORRIS","Hours of physical-restraint use","0.03","61.75","78437","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.03","48.45","62632","","0.04","13.30","15805","","Hours of seclusion","0.04","66.77","78437","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.04","66.77","62632","","0.00","0.00","15805","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","99.48","193","194","","Not Available","0","0","7","Not Available","0","0","7","99.32","146","147","","100.00","47","47","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","99.48","193","194","","Not Available","0","0","7","Not Available","0","0","7","99.32","146","147","","100.00","47","47","","10/01/2012","03/31/2013"
"314018","CAMDEN CO HEALTH SERVICES CENTER","425  WOODBURY TURNERSVILLE ROAD","BLACKWOOD","NJ","08012","CAMDEN","Hours of physical-restraint use","0.03","35.12","43220","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.04","34.03","39025","","0.01","1.08","4195","","Hours of seclusion","0.00","0.00","43220","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","39025","","0.00","0.00","4195","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","100.00","273","273","","Not Available","0","0","7","Not Available","0","0","7","100.00","266","266","","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","100.00","273","273","","Not Available","0","0","7","Not Available","0","0","7","100.00","266","266","","Not Available","Not Available","Not Available","1","10/01/2012","03/31/2013"
"314019","RAMAPO RIDGE PSYCH HOSP","301 SICOMAC AVE","WYCKOFF","NJ","07481","BERGEN","Hours of physical-restraint use","0.02","3.85","9024","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.05","3.85","3047","","0.00","0.00","5977","","Hours of seclusion","0.00","0.00","9024","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","3047","","0.00","0.00","5977","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","100.00","181","181","","Not Available","0","0","7","Not Available","0","0","7","100.00","91","91","","100.00","90","90","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","100.00","181","181","","Not Available","0","0","7","Not Available","0","0","7","100.00","91","91","","100.00","90","90","","10/01/2012","03/31/2013"
"314020","ESSEX COUNTY HOSPITAL CENTER","204 GROVE AVENUE","CEDAR GROVE","NJ","07009","ESSEX","Hours of physical-restraint use","0.00","1.83","30955","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","1.83","29672","","0.00","0.00","1283","","Hours of seclusion","0.06","43.25","30955","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.06","43.25","29672","","0.00","0.00","1283","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","36.00","54","150","","Not Available","0","0","7","Not Available","0","0","7","34.93","51","146","","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","32.00","48","150","","Not Available","0","0","7","Not Available","0","0","7","32.19","47","146","","Not Available","Not Available","Not Available","1","10/01/2012","03/31/2013"
"314022","ST BARNABAS BEHAVIORAL HEALTH CENTER","1691 HIGHWAY 9  -  CN2025","TOMS RIVER","NJ","08755","OCEAN","Hours of physical-restraint use","0.20","26.23","5555","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.21","8.22","1667","","0.19","18.02","3888","","Hours of seclusion","0.00","0.00","5555","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","1667","","0.00","0.00","3888","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","90.73","235","259","","Not Available","0","0","7","Not Available","0","0","7","88.10","111","126","","93.23","124","133","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","82.63","214","259","","Not Available","0","0","7","Not Available","0","0","7","79.37","100","126","","85.71","114","133","","10/01/2012","03/31/2013"
"314023","ASPEN HILLS HEALTHCARE CENTER","600 PEMBERTON-BROWNS MILLS ROAD","PEMBERTON","NJ","08068","BURLINGTON","Hours of physical-restraint use","0.00","0.00","3645","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","2311","","0.00","0.00","1334","","Hours of seclusion","0.00","0.00","3645","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","2311","","0.00","0.00","1334","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","94.97","170","179","","Not Available","0","0","7","Not Available","0","0","7","97.14","136","140","","87.18","34","39","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","94.97","170","179","","Not Available","0","0","7","Not Available","0","0","7","97.14","136","140","","87.18","34","39","","10/01/2012","03/31/2013"
