"State","Diagnosis Related Group","Denominator","Footnote","Measure Start Date","Measure End Date"
"MN","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","45","","10/01/2012","09/30/2013"
"MO","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","67","","10/01/2012","09/30/2013"
"MS","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","44","","10/01/2012","09/30/2013"
"MT","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"NC","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","93","","10/01/2012","09/30/2013"
"ND","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","13","","10/01/2012","09/30/2013"
"NE","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","32","","10/01/2012","09/30/2013"
"NH","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","13","","10/01/2012","09/30/2013"
"NJ","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","107","","10/01/2012","09/30/2013"
"NM","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"NV","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","12","","10/01/2012","09/30/2013"
"NY","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","262","","10/01/2012","09/30/2013"
"OH","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","132","","10/01/2012","09/30/2013"
"OK","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","32","","10/01/2012","09/30/2013"
"OR","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","26","","10/01/2012","09/30/2013"
"PA","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","138","","10/01/2012","09/30/2013"
"PR","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"RI","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"SC","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","61","","10/01/2012","09/30/2013"
"SD","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","16","","10/01/2012","09/30/2013"
"TN","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","72","","10/01/2012","09/30/2013"
"TX","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","177","","10/01/2012","09/30/2013"
"UT","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","15","","10/01/2012","09/30/2013"
"VA","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","75","","10/01/2012","09/30/2013"
"VT","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"WA","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","36","","10/01/2012","09/30/2013"
"WI","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","71","","10/01/2012","09/30/2013"
"WV","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","16","","10/01/2012","09/30/2013"
"WY","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AK","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AL","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","48","","10/01/2012","09/30/2013"
"AR","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","16","","10/01/2012","09/30/2013"
"AZ","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","52","","10/01/2012","09/30/2013"
"CA","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","158","","10/01/2012","09/30/2013"
"CO","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","29","","10/01/2012","09/30/2013"
"CT","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","24","","10/01/2012","09/30/2013"
"DC","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"DE","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"FL","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","167","","10/01/2012","09/30/2013"
"GA","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","50","","10/01/2012","09/30/2013"
"HI","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","13","","10/01/2012","09/30/2013"
"IA","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","22","","10/01/2012","09/30/2013"
"ID","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"IL","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","114","","10/01/2012","09/30/2013"
"IN","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","70","","10/01/2012","09/30/2013"
"KS","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","29","","10/01/2012","09/30/2013"
"KY","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","42","","10/01/2012","09/30/2013"
"LA","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","29","","10/01/2012","09/30/2013"
"MA","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","64","","10/01/2012","09/30/2013"
"MD","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","15","","10/01/2012","09/30/2013"
"ME","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","14","","10/01/2012","09/30/2013"
"MI","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","93","","10/01/2012","09/30/2013"
"MN","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","51","","10/01/2012","09/30/2013"
"MO","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","69","","10/01/2012","09/30/2013"
"MS","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","21","","10/01/2012","09/30/2013"
"MT","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"NC","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","92","","10/01/2012","09/30/2013"
"ND","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"NE","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","13","","10/01/2012","09/30/2013"
"NH","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"NJ","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","85","","10/01/2012","09/30/2013"
"NM","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"NV","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","21","","10/01/2012","09/30/2013"
"NY","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","148","","10/01/2012","09/30/2013"
"OH","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","127","","10/01/2012","09/30/2013"
"OK","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","23","","10/01/2012","09/30/2013"
"OR","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","26","","10/01/2012","09/30/2013"
"PA","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","127","","10/01/2012","09/30/2013"
"PR","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"RI","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"SC","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","51","","10/01/2012","09/30/2013"
"SD","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","15","","10/01/2012","09/30/2013"
"TN","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","70","","10/01/2012","09/30/2013"
"TX","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","162","","10/01/2012","09/30/2013"
"UT","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"VA","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","77","","10/01/2012","09/30/2013"
"VT","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"WA","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","49","","10/01/2012","09/30/2013"
"WI","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","44","","10/01/2012","09/30/2013"
"WV","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"WY","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AK","Extracranial procedures w/o CC/MCC","52","","10/01/2012","09/30/2013"
"AL","Extracranial procedures w/o CC/MCC","916","","10/01/2012","09/30/2013"
"AR","Extracranial procedures w/o CC/MCC","692","","10/01/2012","09/30/2013"
"AZ","Extracranial procedures w/o CC/MCC","568","","10/01/2012","09/30/2013"
"CA","Extracranial procedures w/o CC/MCC","2116","","10/01/2012","09/30/2013"
"CO","Extracranial procedures w/o CC/MCC","310","","10/01/2012","09/30/2013"
"CT","Extracranial procedures w/o CC/MCC","309","","10/01/2012","09/30/2013"
"DC","Extracranial procedures w/o CC/MCC","49","","10/01/2012","09/30/2013"
"DE","Extracranial procedures w/o CC/MCC","160","","10/01/2012","09/30/2013"
"FL","Extracranial procedures w/o CC/MCC","2876","","10/01/2012","09/30/2013"
"GA","Extracranial procedures w/o CC/MCC","1045","","10/01/2012","09/30/2013"
"GU","Extracranial procedures w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"HI","Extracranial procedures w/o CC/MCC","21","","10/01/2012","09/30/2013"
"IA","Extracranial procedures w/o CC/MCC","444","","10/01/2012","09/30/2013"
"ID","Extracranial procedures w/o CC/MCC","124","","10/01/2012","09/30/2013"
"IL","Extracranial procedures w/o CC/MCC","1327","","10/01/2012","09/30/2013"
"IN","Extracranial procedures w/o CC/MCC","1180","","10/01/2012","09/30/2013"
"KS","Extracranial procedures w/o CC/MCC","623","","10/01/2012","09/30/2013"
"KY","Extracranial procedures w/o CC/MCC","756","","10/01/2012","09/30/2013"
"LA","Extracranial procedures w/o CC/MCC","736","","10/01/2012","09/30/2013"
"MA","Extracranial procedures w/o CC/MCC","844","","10/01/2012","09/30/2013"
"MD","Extracranial procedures w/o CC/MCC","718","","10/01/2012","09/30/2013"
"ME","Extracranial procedures w/o CC/MCC","188","","10/01/2012","09/30/2013"
"MI","Extracranial procedures w/o CC/MCC","1334","","10/01/2012","09/30/2013"
"MN","Extracranial procedures w/o CC/MCC","441","","10/01/2012","09/30/2013"
"MO","Extracranial procedures w/o CC/MCC","1044","","10/01/2012","09/30/2013"
"MS","Extracranial procedures w/o CC/MCC","552","","10/01/2012","09/30/2013"
"MT","Extracranial procedures w/o CC/MCC","150","","10/01/2012","09/30/2013"
"NC","Extracranial procedures w/o CC/MCC","1161","","10/01/2012","09/30/2013"
"ND","Extracranial procedures w/o CC/MCC","202","","10/01/2012","09/30/2013"
"NE","Extracranial procedures w/o CC/MCC","274","","10/01/2012","09/30/2013"
"NH","Extracranial procedures w/o CC/MCC","223","","10/01/2012","09/30/2013"
"NJ","Extracranial procedures w/o CC/MCC","935","","10/01/2012","09/30/2013"
"NM","Extracranial procedures w/o CC/MCC","138","","10/01/2012","09/30/2013"
"NV","Extracranial procedures w/o CC/MCC","234","","10/01/2012","09/30/2013"
"NY","Extracranial procedures w/o CC/MCC","1454","","10/01/2012","09/30/2013"
"OH","Extracranial procedures w/o CC/MCC","1408","","10/01/2012","09/30/2013"
"OK","Extracranial procedures w/o CC/MCC","516","","10/01/2012","09/30/2013"
"OR","Extracranial procedures w/o CC/MCC","359","","10/01/2012","09/30/2013"
"PA","Extracranial procedures w/o CC/MCC","1254","","10/01/2012","09/30/2013"
"PR","Extracranial procedures w/o CC/MCC","36","","10/01/2012","09/30/2013"
"RI","Extracranial procedures w/o CC/MCC","78","","10/01/2012","09/30/2013"
"SC","Extracranial procedures w/o CC/MCC","785","","10/01/2012","09/30/2013"
"SD","Extracranial procedures w/o CC/MCC","150","","10/01/2012","09/30/2013"
"TN","Extracranial procedures w/o CC/MCC","1062","","10/01/2012","09/30/2013"
"TX","Extracranial procedures w/o CC/MCC","2853","","10/01/2012","09/30/2013"
"UT","Extracranial procedures w/o CC/MCC","103","","10/01/2012","09/30/2013"
"VA","Extracranial procedures w/o CC/MCC","811","","10/01/2012","09/30/2013"
"VT","Extracranial procedures w/o CC/MCC","48","","10/01/2012","09/30/2013"
"WA","Extracranial procedures w/o CC/MCC","618","","10/01/2012","09/30/2013"
"WI","Extracranial procedures w/o CC/MCC","632","","10/01/2012","09/30/2013"
"WV","Extracranial procedures w/o CC/MCC","410","","10/01/2012","09/30/2013"
"WY","Extracranial procedures w/o CC/MCC","61","","10/01/2012","09/30/2013"
"AK","Extracranial procedures w CC","15","","10/01/2012","09/30/2013"
"AL","Extracranial procedures w CC","306","","10/01/2012","09/30/2013"
"AR","Extracranial procedures w CC","178","","10/01/2012","09/30/2013"
"AZ","Extracranial procedures w CC","270","","10/01/2012","09/30/2013"
"CA","Extracranial procedures w CC","833","","10/01/2012","09/30/2013"
"CO","Extracranial procedures w CC","86","","10/01/2012","09/30/2013"
"CT","Extracranial procedures w CC","117","","10/01/2012","09/30/2013"
"DC","Extracranial procedures w CC","27","","10/01/2012","09/30/2013"
"DE","Extracranial procedures w CC","56","","10/01/2012","09/30/2013"
"FL","Extracranial procedures w CC","971","","10/01/2012","09/30/2013"
"GA","Extracranial procedures w CC","303","","10/01/2012","09/30/2013"
"HI","Extracranial procedures w CC","24","","10/01/2012","09/30/2013"
"IA","Extracranial procedures w CC","157","","10/01/2012","09/30/2013"
"ID","Extracranial procedures w CC","52","","10/01/2012","09/30/2013"
"IL","Extracranial procedures w CC","635","","10/01/2012","09/30/2013"
"IN","Extracranial procedures w CC","345","","10/01/2012","09/30/2013"
"KS","Extracranial procedures w CC","182","","10/01/2012","09/30/2013"
"KY","Extracranial procedures w CC","279","","10/01/2012","09/30/2013"
"LA","Extracranial procedures w CC","254","","10/01/2012","09/30/2013"
"MA","Extracranial procedures w CC","337","","10/01/2012","09/30/2013"
"MD","Extracranial procedures w CC","298","","10/01/2012","09/30/2013"
"ME","Extracranial procedures w CC","57","","10/01/2012","09/30/2013"
"MI","Extracranial procedures w CC","520","","10/01/2012","09/30/2013"
"MN","Extracranial procedures w CC","232","","10/01/2012","09/30/2013"
"MO","Extracranial procedures w CC","380","","10/01/2012","09/30/2013"
"MS","Extracranial procedures w CC","155","","10/01/2012","09/30/2013"
"MT","Extracranial procedures w CC","48","","10/01/2012","09/30/2013"
"NC","Extracranial procedures w CC","417","","10/01/2012","09/30/2013"
"ND","Extracranial procedures w CC","58","","10/01/2012","09/30/2013"
"NE","Extracranial procedures w CC","91","","10/01/2012","09/30/2013"
"NH","Extracranial procedures w CC","85","","10/01/2012","09/30/2013"
"NJ","Extracranial procedures w CC","289","","10/01/2012","09/30/2013"
"NM","Extracranial procedures w CC","42","","10/01/2012","09/30/2013"
"NV","Extracranial procedures w CC","64","","10/01/2012","09/30/2013"
"NY","Extracranial procedures w CC","521","","10/01/2012","09/30/2013"
"OH","Extracranial procedures w CC","515","","10/01/2012","09/30/2013"
"OK","Extracranial procedures w CC","205","","10/01/2012","09/30/2013"
"OR","Extracranial procedures w CC","116","","10/01/2012","09/30/2013"
"PA","Extracranial procedures w CC","470","","10/01/2012","09/30/2013"
"PR","Extracranial procedures w CC","12","","10/01/2012","09/30/2013"
"RI","Extracranial procedures w CC","14","","10/01/2012","09/30/2013"
"SC","Extracranial procedures w CC","202","","10/01/2012","09/30/2013"
"SD","Extracranial procedures w CC","33","","10/01/2012","09/30/2013"
