"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"DC","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","95","","10/01/2012","09/30/2013"
"DE","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","99","","10/01/2012","09/30/2013"
"FL","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","99","","10/01/2012","09/30/2013"
"GA","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","97","","10/01/2012","09/30/2013"
"GU","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","33","","10/01/2012","09/30/2013"
"HI","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","98","","10/01/2012","09/30/2013"
"IA","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","98","","10/01/2012","09/30/2013"
"ID","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","98","","10/01/2012","09/30/2013"
"IL","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","98","","10/01/2012","09/30/2013"
"IN","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","98","","10/01/2012","09/30/2013"
"KS","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","98","","10/01/2012","09/30/2013"
"KY","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","98","","10/01/2012","09/30/2013"
"LA","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","97","","10/01/2012","09/30/2013"
"MA","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","98","","10/01/2012","09/30/2013"
"MD","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","97","","10/01/2012","09/30/2013"
"ME","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","99","","10/01/2012","09/30/2013"
"MI","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","98","","10/01/2012","09/30/2013"
"MN","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","98","","10/01/2012","09/30/2013"
"MO","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","98","","10/01/2012","09/30/2013"
"MP","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","Not Available","","10/01/2012","09/30/2013"
"MS","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","97","","10/01/2012","09/30/2013"
"MT","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","98","","10/01/2012","09/30/2013"
"NC","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","99","","10/01/2012","09/30/2013"
"ND","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","99","","10/01/2012","09/30/2013"
"NE","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","98","","10/01/2012","09/30/2013"
"NH","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","98","","10/01/2012","09/30/2013"
"NJ","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","98","","10/01/2012","09/30/2013"
"NM","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","94","","10/01/2012","09/30/2013"
"NV","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","96","","10/01/2012","09/30/2013"
"NY","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","97","","10/01/2012","09/30/2013"
"OH","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","98","","10/01/2012","09/30/2013"
"OK","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","97","","10/01/2012","09/30/2013"
"OR","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","98","","10/01/2012","09/30/2013"
"PA","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","98","","10/01/2012","09/30/2013"
"PR","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","75","","10/01/2012","09/30/2013"
"RI","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","98","","10/01/2012","09/30/2013"
"SC","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","98","","10/01/2012","09/30/2013"
"SD","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","98","","10/01/2012","09/30/2013"
"TN","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","97","","10/01/2012","09/30/2013"
"TX","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","98","","10/01/2012","09/30/2013"
"UT","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","98","","10/01/2012","09/30/2013"
"VA","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","99","","10/01/2012","09/30/2013"
"VI","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","89","","10/01/2012","09/30/2013"
"VT","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","98","","10/01/2012","09/30/2013"
"WA","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","98","","10/01/2012","09/30/2013"
"WI","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","99","","10/01/2012","09/30/2013"
"WV","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","98","","10/01/2012","09/30/2013"
"WY","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","94","","10/01/2012","09/30/2013"
"AK","Surgical Care Improvement Project","Prophylactic antibiotic received within 1 hour prior to surgical incision","SCIP_INF_1","99","","10/01/2012","09/30/2013"
"AL","Surgical Care Improvement Project","Prophylactic antibiotic received within 1 hour prior to surgical incision","SCIP_INF_1","99","","10/01/2012","09/30/2013"
"AR","Surgical Care Improvement Project","Prophylactic antibiotic received within 1 hour prior to surgical incision","SCIP_INF_1","99","","10/01/2012","09/30/2013"
"AS","Surgical Care Improvement Project","Prophylactic antibiotic received within 1 hour prior to surgical incision","SCIP_INF_1","Not Available","","10/01/2012","09/30/2013"
"AZ","Surgical Care Improvement Project","Prophylactic antibiotic received within 1 hour prior to surgical incision","SCIP_INF_1","99","","10/01/2012","09/30/2013"
"CA","Surgical Care Improvement Project","Prophylactic antibiotic received within 1 hour prior to surgical incision","SCIP_INF_1","99","","10/01/2012","09/30/2013"
"CO","Surgical Care Improvement Project","Prophylactic antibiotic received within 1 hour prior to surgical incision","SCIP_INF_1","98","","10/01/2012","09/30/2013"
"CT","Surgical Care Improvement Project","Prophylactic antibiotic received within 1 hour prior to surgical incision","SCIP_INF_1","98","","10/01/2012","09/30/2013"
"DC","Surgical Care Improvement Project","Prophylactic antibiotic received within 1 hour prior to surgical incision","SCIP_INF_1","98","","10/01/2012","09/30/2013"
"DE","Surgical Care Improvement Project","Prophylactic antibiotic received within 1 hour prior to surgical incision","SCIP_INF_1","99","","10/01/2012","09/30/2013"
"FL","Surgical Care Improvement Project","Prophylactic antibiotic received within 1 hour prior to surgical incision","SCIP_INF_1","99","","10/01/2012","09/30/2013"
"GA","Surgical Care Improvement Project","Prophylactic antibiotic received within 1 hour prior to surgical incision","SCIP_INF_1","99","","10/01/2012","09/30/2013"
"GU","Surgical Care Improvement Project","Prophylactic antibiotic received within 1 hour prior to surgical incision","SCIP_INF_1","70","","10/01/2012","09/30/2013"
"HI","Surgical Care Improvement Project","Prophylactic antibiotic received within 1 hour prior to surgical incision","SCIP_INF_1","99","","10/01/2012","09/30/2013"
"IA","Surgical Care Improvement Project","Prophylactic antibiotic received within 1 hour prior to surgical incision","SCIP_INF_1","98","","10/01/2012","09/30/2013"
"ID","Surgical Care Improvement Project","Prophylactic antibiotic received within 1 hour prior to surgical incision","SCIP_INF_1","98","","10/01/2012","09/30/2013"
"IL","Surgical Care Improvement Project","Prophylactic antibiotic received within 1 hour prior to surgical incision","SCIP_INF_1","99","","10/01/2012","09/30/2013"
"IN","Surgical Care Improvement Project","Prophylactic antibiotic received within 1 hour prior to surgical incision","SCIP_INF_1","99","","10/01/2012","09/30/2013"
"KS","Surgical Care Improvement Project","Prophylactic antibiotic received within 1 hour prior to surgical incision","SCIP_INF_1","99","","10/01/2012","09/30/2013"
"KY","Surgical Care Improvement Project","Prophylactic antibiotic received within 1 hour prior to surgical incision","SCIP_INF_1","99","","10/01/2012","09/30/2013"
"LA","Surgical Care Improvement Project","Prophylactic antibiotic received within 1 hour prior to surgical incision","SCIP_INF_1","98","","10/01/2012","09/30/2013"
"MA","Surgical Care Improvement Project","Prophylactic antibiotic received within 1 hour prior to surgical incision","SCIP_INF_1","99","","10/01/2012","09/30/2013"
"MD","Surgical Care Improvement Project","Prophylactic antibiotic received within 1 hour prior to surgical incision","SCIP_INF_1","97","","10/01/2012","09/30/2013"
"ME","Surgical Care Improvement Project","Prophylactic antibiotic received within 1 hour prior to surgical incision","SCIP_INF_1","99","","10/01/2012","09/30/2013"
"MI","Surgical Care Improvement Project","Prophylactic antibiotic received within 1 hour prior to surgical incision","SCIP_INF_1","98","","10/01/2012","09/30/2013"
"MN","Surgical Care Improvement Project","Prophylactic antibiotic received within 1 hour prior to surgical incision","SCIP_INF_1","98","","10/01/2012","09/30/2013"
"MO","Surgical Care Improvement Project","Prophylactic antibiotic received within 1 hour prior to surgical incision","SCIP_INF_1","99","","10/01/2012","09/30/2013"
"MP","Surgical Care Improvement Project","Prophylactic antibiotic received within 1 hour prior to surgical incision","SCIP_INF_1","Not Available","","10/01/2012","09/30/2013"
"MS","Surgical Care Improvement Project","Prophylactic antibiotic received within 1 hour prior to surgical incision","SCIP_INF_1","99","","10/01/2012","09/30/2013"
