"State","MS-DRG ID","MS-DRG Name","Medicare Payment Range","Number Of Cases"
"KY","466","Revision of hip or knee replacement w MCC","13396 - 21800","98"
"LA","466","Revision of hip or knee replacement w MCC","12982 - 21608","79"
"MA","466","Revision of hip or knee replacement w MCC","19978 - 30283","107"
"MD","466","Revision of hip or knee replacement w MCC","21301 - 41299","105"
"ME","466","Revision of hip or knee replacement w MCC","21096 - 23321","26"
"MI","466","Revision of hip or knee replacement w MCC","18493 - 23707","225"
"MN","466","Revision of hip or knee replacement w MCC","18368 - 24341","139"
"MO","466","Revision of hip or knee replacement w MCC","15306 - 22826","141"
"MS","466","Revision of hip or knee replacement w MCC","18634 - 23940","24"
"MT","466","Revision of hip or knee replacement w MCC","17695 - 20444","13"
"NC","466","Revision of hip or knee replacement w MCC","16084 - 22010","191"
"ND","466","Revision of hip or knee replacement w MCC","15550 - 18507","17"
"NE","466","Revision of hip or knee replacement w MCC","14686 - 28173","31"
"NH","466","Revision of hip or knee replacement w MCC","19417 - 26222","23"
"NJ","466","Revision of hip or knee replacement w MCC","17308 - 26321","108"
"NM","466","Revision of hip or knee replacement w MCC","17437 - 21435","15"
"NV","466","Revision of hip or knee replacement w MCC","1024 - 22987","46"
"NY","466","Revision of hip or knee replacement w MCC","18414 - 31411","259"
"OH","466","Revision of hip or knee replacement w MCC","14285 - 21699","282"
"OK","466","Revision of hip or knee replacement w MCC","15755 - 19733","42"
"OR","466","Revision of hip or knee replacement w MCC","1024 - 23178","55"
"PA","466","Revision of hip or knee replacement w MCC","5155 - 21622","325"
"PR","466","Revision of hip or knee replacement w MCC","11750 - 11750","*"
"RI","466","Revision of hip or knee replacement w MCC","5479 - 26532","20"
"SC","466","Revision of hip or knee replacement w MCC","16142 - 21579","73"
"SD","466","Revision of hip or knee replacement w MCC","12110 - 21082","*"
"TN","466","Revision of hip or knee replacement w MCC","15694 - 21150","119"
"TX","466","Revision of hip or knee replacement w MCC","17149 - 23071","307"
"UT","466","Revision of hip or knee replacement w MCC","13058 - 21850","53"
"VA","466","Revision of hip or knee replacement w MCC","16662 - 22832","149"
"VT","466","Revision of hip or knee replacement w MCC","25390 - 29507","*"
"WA","466","Revision of hip or knee replacement w MCC","18958 - 24740","76"
"WI","466","Revision of hip or knee replacement w MCC","15244 - 23390","101"
"WV","466","Revision of hip or knee replacement w MCC","16289 - 26680","27"
"WY","466","Revision of hip or knee replacement w MCC","17672 - 20259","*"
"AK","467","Revision of hip or knee replacement w CC","20171 - 22483","20"
"AL","467","Revision of hip or knee replacement w CC","12779 - 15310","350"
"AR","467","Revision of hip or knee replacement w CC","13939 - 16226","222"
"AZ","467","Revision of hip or knee replacement w CC","8264 - 16341","468"
"CA","467","Revision of hip or knee replacement w CC","13939 - 22392","1401"
"CO","467","Revision of hip or knee replacement w CC","13287 - 17595","334"
"CT","467","Revision of hip or knee replacement w CC","16538 - 20433","250"
"DC","467","Revision of hip or knee replacement w CC","17458 - 21416","40"
"DE","467","Revision of hip or knee replacement w CC","15700 - 18808","93"
"FL","467","Revision of hip or knee replacement w CC","12700 - 15837","1473"
"GA","467","Revision of hip or knee replacement w CC","14338 - 18378","469"
"HI","467","Revision of hip or knee replacement w CC","18164 - 20754","28"
"IA","467","Revision of hip or knee replacement w CC","14555 - 15505","273"
"ID","467","Revision of hip or knee replacement w CC","1024 - 15982","63"
"IL","467","Revision of hip or knee replacement w CC","14769 - 19024","826"
"IN","467","Revision of hip or knee replacement w CC","13545 - 16500","477"
"KS","467","Revision of hip or knee replacement w CC","13619 - 16029","246"
"KY","467","Revision of hip or knee replacement w CC","14017 - 16945","303"
"LA","467","Revision of hip or knee replacement w CC","13772 - 16561","247"
"MA","467","Revision of hip or knee replacement w CC","17000 - 22925","422"
"MD","467","Revision of hip or knee replacement w CC","17798 - 33523","361"
"ME","467","Revision of hip or knee replacement w CC","15046 - 17962","97"
"MI","467","Revision of hip or knee replacement w CC","13884 - 18441","969"
"MN","467","Revision of hip or knee replacement w CC","15175 - 18920","616"
"MO","467","Revision of hip or knee replacement w CC","13571 - 16975","481"
"MS","467","Revision of hip or knee replacement w CC","14225 - 22004","137"
"MT","467","Revision of hip or knee replacement w CC","13785 - 15380","108"
"NC","467","Revision of hip or knee replacement w CC","14004 - 16804","651"
"ND","467","Revision of hip or knee replacement w CC","13585 - 15615","84"
"NE","467","Revision of hip or knee replacement w CC","14326 - 19267","178"
"NH","467","Revision of hip or knee replacement w CC","16214 - 23145","70"
"NJ","467","Revision of hip or knee replacement w CC","15830 - 20301","356"
"NM","467","Revision of hip or knee replacement w CC","14653 - 17507","65"
"NV","467","Revision of hip or knee replacement w CC","13032 - 17343","125"
"NY","467","Revision of hip or knee replacement w CC","12523 - 22391","1001"
"OH","467","Revision of hip or knee replacement w CC","12445 - 16824","1189"
"OK","467","Revision of hip or knee replacement w CC","12190 - 15025","214"
"OR","467","Revision of hip or knee replacement w CC","2325 - 17243","163"
"PA","467","Revision of hip or knee replacement w CC","2823 - 16937","1156"
"PR","467","Revision of hip or knee replacement w CC","9134 - 9756","21"
"RI","467","Revision of hip or knee replacement w CC","4289 - 20937","35"
"SC","467","Revision of hip or knee replacement w CC","14153 - 18902","276"
"SD","467","Revision of hip or knee replacement w CC","13861 - 16134","77"
"TN","467","Revision of hip or knee replacement w CC","12510 - 15949","467"
"TX","467","Revision of hip or knee replacement w CC","14545 - 17590","1269"
"UT","467","Revision of hip or knee replacement w CC","13416 - 17086","153"
"VA","467","Revision of hip or knee replacement w CC","13784 - 16406","448"
"VI","467","Revision of hip or knee replacement w CC","8070 - 8070","*"
"VT","467","Revision of hip or knee replacement w CC","17917 - 23008","41"
"WA","467","Revision of hip or knee replacement w CC","16062 - 19323","369"
"WI","467","Revision of hip or knee replacement w CC","13373 - 17383","396"
"WV","467","Revision of hip or knee replacement w CC","13094 - 16062","90"
"WY","467","Revision of hip or knee replacement w CC","14914 - 24410","12"
"AK","468","Revision of hip or knee replacement w/o CC/MCC","17988 - 21196","37"
"AL","468","Revision of hip or knee replacement w/o CC/MCC","11731 - 13127","345"
"AR","468","Revision of hip or knee replacement w/o CC/MCC","12826 - 14473","252"
"AZ","468","Revision of hip or knee replacement w/o CC/MCC","11302 - 15454","310"
"CA","468","Revision of hip or knee replacement w/o CC/MCC","11865 - 19757","1712"
"CO","468","Revision of hip or knee replacement w/o CC/MCC","13283 - 15135","301"
"CT","468","Revision of hip or knee replacement w/o CC/MCC","16085 - 18792","232"
"DC","468","Revision of hip or knee replacement w/o CC/MCC","14053 - 19150","93"
"DE","468","Revision of hip or knee replacement w/o CC/MCC","14104 - 16773","71"
"FL","468","Revision of hip or knee replacement w/o CC/MCC","12807 - 13989","1450"
"GA","468","Revision of hip or knee replacement w/o CC/MCC","12787 - 15858","566"
"HI","468","Revision of hip or knee replacement w/o CC/MCC","16807 - 19439","31"
"IA","468","Revision of hip or knee replacement w/o CC/MCC","12853 - 13827","230"
"ID","468","Revision of hip or knee replacement w/o CC/MCC","12747 - 14253","144"
"IL","468","Revision of hip or knee replacement w/o CC/MCC","13738 - 16851","658"
"IN","468","Revision of hip or knee replacement w/o CC/MCC","12719 - 14295","421"
"KS","468","Revision of hip or knee replacement w/o CC/MCC","12412 - 14246","222"
"KY","468","Revision of hip or knee replacement w/o CC/MCC","12500 - 15112","291"
"LA","468","Revision of hip or knee replacement w/o CC/MCC","12770 - 14746","264"
"MA","468","Revision of hip or knee replacement w/o CC/MCC","15515 - 20309","363"
"MD","468","Revision of hip or knee replacement w/o CC/MCC","15455 - 32207","357"
"ME","468","Revision of hip or knee replacement w/o CC/MCC","14211 - 16019","115"
"MI","468","Revision of hip or knee replacement w/o CC/MCC","12581 - 16128","799"
"MN","468","Revision of hip or knee replacement w/o CC/MCC","14125 - 16873","435"
"MO","468","Revision of hip or knee replacement w/o CC/MCC","12465 - 14377","488"
"MS","468","Revision of hip or knee replacement w/o CC/MCC","12746 - 14151","166"
"MT","468","Revision of hip or knee replacement w/o CC/MCC","12356 - 14762","76"
"NC","468","Revision of hip or knee replacement w/o CC/MCC","12885 - 14860","685"
"ND","468","Revision of hip or knee replacement w/o CC/MCC","12593 - 14135","64"
"NE","468","Revision of hip or knee replacement w/o CC/MCC","13477 - 17229","142"
"NH","468","Revision of hip or knee replacement w/o CC/MCC","14489 - 20641","92"
"NJ","468","Revision of hip or knee replacement w/o CC/MCC","15360 - 18319","452"
"NM","468","Revision of hip or knee replacement w/o CC/MCC","13647 - 15613","79"
"NV","468","Revision of hip or knee replacement w/o CC/MCC","1024 - 15564","187"
"NY","468","Revision of hip or knee replacement w/o CC/MCC","12943 - 19862","1054"
"OH","468","Revision of hip or knee replacement w/o CC/MCC","12774 - 15413","705"
"OK","468","Revision of hip or knee replacement w/o CC/MCC","12044 - 13397","204"
"OR","468","Revision of hip or knee replacement w/o CC/MCC","1024 - 15383","272"
"PA","468","Revision of hip or knee replacement w/o CC/MCC","3089 - 15924","1286"
"PR","468","Revision of hip or knee replacement w/o CC/MCC","7959 - 8145","39"
"RI","468","Revision of hip or knee replacement w/o CC/MCC","3919 - 19226","81"
"SC","468","Revision of hip or knee replacement w/o CC/MCC","13004 - 16959","256"
"SD","468","Revision of hip or knee replacement w/o CC/MCC","13587 - 14416","103"
"TN","468","Revision of hip or knee replacement w/o CC/MCC","12449 - 14618","435"
"TX","468","Revision of hip or knee replacement w/o CC/MCC","13118 - 15723","1198"
"UT","468","Revision of hip or knee replacement w/o CC/MCC","12308 - 15164","274"
"VA","468","Revision of hip or knee replacement w/o CC/MCC","12389 - 14698","516"
"VI","468","Revision of hip or knee replacement w/o CC/MCC","5300 - 5300","*"
"VT","468","Revision of hip or knee replacement w/o CC/MCC","16585 - 20518","33"
"WA","468","Revision of hip or knee replacement w/o CC/MCC","14873 - 17207","455"
"WI","468","Revision of hip or knee replacement w/o CC/MCC","13061 - 16001","419"
"WV","468","Revision of hip or knee replacement w/o CC/MCC","11985 - 14474","123"
"WY","468","Revision of hip or knee replacement w/o CC/MCC","13300 - 14468","25"
"AK","469","Major joint replacement or reattachment of lower extremity w MCC","20318 - 24400","51"
"AL","469","Major joint replacement or reattachment of lower extremity w MCC","11417 - 14832","715"
"AR","469","Major joint replacement or reattachment of lower extremity w MCC","11776 - 14938","352"
"AZ","469","Major joint replacement or reattachment of lower extremity w MCC","1536 - 16252","902"
"CA","469","Major joint replacement or reattachment of lower extremity w MCC","10033 - 20694","2950"
"CO","469","Major joint replacement or reattachment of lower extremity w MCC","10071 - 15726","545"
"CT","469","Major joint replacement or reattachment of lower extremity w MCC","12407 - 19629","519"
"DC","469","Major joint replacement or reattachment of lower extremity w MCC","15250 - 20803","86"
"DE","469","Major joint replacement or reattachment of lower extremity w MCC","12980 - 18253","116"
"FL","469","Major joint replacement or reattachment of lower extremity w MCC","10350 - 15168","3046"
"GA","469","Major joint replacement or reattachment of lower extremity w MCC","12964 - 16536","1102"
"GU","469","Major joint replacement or reattachment of lower extremity w MCC","22848 - 22848","*"
"HI","469","Major joint replacement or reattachment of lower extremity w MCC","16916 - 21117","71"
"IA","469","Major joint replacement or reattachment of lower extremity w MCC","12196 - 14878","584"
"ID","469","Major joint replacement or reattachment of lower extremity w MCC","10529 - 15484","129"
"IL","469","Major joint replacement or reattachment of lower extremity w MCC","12718 - 16928","1715"
"IN","469","Major joint replacement or reattachment of lower extremity w MCC","11272 - 15480","922"
"KS","469","Major joint replacement or reattachment of lower extremity w MCC","13070 - 15325","503"
"KY","469","Major joint replacement or reattachment of lower extremity w MCC","11697 - 16185","816"
"LA","469","Major joint replacement or reattachment of lower extremity w MCC","10457 - 15633","616"
"MA","469","Major joint replacement or reattachment of lower extremity w MCC","12645 - 18742","926"
"MD","469","Major joint replacement or reattachment of lower extremity w MCC","18129 - 30075","783"
"ME","469","Major joint replacement or reattachment of lower extremity w MCC","13328 - 16804","221"
"MI","469","Major joint replacement or reattachment of lower extremity w MCC","10861 - 17468","1586"
"MN","469","Major joint replacement or reattachment of lower extremity w MCC","11197 - 16303","790"
"MO","469","Major joint replacement or reattachment of lower extremity w MCC","10896 - 15398","1117"
"MS","469","Major joint replacement or reattachment of lower extremity w MCC","11633 - 15670","318"
"MT","469","Major joint replacement or reattachment of lower extremity w MCC","12528 - 14900","164"
"NC","469","Major joint replacement or reattachment of lower extremity w MCC","12338 - 16143","1510"
"ND","469","Major joint replacement or reattachment of lower extremity w MCC","13161 - 15128","141"
"NE","469","Major joint replacement or reattachment of lower extremity w MCC","12410 - 15491","283"
"NH","469","Major joint replacement or reattachment of lower extremity w MCC","13351 - 19144","170"
"NJ","469","Major joint replacement or reattachment of lower extremity w MCC","13954 - 19523","1042"
"NM","469","Major joint replacement or reattachment of lower extremity w MCC","13409 - 16960","175"
"NV","469","Major joint replacement or reattachment of lower extremity w MCC","9224 - 16604","229"
"NY","469","Major joint replacement or reattachment of lower extremity w MCC","10426 - 21379","2069"
"OH","469","Major joint replacement or reattachment of lower extremity w MCC","9167 - 15540","1976"
"OK","469","Major joint replacement or reattachment of lower extremity w MCC","10880 - 14845","531"
"OR","469","Major joint replacement or reattachment of lower extremity w MCC","1024 - 16401","446"
"PA","469","Major joint replacement or reattachment of lower extremity w MCC","4945 - 15710","2259"
"PR","469","Major joint replacement or reattachment of lower extremity w MCC","8542 - 9492","39"
"RI","469","Major joint replacement or reattachment of lower extremity w MCC","4257 - 20886","128"
"SC","469","Major joint replacement or reattachment of lower extremity w MCC","13220 - 16204","673"
"SD","469","Major joint replacement or reattachment of lower extremity w MCC","13429 - 15587","146"
"TN","469","Major joint replacement or reattachment of lower extremity w MCC","10343 - 15454","1089"
"TX","469","Major joint replacement or reattachment of lower extremity w MCC","13090 - 16594","2653"
"UT","469","Major joint replacement or reattachment of lower extremity w MCC","8989 - 15265","290"
"VA","469","Major joint replacement or reattachment of lower extremity w MCC","11515 - 15395","1090"
"VT","469","Major joint replacement or reattachment of lower extremity w MCC","15726 - 22290","66"
"WA","469","Major joint replacement or reattachment of lower extremity w MCC","12329 - 17963","738"
"WI","469","Major joint replacement or reattachment of lower extremity w MCC","11771 - 16458","775"
"WV","469","Major joint replacement or reattachment of lower extremity w MCC","11317 - 15356","293"
"WY","469","Major joint replacement or reattachment of lower extremity w MCC","14449 - 16464","38"
"AK","470","Major joint replacement or reattachment of lower extremity w/o MCC","14563 - 17855","547"
"AL","470","Major joint replacement or reattachment of lower extremity w/o MCC","10011 - 10982","8091"
"AR","470","Major joint replacement or reattachment of lower extremity w/o MCC","10305 - 11506","5239"
"AZ","470","Major joint replacement or reattachment of lower extremity w/o MCC","8795 - 12369","9663"
